name;id;model_id;investment_costs_2020;investment_costs_2025;investment_costs_2030;investment_costs_2035;investment_costs_2040;investment_costs_2045;investment_costs_2050;operating_costs_2020;operating_costs_2025;operating_costs_2030;operating_costs_2035;operating_costs_2040;operating_costs_2045;operating_costs_2050;lifetime_2020;lifetime_2025;lifetime_2030;lifetime_2035;lifetime_2040;lifetime_2045;lifetime_2050;efficiency_2020;efficiency_2025;efficiency_2030;efficiency_2035;efficiency_2040;efficiency_2045;efficiency_2050;potential;potential_middle_max;potential_east_max;potential_swest_max;EE_factor;potential_north_min;potential_middle_min;potential_east_min;potential_swest_min
data;6;BS0006;3162700;2854600;2538800;2347300;2249000;2212800;2158800;5;5;5;5;5;5;5;20;20;20;20;20;20;20;46;46;46;46;46;46;46;;;;;-1;;;;
