id;model_id;investment_costs_2020;investment_costs_2025;investment_costs_2030;investment_costs_2035;investment_costs_2040;investment_costs_2045;investment_costs_2050;operating_costs_2020;operating_costs_2025;operating_costs_2030;operating_costs_2035;operating_costs_2040;operating_costs_2045;operating_costs_2050;lifetime_2020;lifetime_2025;lifetime_2030;lifetime_2035;lifetime_2040;lifetime_2045;lifetime_2050;efficiency_el_2020;efficiency_el_2025;efficiency_el_2030;efficiency_el_2035;efficiency_el_2040;efficiency_el_2045;efficiency_el_2050;efficiency_th_2020;efficiency_th_2025;efficiency_th_2030;efficiency_th_2035;efficiency_th_2040;efficiency_th_2045;efficiency_th_2050;existing_factor;ee_factor
0;BS0006;2500000;2500000;2500000;2500000;2500000;2500000;2500000;5,4;5,4;5,4;5,4;5,4;5,4;5,4;25;25;25;25;25;25;25;33;33;33;33;33;33;33;57;57;57;57;57;57;57;0;-1
