id;car_2020;car_2025;car_2030;car_2035;car_2040;car_2045;car_2050;bus_2020;bus_2025;bus_2030;bus_2035;bus_2040;bus_2045;bus_2050;train_2020;train_2025;train_2030;train_2035;train_2040;train_2045;train_2050
33;0,134384219;0,126058707;0,154217905;0,150624662;0,151636901;0,078265037;0,155175499;0;0;0;0;0;0;0;0,176030753;0,176741171;0,18244686;0,18322889;0,178889359;0,162790643;0,18633991
34;0,110990031;0,109748408;0,08671074;0,109499765;0,100239893;0,113045257;0,098565577;0;0;0;0;0;0;0;0,177316549;0,17936044;0,186461922;0,18366851;0,183936971;0,167902685;0,188988035
35;0,108312475;0,097099671;0,106121494;0,11005938;0,106352311;0,144057818;0,109863078;0;0;0;0;0;0;0;0,184950745;0,183465766;0,187496788;0,181020621;0,183028072;0,167260674;0,191282323
36;0,125983992;0,120450429;0,117726124;0,105553682;0,110508655;0,169896432;0,099742568;0;0;0;0;0;0;0;0,181628018;0,182249629;0,185582537;0,183693328;0,180814102;0,177318324;0,188068595
37;0,116688086;0,11689485;0,115226885;0,117320766;0,116987454;0,183933753;0,113333532;0;0;0;0;0;0;0;0,174175898;0,189348897;0,182496066;0,185435514;0,180784602;0,167945689;0,185001895
38;0,10567182;0,114133549;0,128210849;0,131159673;0,108182807;0,170767523;0,10486932;0;0;0;0;0;0;0;0,178603198;0,188521064;0,185183735;0,187092488;0,183150371;0,155417571;0,183655635
39;0,162931079;0,162967294;0,182036705;0,213246795;0,227872494;0,170568328;0,186593794;0;0;0;0;0;0;0;0,180686338;0,175111445;0,186500723;0,185240134;0,184730021;0,155262001;0,185051162
40;0,227516323;0,211621214;0,254086653;0,26362567;0,244304543;0,173118619;0,259054434;0;0;0;0;0;0;0;0,17723383;0,18202628;0,182856027;0,184309307;0,184037997;0,171175082;0,187921294
41;0,25572659;0,232809019;0,266802569;0,271934458;0,256262218;0,187879121;0,249410319;0;0;0;0;0;0;0;0,172402892;0,180157033;0,18291831;0,182200478;0,179886696;0,166750211;0,184581404
42;0,282162372;0,268174953;0,306106384;0,271009035;0,302769815;0,230445129;0,280567637;0;0;0;0;0;0;0;0,184172906;0,17151561;0,177375164;0,178268836;0,172842928;0,150362596;0,181234943
43;0,202157204;0,202069773;0,174811199;0,160009898;0,149300802;0,245961455;0,154993544;0;0;0;0;0;0;0;0,183489058;0,171444248;0,174837318;0,178341664;0,172711839;0,158943467;0,176004106
44;0,138023332;0,139691996;0,106518799;0,102100378;0,093828604;0,191347672;0,090150073;0;0;0;0;0;0;0;0,16657149;0,173481824;0,166793773;0,170064642;0,166865961;0,13840249;0,171025848
45;0,118613712;0,105054849;0,075124996;0,091614146;0,084688549;0,135573871;0,085013891;0,175310957;0,188694523;0,190911954;0,190966484;0,187748076;0,138268032;0,187135538;0,153252457;0,147955767;0,148790844;0,149094053;0,150144031;0,111250585;0,151872395
46;0,1105185;0,117307385;0,099571941;0,095244266;0,093737295;0,155121523;0,109421307;0,348482648;0,375423215;0,381463798;0,378369549;0,373247795;0,277641198;0,376063064;0,083446282;0,073564415;0,072565276;0,067021733;0,071532682;0,052415355;0,073897687
47;0,091473539;0,10458128;0,081061986;0,069570881;0,089787845;0,125649517;0,067706382;0,348482648;0,375423215;0,381463798;0,378369549;0,373247795;0,277641198;0,376063064;0,005256117;0,00983689;0,009568191;0,008330006;0,008498477;0,009355748;0,00833147
48;0,056252157;0,066194489;0,032201566;0,03781386;0,030574863;0,085109797;0,028933766;0,348482648;0,375423215;0,381463798;0,378369549;0,373247795;0,277641198;0,376063064;0,003398745;0,002042665;0,001010659;0,00113806;0,001074938;0,002220088;0,001034765
49;0,049516144;0,058245527;0,043048364;0,056847169;0,048467586;0,05493601;0,050015565;0,348482648;0,375423215;0,381463798;0,378369549;0,373247795;0,277641198;0,376063064;0,003271532;0,002630593;0,001374254;0,001607804;0,001466853;0,002652022;0,001306067
50;0,054838424;0,049936223;0,062209075;0,056808488;0,052981461;0,041128018;0,059232429;0,348482648;0,375423215;0,381463798;0,378369549;0,373247795;0,277641198;0,376063064;0,000553397;0,002634505;0,001701571;0,001931083;0,000945228;0,004772972;0,002123721
51;0,059190332;0,052944183;0,059513169;0,067329316;0,044843637;0,038216651;0,061148204;0,348482648;0,375423215;0,381463798;0,378369549;0,373247795;0,277641198;0,376063064;0,001693873;0,001709361;0,001416887;0,001457931;0,001846375;0,001364876;0,001668631
52;0,052464372;0,044401351;0,045520384;0,046847103;0,03023894;0,040443752;0,048827681;0,348470505;0,375184875;0,381221304;0,378087158;0,373139745;0,277641198;0,375570996;0,002428004;0,003758414;0,002342265;0,002902463;0,002370365;0,003793359;0,003470992
53;0,06500862;0,073453022;0,092607161;0,074997574;0,09105146;0,041542677;0,095128008;0,331638512;0,356681916;0,362645369;0,360588502;0,357958269;0,277641198;0,358494615;0,039047928;0,047384259;0,045886199;0,044519118;0,046001589;0,004905428;0,045899669
54;0,068122238;0,072244598;0,055068388;0,045386095;0,053270354;0,029004611;0,05767751;0,005190045;0,005599093;0,005669399;0,005744392;0,005651443;0,004627353;0,005657795;0,13272033;0,147152767;0,129602559;0,135846062;0,13739848;0,037733105;0,135202655
55;0,046448338;0,053225619;0,051303394;0,0603961;0,047873538;0,015209138;0,044677979;0;0;0;0;0;0;0;0,166267171;0,176116184;0,168116389;0,176758647;0,171833272;0,074378273;0,174007319
56;0,078986117;0,076105033;0,099672998;0,116578876;0,102854357;0,020313175;0,125142063;0;0;0;0;0;0;0;0,183662327;0,183146504;0,180666842;0,183495823;0,179714421;0,111682326;0,186222394
57;0,134062205;0,14086058;0,155839991;0,166149488;0,154534094;0,061434186;0,177409739;0;0;0;0;0;0;0;0,1817885;0,182038518;0,177616352;0,186727703;0,180478563;0,116894964;0,183994612
58;0,129114707;0,124498537;0,109860223;0,121022746;0,097532671;0,098267572;0,134634317;0;0;0;0;0;0;0;0,181341749;0,191378795;0,178703266;0,190191777;0,183643994;0,134280443;0,184299877
59;0,115108985;0,109249831;0,104345375;0,108417204;0,109425907;0,114350253;0,111434572;0;0;0;0;0;0;0;0,184909401;0,179030961;0,175328295;0,187769337;0,182550122;0,151270106;0,186429704
60;0,113156711;0,11212719;0,101862581;0,112624773;0,119654017;0,120996985;0,115424487;0;0;0;0;0;0;0;0,185847933;0,173678377;0,178069769;0,183606367;0,184025556;0,147438564;0,186433897
61;0,1029471;0,102526043;0,123194975;0,11214092;0,112381222;0,139232007;0,105080631;0;0;0;0;0;0;0;0,17623541;0,188888124;0,176797406;0,18771997;0,183272143;0,153735737;0,184539246
62;0,107391563;0,119342453;0,112582469;0,13223991;0,12075996;0,1388398;0,13045864;0;0;0;0;0;0;0;0,178608885;0,187542225;0,175731009;0,18739975;0,18198586;0,13815106;0,185550003
63;0,164419934;0,154962754;0,202483403;0,185365306;0,22765593;0,140189123;0,21547893;0;0;0;0;0;0;0;0,182315622;0,185606147;0,174349252;0,188093168;0,183130261;0,137360002;0,18820153
64;0,207058506;0,230263943;0,240632073;0,255765507;0,236064895;0,152468576;0,261704996;0;0;0;0;0;0;0;0,176889695;0,181450593;0,174993996;0,186182621;0,182493528;0,135272923;0,186782138
65;0,256644865;0,245281438;0,269393197;0,278062114;0,244179721;0,131491531;0,287558728;0;0;0;0;0;0;0;0,189627412;0,184782434;0,174096247;0,184453728;0,18281372;0,133102669;0,182809657
66;0,297860557;0,274998322;0,314593036;0,300536953;0,305927607;0,174538366;0,302554737;0;0;0;0;0;0;0;0,183020072;0,184868748;0,175210448;0,183814901;0,17745152;0,133177793;0,184743064
67;0,215037174;0,212500919;0,183839776;0,168143608;0,153083071;0,19526263;0,160349621;0;0;0;0;0;0;0;0,177203923;0,180362389;0,174827425;0,177328744;0,176405046;0,113640912;0,181511897
68;0,147556142;0,132253222;0,120665011;0,094939307;0,099030851;0,162905179;0,103142833;0;0;0;0;0;0;0;0,157535623;0,169568826;0,166735076;0,171810827;0,171050751;0,078741569;0,17220207
69;0,118031879;0,103516431;0,08117078;0,084996932;0,096123102;0,126001629;0,091886228;0,176403891;0,177007554;0,185621332;0,178099363;0,177608643;0,105804656;0,185047182;0,147546098;0,156546336;0,147992252;0,151589801;0,149561227;0,018209225;0,157768556
70;0,105596692;0,111464879;0,120404135;0,103191001;0,106057642;0,141638193;0,099054868;0,355274894;0,355006622;0,370290222;0,356549742;0,35294357;0,211609313;0,360003421;0,061183851;0,073135825;0,073486683;0,073388586;0,072354867;0,004519027;0,072581051
71;0,079442168;0,094211173;0,083449109;0,085287484;0,086162148;0,144444979;0,075311303;0,355274894;0,355006622;0,370290222;0,356549742;0,35294357;0,211609313;0,360003421;0,0106493;0,007250782;0,008370099;0,009562446;0,009142698;0,00199449;0,007892551
72;0,056703812;0,058282264;0,028562776;0,046462173;0,022380007;0,08064526;0,034763362;0,355274894;0,355006622;0,370290222;0,356549742;0,35294357;0,211609313;0,360003421;0,000897282;0,002404927;0,000582015;0,001061106;0,001261318;8,86E-10;0,00039979
73;0,049831631;0,043985998;0,046040157;0,056416767;0,057206877;0,067484519;0,057641215;0,355274894;0,355006622;0,370290222;0,356549742;0,35294357;0,211609313;0,360003421;0,001261166;0,005450433;0,001850072;0,001092225;0,001566747;0,000873358;0,000928357
74;0,06490749;0,043122661;0,058989895;0,065548737;0,053811656;0,060608433;0,061922556;0,355274894;0,355006622;0,370290222;0,356549742;0,35294357;0,211609313;0,360003421;7,07E-10;0,002882521;0,001305436;0,001151659;0,001348339;0,002737449;0,001843329
75;0,069735917;0,039093365;0,059136623;0,056493018;0,0544784;0,063345884;0,058333112;0,355274894;0,355006622;0,370290222;0,356549742;0,35294357;0,211609313;0,360003421;0,002616488;0,001294767;0,001599675;0,00096073;0,001508832;0,000848582;0,001355593
76;0,067018204;0,041441944;0,046896489;0,036797503;0,053323824;0,040304436;0,037785995;0,355233914;0,355006622;0,370117805;0,35651021;0,352627151;0,211457809;0,359897484;0,00381058;0,001242091;0,00209616;0,002030646;0,002344512;0,003241752;0,002139989
77;0,068206433;0,039708346;0,095411241;0,099917601;0,097128477;0,057677741;0,104918404;0,337771634;0,351168076;0,353226962;0,340893309;0,337874062;0,202264185;0,34641484;0,037937946;0,007447834;0,045017968;0,042659929;0,048149713;0,046954837;0,043650282
78;0,062049953;0,025232888;0,065304328;0,054713383;0,052939287;0,054040639;0,057702928;0,005282819;0,005686228;0,005505472;0,005290152;0,00541797;0,003209626;0,005478759;0,127789329;0,057709463;0,136093399;0,135404926;0,133918321;0,137986357;0,13315635
79;0,042962212;0,01355306;0,043941521;0,052017489;0,043891386;0,039890485;0,048027805;0;0;0;0;0;0;0;0,163644639;0,113612817;0,177184665;0,177831911;0,16868303;0,174467355;0,174787425
80;0,063020634;0,018252076;0,103957605;0,097639951;0,109261851;0,0638747;0,098868848;0;0;0;0;0;0;0;0,180160254;0,161160219;0,185296904;0,187958771;0,177099563;0,181469618;0,186813885
81;0,142840261;0,064933089;0,177321219;0,161461017;0,174928429;0,132052734;0,168712533;0;0;0;0;0;0;0;0,180613942;0,161555522;0,188715558;0,194047161;0,185025791;0,191943079;0,189260408
