index;middle_2020;east_2020;swest_2020;north_2020;middle_2025;east_2025;swest_2025;north_2025;middle_2030;east_2030;swest_2030;north_2030;middle_2035;east_2035;swest_2035;north_2035;middle_2040;east_2040;swest_2040;north_2040;middle_2045;east_2045;swest_2045;north_2045;middle_2050;east_2050;swest_2050;north_2050
0;79,37289474;98,89364047;50,16793182;49,52443978;83,59000791;102,8843195;52,85179337;51,68791702;79,77835629;99,06092503;50,64599736;50,02472446;85,21693191;104,6557047;53,63930333;52,25793623;81,23927995;100,4369874;51,40686952;50,56487543;85,68767579;105,1362183;54,20380296;52,75578594;85,68767579;105,1362183;54,20380296;52,75578594
1;31,50853342;52,85056081;20,22808965;25,90635949;31,43513648;52,77793999;20,18041745;25,86207165;31,8557229;53,18113117;20,4281243;26,05846438;32,05243042;53,39469218;20,55454109;26,15168308;31,91980897;53,26495368;20,48208958;26,10043753;31,48006379;52,82577534;20,20580341;25,88160982;31,48006379;52,82577534;20,20580341;25,88160982
2;32,36225521;54,00360404;20,75919225;26,29661422;32,53471226;54,17714723;20,85049785;26,3651695;32,79860682;54,44524784;21,02248985;26,5038736;33,26485012;54,90049576;21,31061719;26,72938291;32,91081374;54,54892189;21,08654158;26,55297366;32,83974292;54,450472;21,08101339;26,56393174;32,83974292;54,450472;21,08101339;26,56393174
3;33,22625923;55,14471874;21,28504388;26,77895561;33,78218401;55,71515466;21,63469453;27,06552646;34,28553333;56,21219876;21,94796761;27,3174204;34,61155676;56,54043932;22,12518425;27,43785528;34,4146191;56,30450611;22,04339429;27,39684401;33,85259147;55,78855257;21,67665627;27,09455992;33,85259147;55,78855257;21,67665627;27,09455992
4;35,81665504;58,00959534;22,89866806;28,14009922;36,11174476;58,31604753;23,06861856;28,27114138;36,85467888;59,06072189;23,51656891;28,62628876;36,22572181;58,42514252;23,14280719;28,33012364;35,9568406;58,15419684;22,97289656;28,19596495;36,17019641;58,33472583;23,14332288;28,34693671;36,17019641;58,33472583;23,14332288;28,34693671
5;40,09310427;62,51569888;25,60638752;30,25767164;40,14214233;62,54780031;25,67409136;30,33152403;40,60525084;63,02964503;25,92338632;30,5197898;40,79806131;63,23220214;26,02815426;30,58664042;39,97176598;62,36712772;25,53094391;30,20048361;40,25219893;62,67330592;25,74773261;30,39481965;40,25219893;62,67330592;25,74773261;30,39481965
6;42,24382944;64,83622426;26,93465059;31,32498432;42,26348376;64,84778963;26,99634546;31,40141054;42,99474197;65,57099657;27,43463862;31,74355801;42,80936567;65,38669619;27,30266311;31,62839694;42,57713057;65,14041841;27,1658777;31,52350035;42,70957169;65,28626225;27,27337767;31,62127024;42,70957169;65,28626225;27,27337767;31,62127024
7;61,72189623;84,0539497;39,27843443;41,36239879;60,68340484;83,07754721;38,58117427;40,7882449;62,09696377;84,43625739;39,46877064;41,50436453;62,74461894;85,10872983;39,88963431;41,84587968;59,35591834;81,7109912;37,71463345;40,07306368;59,94481056;82,28778909;38,10608712;40,40127294;59,94481056;82,28778909;38,10608712;40,40127294
8;110,1354356;131,3621041;69,65630847;65,80655276;112,1429321;133,4401184;70,91454599;66,80142673;113,7651832;135,0060463;71,67651618;67,33466667;112,6147771;133,8452963;71,0865331;66,90267617;107,1203389;128,2805;67,62094506;64,0858036;108,9181072;130,0829597;68,70103311;64,94865624;108,9181072;130,0829597;68,70103311;64,94865624
9;169,0238957;186,6332631;107,0112484;95,46031499;170,4748488;188,3516464;107,9942706;96,29837506;163,8357536;181,1152338;104,318728;93,53195576;159,8168752;177,4886472;101,4411413;91,08717813;156,6558106;174,2527465;99,19009581;89,14626395;168,6590438;186,2081985;107,1820772;95,82024246;168,6590438;186,2081985;107,1820772;95,82024246
10;195,99953;211,4294273;124,1189091;108,8882396;190,4627498;205,9336318;120,8753292;106,3766824;190,7524693;206,1104177;121,0325695;106,389371;197,1402767;213,0089834;124,6642854;109,2285996;186,5519695;202,2972767;118,1771324;104,1065121;202,2891924;218,188123;128,0042417;112,0395779;202,2891924;218,188123;128,0042417;112,0395779
11;172,5418668;187,9964253;109,8396235;97,24046119;177,2115478;193,3260399;112,4665321;99,21041829;167,8134973;183,8689284;106,4026348;94,23123187;171,7552128;187,410555;108,7597984;96,13694246;163,4549666;179,7372648;104,0540962;92,53858898;174,8426646;190,383289;110,9420639;97,96190682;174,8426646;190,383289;110,9420639;97,96190682
12;132,6126857;148,1843167;84,34090841;76,44115293;129,2825731;145,9335868;81,35379032;73,62143412;122,0740821;138,3010591;77,27591202;70,51254813;132,2142093;147,953688;83,68444786;75,74539798;125,448758;141,8011527;79,42602893;72,23331087;126,614526;142,4898944;80,37730669;73,09025864;126,614526;142,4898944;80,37730669;73,09025864
13;118,0058235;133,9214827;74,98740719;68,70718196;117,6424331;134,1223541;74,52425868;68,22332441;119,037802;135,2261819;75,68148777;69,29268161;128,37347;144,3963563;81,68244539;74,18227307;123,1680338;139,4955318;78,16973597;71,20284194;116,4621205;132,7295494;73,89886449;67,76954709;116,4621205;132,7295494;73,89886449;67,76954709
14;180,156009;194,2183828;113,8081408;99,99414257;174,1317039;188,7146462;109,7537776;96,60904721;170,9648576;185,6804975;108,0487893;95,34239523;185,7036773;200,0001906;117,4691385;103,0281415;177,8254749;192,4877722;112,2174563;98,58481295;157,4367152;172,4003093;99,13246651;88,02834205;157,4367152;172,4003093;99,13246651;88,02834205
15;223,371544;236,5467332;140,9529212;122,0862505;223,6180886;237,1235505;140,805088;121,8623216;215,2450818;229,0409391;135,7808483;117,8896576;218,6254967;231,9645068;138,2419721;120,0769022;222,4699646;236,7355737;140,1388825;121,3515733;205,3260974;219,3656649;129,3599672;112,6522768;205,3260974;219,3656649;129,3599672;112,6522768
16;207,6632052;221,9745685;131,4617858;114,8529722;210,7827307;225,7530104;132,8220928;115,6890152;201,7549944;216,8480978;127,4364911;111,4534559;196,1956598;211,8559891;123,4503085;108,0505673;202,1763806;217,2065481;127,9011834;112,009041;207,1802478;222,4108667;130,9248859;114,3043418;207,1802478;222,4108667;130,9248859;114,3043418
17;143,7454101;159,2278891;91,63212065;82,62982542;136,6708413;152,9093027;86,75453176;78,54714542;132,8783582;149,0931842;84,49769633;76,83292478;137,3074471;153,2850224;87,44451158;79,24859535;131,4897738;147,7367947;83,47809009;75,94202581;134,5499954;150,6807188;85,65247561;77,73847749;134,5499954;150,6807188;85,65247561;77,73847749
18;146,9073115;161,8640416;93,28710556;83,64366094;140,5453079;155,7476195;89,17188126;80,27683084;139,5483881;154,2839142;88,92935934;80,33218268;144,3563064;158,8636935;92,00197836;82,77643931;142,5521709;157,492896;90,46570446;81,39569362;141,1812079;155,9988372;89,78673966;80,91809002;141,1812079;155,9988372;89,78673966;80,91809002
19;214,377678;227,2976682;135,7329489;117,7019936;207,2655679;220,2154002;131,0701523;113,8760382;214,5050123;227,3357061;135,7745066;117,7576151;212,0990652;225,1136564;134,1887802;116,3995716;216,0181932;229,5243303;135,9309963;117,5596156;209,6681208;222,5657166;132,5819278;115,0988314;209,6681208;222,5657166;132,5819278;115,0988314
20;234,1875911;245,982357;148,3967219;127,7105129;227,9467061;239,702211;144,2934623;124,2909967;226,6480121;239,0052037;142,9424239;122,9719722;229,2930064;241,0836561;144,9708306;124,7850323;224,43889;237,0407498;141,4799095;121,845718;224,9991009;237,1263073;141,916785;122,1699024;224,9991009;237,1263073;141,916785;122,1699024
21;186,6132455;199,4842384;117,7516022;102,6743641;180,4451697;193,0803629;114,0873417;99,73105623;179,7554023;192,7308141;113,3368103;99,00350317;178,3866674;191,4286346;112,4604211;98,28877357;183,0317463;195,8716796;115,6046487;100,9496574;180,5234827;193,4193703;113,8733195;99,38580686;180,5234827;193,4193703;113,8733195;99,38580686
22;152,9660427;165,9072236;96,26384902;85,03499387;159,6950247;172,9037591;100,1254838;88,00784947;154,8245643;167,8820765;97,37988016;85,95272537;159,702534;172,8889668;100,5316263;88,44774556;147,9572976;161,4489583;93,27198632;82,67546336;150,9367477;164,4732422;94,97816594;84,03258587;150,9367477;164,4732422;94,97816594;84,03258587
23;147,2867425;159,865769;92,84955443;82,24482989;148,9309559;161,9238412;93,51954932;82,62287628;143,0253581;155,9827159;89,93466522;79,77735965;144,7998123;157,4147184;91,53659411;81,24035666;149,7807613;162,976779;94,27154564;83,30311398;150,6279697;163,4405056;95,18472432;84,2522739;150,6279697;163,4405056;95,18472432;84,2522739
24;32,75019567;47,26197177;20,89290473;24,22177798;34,29732957;48,77540516;21,85915385;24,99591949;32,95886081;47,44346947;21,01604304;24,31567626;33,35055474;47,87564379;21,25294021;24,50162163;32,69587499;47,20912762;20,8856947;24,22922802;33,47572593;47,97196118;21,36748813;24,61487576;33,47572593;47,97196118;21,36748813;24,61487576
25;34,66275944;48,03686901;22,01456645;24,93368831;35,09322522;48,44771693;22,30100517;25,16889394;33,98020829;47,37409983;21,59458462;24,59830567;34,7763901;48,14731997;22,09111472;24,9989872;34,37106092;47,75594054;21,84665424;24,80719221;34,26831974;47,63827332;21,78371467;24,75566628;34,26831974;47,63827332;21,78371467;24,75566628
26;35,90099575;48,34989995;22,67016979;25,12925624;36,33874802;48,77027864;22,91908861;25,31254753;35,26959833;47,71589414;22,23200627;24,75759909;36,60809396;49,03290257;23,10009396;25,46893595;35,88018541;48,35274947;22,64476874;25,10477766;36,16913608;48,6166795;22,83483172;25,26080161;36,16913608;48,6166795;22,83483172;25,26080161
27;37,12349134;49,04256299;23,4121958;25,50002853;37,32617914;49,23879316;23,54819735;25,60992028;37,2650956;49,18104696;23,48047232;25,5430612;37,25855361;49,16680935;23,47027086;25,53322429;37,31236719;49,25760135;23,53187424;25,5925624;37,66491708;49,58999397;23,75348058;25,77444074;37,66491708;49,58999397;23,75348058;25,77444074
28;39,00311575;50,151961;24,52247672;26,23012245;39,62873938;50,79409645;24,90201248;26,52962645;38,78209126;49,95145925;24,36287712;26,09111366;39,77188555;50,92238151;25,00519929;26,61875937;39,26246081;50,41790229;24,70099262;26,37795042;40,18723231;51,37120666;25,25742492;26,81920426;40,18723231;51,37120666;25,25742492;26,81920426
29;44,31658584;54,86228327;27,82604522;28,71147691;44,47635979;55,0157591;27,94510996;28,82036455;43,89946067;54,46432605;27,57788506;28,52271296;44,32956207;54,88777002;27,83162312;28,7138101;44,05129301;54,61013066;27,69348089;28,62080824;44,05418741;54,58836072;27,69063895;28,61792065;44,05418741;54,58836072;27,69063895;28,61792065
30;78,58308856;87,77687793;49,0574042;45,54817952;84,77223122;94,24371744;52,74260945;48,43338148;81,1844382;90,46169323;50,51476022;46,61902129;81,47289437;90,82477819;50,76352993;46,83962338;77,49833036;86,86589551;48,28262472;44,88311356;84,23236943;93,440486;52,47050763;48,25674334;84,23236943;93,440486;52,47050763;48,25674334
31;210,0806028;215,8615346;131,2960677;111,2574593;211,8614093;217,905126;132,255414;111,9261251;209,9065165;215,6852419;131,1608919;111,0965693;204,3740123;210,7809982;127,1839701;107,6868669;211,0373336;216,9979716;131,5012685;111,2462753;204,2930365;210,1517565;127,6076532;108,2358365;204,2930365;210,1517565;127,6076532;108,2358365
32;204,3792891;209,9739482;128,1749;108,9621885;199,4129228;205,1532365;125,3856003;106,8079823;206,8640339;212,3801734;129,8355485;110,3069163;207,6033808;212,7695297;130,3941426;110,8473665;196,4609725;202,4440197;123,331553;105,0672186;199,8712058;205,1848515;125,5556008;106,8991633;199,8712058;205,1848515;125,5556008;106,8991633
33;131,0171591;133,6441733;82,38191061;72,08922201;128,7281371;131,9453827;80,85583854;70,71609557;130,1761197;133,1128806;81,84216208;71,55399466;133,1405318;135,7899924;83,52452198;72,85049658;128,6251305;131,5323023;80,81554075;70,76022194;135,6331748;137,921245;85,56903433;74,65472528;135,6331748;137,921245;85,56903433;74,65472528
34;109,5796492;109,4550363;68,77366957;60,90600529;110,4188276;110,6481627;69,1060233;60,99556086;98,09039697;98,79943719;61,06584735;54,42288972;103,1550097;103,7673723;64,24729572;57,00363452;107,0941768;107,5454918;66,65887423;58,92596386;109,6820802;109,7048674;68,66278831;60,66034666;109,6820802;109,7048674;68,66278831;60,66034666
35;110,7869028;109,0891586;69,02356847;60,73792842;109,2789114;107,5708775;68,06859378;59,94774739;99,99328176;98,49972111;62,14499052;55,09343534;102,1057163;100,6646015;63,28515471;55,95905751;109,7774871;108,0048515;68,12895065;59,87376751;109,2077448;107,5068047;67,96066302;59,87264823;109,2077448;107,5068047;67,96066302;59,87264823
36;109,6498287;106,4933498;68,24106297;59,86378571;105,25096;102,2802006;65,01547592;57,04551341;104,8573985;101,9209514;65,02944148;57,17255498;99,35263607;96,30464252;61,59312766;54,41715069;104,4666328;101,3717437;64,64402318;56,80563847;105,0228428;101,8658779;65,10985907;57,2318229;105,0228428;101,8658779;65,10985907;57,2318229
37;107,1782566;103,3742305;66,62218019;58,36969768;102,1919166;98,60375511;63,25953059;55,52650726;105,3055847;102,0586522;65,22843668;57,09152458;96,30355902;92,72465774;59,72602979;52,78801231;100,3400877;97,15585286;62,10055217;54,59822904;100,8482482;97,39819734;62,45304886;54,89844691;100,8482482;97,39819734;62,45304886;54,89844691
38;129,2197741;122,7883511;81,39201037;70,78638796;127,0001129;120,7951389;79,72831219;69,3124755;120,5247131;115,0688216;75,45598396;65,67406519;123,491943;117,263715;77,54437862;67,58596548;127,4884934;121,0673226;80,19280037;69,76481669;119,4537571;113,7204534;74,93504509;65,36562027;119,4537571;113,7204534;74,93504509;65,36562027
39;143,2994997;136,5680637;90,85621879;78,83640931;142,3030655;136,1570966;89,76771781;77,79906235;138,0546013;131,9645257;87,02162874;75,52972012;142,9692835;136,4422548;90,2827927;78,27751125;141,2568745;134,7519148;89,09224778;77,22421875;132,779684;126,4503287;83,8681092;73,03392759;132,779684;126,4503287;83,8681092;73,03392759
40;147,767543;142,1864908;93,86457149;81,53425099;146,3008779;140,9861502;92,38519695;80,1240792;138,7421456;134,2584876;87,18820846;75,72056717;145,965994;140,8265978;92,44267755;80,25115303;146,9200445;141,4405992;93,28700058;81,09201076;134,3544611;129,5430207;84,94087357;74,11617153;134,3544611;129,5430207;84,94087357;74,11617153
41;113,1884298;111,3544046;71,28321634;62,59472453;109,5381562;107,7848631;68,91187785;60,66545709;103,9708482;102,521274;65,13531856;57,46058343;113,7556821;111,7809405;71,5304409;62,71045998;105,4028417;103,7949553;66,1628641;58,32978978;100,4512264;99,17263489;62,72336335;55,43235647;100,4512264;99,17263489;62,72336335;55,43235647
42;122,106596;120,2822492;77,11870912;67,34651025;116,8074504;115,3809783;73,44183569;64,23083935;107,4772491;105,919342;67,61138933;59,51082264;121,3282296;119,24784;76,5148824;66,7792864;114,1971619;112,4345216;71,80243075;62,87116522;120,9218064;119,2906784;76,28852471;66,63033865;120,9218064;119,2906784;76,28852471;66,63033865
43;226,4368978;223,3353002;142,6912544;119,8425718;227,9641914;225,4373683;142,8396116;119,6185064;227,6592955;224,5499874;143,1287876;120,0232056;230,5770606;227,4136266;145,0953976;121,7420011;221,8548987;218,5086022;139,6924491;117,3276946;235,3530917;232,3397807;148,2217175;124,3319568;235,3530917;232,3397807;148,2217175;124,3319568
44;279,3906374;276,094211;175,9672745;146,4388524;292,0893676;288,3908982;183,448263;152,1885725;290,1483565;287,4318639;181,7093302;150,6043527;287,9779412;285,1386427;181,2634786;150,5981933;288,4564146;285,3022528;181,3282945;150,5410865;303,7834151;300,4253724;191,2329173;158,6913844;303,7834151;300,4253724;191,2329173;158,6913844
45;235,5731085;234,2183264;147,6774603;123,2621894;234,0936344;232,5307999;146,8010443;122,5269026;249,2132597;248,2884449;155,5943773;129,3891737;238,3367213;236,7913118;149,5877034;124,8381315;237,83755;237,2413335;148,6235729;123,8362033;246,9802765;245,5145296;154,7220463;128,8691172;246,9802765;245,5145296;154,7220463;128,8691172
46;211,8644915;211,4737329;132,3852814;110,6918895;210,7892703;210,7114634;131,8990985;110,3819368;199,3085978;199,2822769;125,1165434;105,1355527;210,0980444;209,5143965;131,4675825;110,061674;216,2997562;215,719855;135,3993651;113,2025148;193,6365905;193,4030953;121,2055788;101,8196392;193,6365905;193,4030953;121,2055788;101,8196392
47;183,2561729;182,7888118;114,2900308;96,17983885;181,0444403;180,8691435;113,1354019;95,37234774;174,8421498;174,587576;109,6326382;92,71216676;177,9588977;177,8546168;111,2687004;93,82054002;181,0522984;181,0001437;113,0030561;95,18338132;183,3615393;182,9184848;114,7869275;96,7856269;183,3615393;182,9184848;114,7869275;96,7856269
48;36,16698134;39,53956554;23,07452364;23,68095567;36,01664656;39,40749305;22,91548828;23,52827403;37,38513447;40,75200285;23,78579879;24,23056086;36,10992111;39,50639122;22,99230292;23,59203927;35,85907339;39,207432;22,90987437;23,56655529;36,61908414;39,98514857;23,30746519;23,84495869;36,61908414;39,98514857;23,30746519;23,84495869
49;36,57371814;41,0718297;23,61949479;24,60206132;36,25044336;40,74972078;23,38236773;24,39553831;37,37034827;41,85734962;24,11850942;25,00210802;36,92364684;41,41431331;23,83821081;24,77413961;36,17097071;40,64951486;23,3860283;24,42637275;36,33554546;40,81269249;23,46568729;24,47952866;36,33554546;40,81269249;23,46568729;24,47952866
50;37,13208151;42,6105366;24,16158476;25,63841106;37,80687576;43,27827935;24,52947138;25,9122257;37,97767391;43,44036919;24,70078899;26,08304654;37,60427171;43,11955266;24,42040763;25,82658345;37,17254542;42,63164299;24,22590207;25,70734523;37,25759647;42,73336336;24,22312405;25,68510196;37,25759647;42,73336336;24,22312405;25,68510196
51;38,49165792;44,2859519;25,01348347;26,57159359;39,08455564;44,86368866;25,34601283;26,81737794;39,44857006;45,21469656;25,59736329;27,03599601;39,24555902;45,02189045;25,44640279;26,89976209;38,50987348;44,28779436;25,02309245;26,57762019;38,60491506;44,36752784;25,07576208;26,62083058;38,60491506;44,36752784;25,07576208;26,62083058
52;40,50517128;46,96117559;26,44218719;28,0629501;41,09865814;47,5574699;26,77981559;28,31619627;41,06409836;47,52238018;26,77206685;28,32273505;40,22013504;46,66742891;26,26475037;27,91540042;40,52354096;46,9644431;26,46948399;28,0919423;39,64825705;46,09228717;25,93894411;27,67846058;39,64825705;46,09228717;25,93894411;27,67846058
53;45,02126378;52,21943596;29,46407582;30,84338744;44,88911778;52,06882299;29,37308503;30,7649118;44,1629329;51,34292041;28,90975582;30,3890821;43,94740041;51,09186712;28,79175489;30,29898009;44,69390265;51,88690024;29,2395908;30,65532399;43,94053437;51,12362165;28,78061577;30,29264883;43,94053437;51,12362165;28,78061577;30,29264883
54;82,33615225;89,24952429;52,63087171;49,50389906;78,12177224;84,99920503;50,05319486;47,46360561;81,40613034;88,11657475;52,12294452;49,11213367;77,36000687;84,15030983;49,59114098;47,12779834;83,49845964;90,27235775;53,19735651;49,8920096;81,86917111;88,63523479;52,37644006;49,32684854;81,86917111;88,63523479;52,37644006;49,32684854
55;211,5665069;216,1061317;133,4238199;114,3493197;210,360259;214,857358;132,591926;113,650316;206,261995;210,4506992;130,3402017;112,0015996;214,0785452;218,5074225;134,9738711;115,5562397;207,1325488;211,2638325;130,7560946;112,2801433;202,6784312;206,9985333;127,8910089;109,9000493;202,6784312;206,9985333;127,8910089;109,9000493
56;202,0931736;206,7971538;128,5137438;111,1315858;200,5558807;205,3936486;127,1815316;109,9161597;212,6985603;217,2509285;134,9768809;116,2366707;206,6723636;211,172197;131,2736536;113,3106041;197,4416624;201,9321757;125,2656423;108,3996283;198,2009941;203,4520571;125,4102457;108,3248012;198,2009941;203,4520571;125,4102457;108,3248012
57;125,1500551;130,5280336;79,29582069;71,6051133;129,2927166;134,9354688;81,7786501;73,62919807;134,1143811;139,4138973;85,0313523;76,25700947;132,5091324;137,8756978;83,83953206;75,31822039;123,3315259;129,0124517;78,16890631;70,77165555;120,7604079;126,781597;76,24278;69,00717463;120,7604079;126,781597;76,24278;69,00717463
58;104,3961844;110,1394587;65,31063286;60,15093416;102,3754522;108,1019705;64,23211235;59,48789787;102,7246873;108,7058797;64,01167286;59,05944251;106,4797139;112,2737273;66,68164573;61,32785059;103,4558404;109,4698948;64,47739159;59,44080285;102,4945976;108,6378625;63,87213707;58,94442969;102,4945976;108,6378625;63,87213707;58,94442969
59;103,501963;109,846981;63,60780231;58,70058095;107,347228;113,1747006;66,49988441;61,2980033;102,8620336;109,0380371;63,33860339;58,52370021;102,4146519;108,8048301;63,01890487;58,24363315;99,60505013;106,1848509;60,94879347;56,45944079;107,7436698;114,2729682;66,30774346;60,88304302;107,7436698;114,2729682;66,30774346;60,88304302
60;102,9445019;109,6587348;63,45165631;58,08211387;108,013904;114,2817014;66,7512181;60,82829803;100,8045548;107,3343057;62,15506999;57,02555354;101,3724443;108,1103719;62,3632433;57,1435877;99,65597968;106,830577;61,10895299;56,09580395;108,446145;115,3133586;67,11266218;61,11862901;108,446145;115,3133586;67,11266218;61,11862901
61;97,44982667;104,2253929;60,13563525;55,30284638;97,16133509;103,993791;59,59972996;54,72280288;99,36458505;105,872439;61,30131537;56,20503926;98,45237053;105,1569241;60,66082925;55,65410606;99,69442468;106,5421576;61,40082424;56,26176628;106,3987183;112,6456008;65,97568274;60,06982492;106,3987183;112,6456008;65,97568274;60,06982492
62;123,2485247;127,2386854;77,27370842;69,87351796;121,2285132;125,2015254;75,8316528;68,69788961;118,9879003;123,5303381;74,32395149;67,36262454;119,0149651;123,3017235;74,19991446;67,25782455;126,4510123;130,4916482;79,17932268;71,40558751;125,9529371;130,1512195;78,95539352;71,14392404;125,9529371;130,1512195;78,95539352;71,14392404
63;141,4618232;144,2650566;89,27464668;80,50059304;141,5820328;143,8681242;89,16570784;80,4480248;139,4146478;142,7156898;87,61074826;79,01327573;141,1529494;143,6154692;88,67795405;79,91030672;134,236138;137,337409;84,26613044;76,31406704;139,7753745;142,934971;88,0357305;79,38730996;139,7753745;142,934971;88,0357305;79,38730996
64;142,425584;145,3702176;89,63819511;81,60981617;140,2393572;142,9720054;87,87202142;80,09903969;141,5495395;145,2147637;88,55718873;80,47802491;137,5255605;140,623219;86,29960721;78,79270387;135,7327051;139,2775996;85,03111018;77,71046702;140,5696099;143,9941355;88,35894493;80,44536201;140,5696099;143,9941355;88,35894493;80,44536201
65;100,1520145;107,2214641;62,26170195;58,99309633;100,9174073;107,6587641;62,71457549;59,34502145;104,7114406;111,4915964;65,04002408;61,13732166;102,5302992;109,357068;63,64892619;60,0014158;100,0723381;107,4029735;61,94715208;58,55739096;101,0652427;108,4561553;62,46810337;58,91034371;101,0652427;108,4561553;62,46810337;58,91034371
66;113,0262629;120,3523222;70,53455994;65,79234984;109,4438979;116,5484808;68,25653001;63,94762649;118,5203737;125,0917455;74,34166763;68,96048929;113,6345351;120,4502002;71,2346961;66,50726241;117,8278971;125,0626015;73,40278767;68,00644598;116,7827928;123,5809938;72,90747726;67,67292602;116,7827928;123,5809938;72,90747726;67,67292602
67;228,7967789;234,9042841;143,4803689;124,5111436;226,4569971;232,5209727;142,0696649;123,3531229;232,9641841;238,3460844;146,5470506;127,1591973;235,7770869;241,5120594;148,2982457;128,6276148;223,1402618;228,9765251;139,6065372;121,2565904;230,382084;235,8838023;144,5189441;125,3652001;230,382084;235,8838023;144,5189441;125,3652001
68;289,7384992;295,9090065;181,9634568;155,4651425;299,6188759;305,0340588;188,1270682;160,3884987;285,5568442;292,1065863;179,0576915;152,9952174;289,0930351;295,1902168;181,6014596;155,1143808;288,0285902;294,1689691;180,2432039;153,7732712;282,766308;289,120596;176,7289363;150,8556008;282,766308;289,120596;176,7289363;150,8556008
69;235,5449904;244,0111508;147,2042668;127,2128155;235,3193463;243,3280099;147,4323043;127,5917131;246,2623303;254,061764;154,0345806;132,7837675;228,395039;236,2873393;143,2552185;124,2293714;226,8773336;235,5996174;141,9867762;123,1338495;233,0785414;241,6803588;145,6961796;126,1216601;233,0785414;241,6803588;145,6961796;126,1216601
70;201,243397;210,8024267;125,9363258;110,3869394;198,4014954;207,9413968;124,5897627;109,4890162;209,3635415;218,9093162;130,9602111;114,3823696;198,022517;207,6085729;123,9598793;108,8318545;199,0989983;208,6920747;124,7481027;109,4948269;209,8823714;219,4787273;131,4421071;114,8449706;209,8823714;219,4787273;131,4421071;114,8449706
71;174,2892911;184,5418255;109,2914662;97,26204162;180,9993137;191,1594828;113,2177488;100,2609412;170,5872323;181,1930439;106,7488317;95,16842042;181,6841836;192,2845011;113,5619693;100,5487915;174,3458443;184,6417973;109,3008958;97,24630268;169,8262677;179,8897176;106,5606795;95,09235303;169,8262677;179,8897176;106,5606795;95,09235303
72;99,09186106;109,2574041;61,85584608;58,91418554;89,95405632;100,3831571;55,9743373;54,11384367;35,9482616;47,4856075;22,40622571;27,31919877;34,87145951;46,44402069;21,66447554;26,69381502;35,79850133;47,34995741;22,27648324;27,20167186;35,21411319;46,77191781;21,89949469;26,88991082;35,21411319;46,77191781;21,89949469;26,88991082
73;37,72738387;48,46869053;23,26770396;27,78723163;36,79006344;47,49661743;22,70368733;27,34876577;37,51958468;48,22388078;23,15231765;27,70646865;36,85204905;47,56633675;22,7271948;27,36151552;36,36064513;47,09709293;22,42512259;27,12088244;37,25132751;47,98369007;22,97181186;27,55195202;37,25132751;47,98369007;22,97181186;27,55195202
74;39,49603028;49,00290584;24,10846113;28,26659913;38,60815237;48,10618605;23,56202329;27,8331631;40,09177095;49,54851874;24,47626337;28,56329988;39,53494954;49,03893906;24,1104938;28,2567349;38,91806282;48,4168362;23,72885649;27,95485126;39,66634259;49,16438419;24,18569577;28,31515794;39,66634259;49,16438419;24,18569577;28,31515794
75;41,79353653;50,66789222;25,39475774;29,17279988;40,48183698;49,35309684;24,57251157;28,51387269;41,4434597;50,27973137;25,19031349;29,01842053;41,32290993;50,17659087;25,09236106;28,92494698;40,5437441;49,42218404;24,61350986;28,54856466;41,64871908;50,48593932;25,29952105;29,08995951;41,64871908;50,48593932;25,29952105;29,08995951
76;44,30867917;52,44329387;26,76052518;30,1933932;43,91258201;52,0056515;26,52011187;30,00670597;44,46308923;52,5551293;26,86106499;30,27897591;44,27119101;52,40884905;26,70306339;30,13541728;43,2225791;51,34429853;26,07068818;29,6404128;44,03847627;52,12860419;26,60582555;30,07037697;44,03847627;52,12860419;26,60582555;30,07037697
77;48,73008086;56,24890563;29,46746636;32,25167474;49,09078674;56,60296848;29,6655374;32,3998842;48,62868806;56,11805813;29,40934247;32,21215129;49,27983665;56,82503359;29,73904427;32,43749932;48,97489419;56,48646194;29,63408596;32,39170102;49,15325944;56,66941925;29,71659638;32,44390525;49,15325944;56,66941925;29,71659638;32,44390525
78;51,12971187;58,20525465;30,80839785;33,29507897;51,57430231;58,65683272;31,07295584;33,50382874;84,65261885;91,07852926;51,53153072;49,7479995;89,47515547;95,83395706;54,52691894;52,12041627;87,26556035;93,72258904;53,15337149;51,04337608;84,4082089;90,77236716;51,51334164;49,7777355;84,4082089;90,77236716;51,51334164;49,7777355
79;70,14207789;76,32757759;42,66485246;42,82999622;71,54184804;77,70739003;43,54181686;43,53298407;216,0445982;219,0987449;133,4042896;115,1959037;215,4194187;218,8312238;132,8603183;114,7081482;211,3827151;214,4977913;130,713947;113,0790447;218,0197516;220,9165121;134,7618285;116,3039717;218,0197516;220,9165121;134,7618285;116,3039717
80;120,4705555;125,7106917;74,34194479;68,28991927;119,596646;124,92847;73,53509658;67,52266238;214,452467;217,2675138;133,4287437;115,6965882;202,7937806;206,165316;126,2863792;110,0988414;214,7892101;217,8119303;133,8444849;116,1327725;207,6275796;210,4408025;129,2115562;112,3821736;207,6275796;210,4408025;129,2115562;112,3821736
81;166,6457298;170,9235444;104,4475345;91,8949214;173,0298584;177,0884317;108,5275503;95,19945239;129,2030272;134,2539482;80,46990584;72,42771577;135,8051771;140,7773525;84,99913554;76,28348178;138,1260584;143,3772464;86,50226601;77,49999983;132,4477652;137,3509215;82,71033027;74,382846;132,4477652;137,3509215;82,71033027;74,382846
