;G0;G3;HA4;Prozessgas;T24
6876;0,051038231;0,03477316475;0,226764;0,194348;0,187525
6877;0,043470078499999995;0,033800164;0,210406;0,192398;0,187101
6878;0,04105922525;0,033251477749999994;0,20672;0,190863;0,187525
6879;0,04444557475;0,033295120250000004;0,205749;0,179727;0,189647
6880;0,04545223125;0,033207835;0,203189;0,174787;0,197283
6881;0,04460717075;0,033700454000000005;0,199413;0,162363;0,204072
6882;0,035827452499999995;0,03425544625;0,191155;0,149436;0,208739
6883;0,0252395165;0,0319481285;0,16101;0,139407;0,208314
6884;0,0226422015;0,03021447125;0,130963;0,13359;0,203647
6885;0,0214119405;0,027782344;0,121337;0,124855;0,186252
6886;0,020299651000000002;0,0251318785;0,119983;0,112091;0,160372
6887;0,0194919205;0,023647715;0,124434;0,112039;0,117946
6888;0,01918131725;0,023292267499999998;0,12823;0,054798;0,089359
6889;0,01911295175;0,0235479425;0,130567;0,054219;0,095469
6890;0,01732343025;0,0236352905;0,136526;0,055029;0,096996
6891;0,016894668;0,02233187875;0,132961;0,055856;0,105016
6892;0,01747879425;0,021259168;0,143259;0,05698;0,129456
6893;0,0180317605;0,021639652000000002;0,143865;0,059227;0,193229
6894;0,01859095875;0,02418403925;0,226819;0,061609;0,193229
6895;0,02825929975;0,02563704725;0,248184;0,06336;0,187883
6896;0,041898116;0,03216016075;0,25773;0,066114;0,185209
6897;0,046545762;0,034916455;0,238065;0,070246;0,181391
6898;0,04747788375;0,03452367125;0,225795;0,072175;0,176426
6899;0,04847824625;0,03577089025;0,206544;0,07322;0,170316
6900;0,047738818;0,035234566;0,189788;0,067167;0,168789
6901;0,041941615249999994;0,03373160925;0,184192;0,058478;0,168407
6902;0,031291546249999996;0,0298714485;0,177913;0,050816;0,168789
6903;0,023580431;0,026996588749999998;0,16237;0,046556;0,170698
6904;0,01962865075;0,025992557;0,15897;0,044352;0,177572
6905;0,01984614825;0,02715242825;0,154884;0,042423;0,183682
6906;0,020914875;0,026977795;0,124965;0,040495;0,187883
6907;0,021536206750000002;0,02695918925;0,122797;0,038567;0,187501
6908;0,0226546655;0,028243745;0,119284;0,036703;0,1833
6909;0,0218531045;0,02660992275;0,126974;0,035736;0,167643
6910;0,01996418225;0,02429005575;0,113653;0,034197;0,144349
6911;0,018112589499999998;0,0225937975;0,126689;0,036575;0,106161
6912;0,01627956875;0,02182671025;0,095744;0,042854;0,070011
6913;0,0141048465;0,02212609;0,121713;0,044016;0,076887
6914;0,01214132675;0,02264986475;0,1171;0,048015;0,073449
6915;0,011109866749999999;0,02151490525;0,121714;0,048613;0,080637
6916;0,0108488705;0,020704175499999998;0,149152;0,050609;0,108141
6917;0,01124653475;0,02114078975;0,193591;0,051115;0,160024
6918;0,011302435999999999;0,02334839725;0,13139;0,050777;0,163775
6919;0,012402261;0,02437109725;0,147519;0,050412;0,158774
6920;0,01323492;0,02586774775;0,127464;0,050412;0,154711
