;middle;north;east;swest
7345;15,8453973;7,627644958;17,64549431;9,691870004
7346;17,21003383;8,446314213;19,12466031;10,69677449
7347;15,83548356;7,582361715;17,64459659;9,643176542
7348;17,65528726;9,126455585;19,50387781;11,45928195
7349;31,39540061;17,06453665;34,47347635;21,25656553
7350;62,50194989;38,44990342;67,50871864;47,02958353
7351;78,07889999;51,3940147;83,49189408;62,28775846
7352;80,33712613;50,65413171;86,46405472;61,74651162
7353;63,95566594;39,44985444;69,05243413;48,23461278
7354;63,08527489;38,63267304;68,18285444;47,28321754
7355;59,02096237;36,08624758;63,80451962;44,17646809
7356;56,73169754;34,65387395;61,33789637;42,42858709
7357;56,12344402;34,13162879;60,71798634;41,81510304
7358;48,48906446;29,04026572;52,57090302;35,65511338
7359;47,91536487;28,45024448;52,01060505;34,97394006
7360;43,29236754;25,60799006;47,01684878;31,49717387
7361;46,8280248;28,44697118;50,66951517;34,85621974
7362;51,98025405;31,90173967;56,16305963;39,03315505
7363;52,22723263;31,67621617;56,52432285;38,82179329
7364;54,53136807;33,17651466;58,99229267;40,64271448
7365;58,18016839;35,17864848;62,99410313;43,13303685
7366;52,67176524;31,22502038;57,18589065;38,39371884
7367;39,83048669;22,20356355;43,59679549;27,55086344
7368;23,58810722;12,08578655;26,08480279;15,19690583
7369;15,8453973;7,627644958;17,64549431;9,691870004
7370;17,21003383;8,446314213;19,12466031;10,69677449
7371;15,83548356;7,582361715;17,64459659;9,643176542
7372;17,65528726;9,126455585;19,50387781;11,45928195
7373;31,39540061;17,06453665;34,47347635;21,25656553
7374;62,50194989;38,44990342;67,50871864;47,02958353
7375;78,07889999;51,3940147;83,49189408;62,28775846
7376;80,33712613;50,65413171;86,46405472;61,74651162
7377;63,95566594;39,44985444;69,05243413;48,23461278
7378;63,08527489;38,63267304;68,18285444;47,28321754
7379;59,02096237;36,08624758;63,80451962;44,17646809
7380;56,73169754;34,65387395;61,33789637;42,42858709
7381;56,12344402;34,13162879;60,71798634;41,81510304
7382;48,48906446;29,04026572;52,57090302;35,65511338
7383;47,91536487;28,45024448;52,01060505;34,97394006
7384;43,29236754;25,60799006;47,01684878;31,49717387
7385;46,8280248;28,44697118;50,66951517;34,85621974
7386;51,98025405;31,90173967;56,16305963;39,03315505
7387;52,22723263;31,67621617;56,52432285;38,82179329
7388;54,53136807;33,17651466;58,99229267;40,64271448
7389;58,18016839;35,17864848;62,99410313;43,13303685
7390;52,67176524;31,22502038;57,18589065;38,39371884
7391;39,83048669;22,20356355;43,59679549;27,55086344
7392;23,58810722;12,08578655;26,08480279;15,19690583
7393;15,8453973;7,627644958;17,64549431;9,691870004
7394;17,21003383;8,446314213;19,12466031;10,69677449
7395;15,83548356;7,582361715;17,64459659;9,643176542
7396;17,65528726;9,126455585;19,50387781;11,45928195
7397;31,39540061;17,06453665;34,47347635;21,25656553
7398;62,50194989;38,44990342;67,50871864;47,02958353
7399;78,07889999;51,3940147;83,49189408;62,28775846
7400;80,33712613;50,65413171;86,46405472;61,74651162
7401;63,95566594;39,44985444;69,05243413;48,23461278
