id;2020;2025;2030;2035;2040;2045;2050
0;49,52443978;51,68791702;50,02472446;52,25793623;50,56487543;52,75578594;52,75578594
1;25,90635949;25,86207165;26,05846438;26,15168308;26,10043753;25,88160982;25,88160982
2;26,29661422;26,3651695;26,5038736;26,72938291;26,55297366;26,56393174;26,56393174
3;26,77895561;27,06552646;27,3174204;27,43785528;27,39684401;27,09455992;27,09455992
4;28,14009922;28,27114138;28,62628876;28,33012364;28,19596495;28,34693671;28,34693671
5;30,25767164;30,33152403;30,5197898;30,58664042;30,20048361;30,39481965;30,39481965
6;31,32498432;31,40141054;31,74355801;31,62839694;31,52350035;31,62127024;31,62127024
7;41,36239879;40,7882449;41,50436453;41,84587968;40,07306368;40,40127294;40,40127294
8;65,80655276;66,80142673;67,33466667;66,90267617;64,0858036;64,94865624;64,94865624
9;95,46031499;96,29837506;93,53195576;91,08717813;89,14626395;95,82024246;95,82024246
10;108,8882396;106,3766824;106,389371;109,2285996;104,1065121;112,0395779;112,0395779
11;97,24046119;99,21041829;94,23123187;96,13694246;92,53858898;97,96190682;97,96190682
12;76,44115293;73,62143412;70,51254813;75,74539798;72,23331087;73,09025864;73,09025864
13;68,70718196;68,22332441;69,29268161;74,18227307;71,20284194;67,76954709;67,76954709
14;99,99414257;96,60904721;95,34239523;103,0281415;98,58481295;88,02834205;88,02834205
15;122,0862505;121,8623216;117,8896576;120,0769022;121,3515733;112,6522768;112,6522768
16;114,8529722;115,6890152;111,4534559;108,0505673;112,009041;114,3043418;114,3043418
17;82,62982542;78,54714542;76,83292478;79,24859535;75,94202581;77,73847749;77,73847749
18;83,64366094;80,27683084;80,33218268;82,77643931;81,39569362;80,91809002;80,91809002
19;117,7019936;113,8760382;117,7576151;116,3995716;117,5596156;115,0988314;115,0988314
20;127,7105129;124,2909967;122,9719722;124,7850323;121,845718;122,1699024;122,1699024
21;102,6743641;99,73105623;99,00350317;98,28877357;100,9496574;99,38580686;99,38580686
22;85,03499387;88,00784947;85,95272537;88,44774556;82,67546336;84,03258587;84,03258587
23;82,24482989;82,62287628;79,77735965;81,24035666;83,30311398;84,2522739;84,2522739
24;24,22177798;24,99591949;24,31567626;24,50162163;24,22922802;24,61487576;24,61487576
25;24,93368831;25,16889394;24,59830567;24,9989872;24,80719221;24,75566628;24,75566628
26;25,12925624;25,31254753;24,75759909;25,46893595;25,10477766;25,26080161;25,26080161
27;25,50002853;25,60992028;25,5430612;25,53322429;25,5925624;25,77444074;25,77444074
28;26,23012245;26,52962645;26,09111366;26,61875937;26,37795042;26,81920426;26,81920426
29;28,71147691;28,82036455;28,52271296;28,7138101;28,62080824;28,61792065;28,61792065
30;45,54817952;48,43338148;46,61902129;46,83962338;44,88311356;48,25674334;48,25674334
31;111,2574593;111,9261251;111,0965693;107,6868669;111,2462753;108,2358365;108,2358365
32;108,9621885;106,8079823;110,3069163;110,8473665;105,0672186;106,8991633;106,8991633
33;72,08922201;70,71609557;71,55399466;72,85049658;70,76022194;74,65472528;74,65472528
34;60,90600529;60,99556086;54,42288972;57,00363452;58,92596386;60,66034666;60,66034666
35;60,73792842;59,94774739;55,09343534;55,95905751;59,87376751;59,87264823;59,87264823
36;59,86378571;57,04551341;57,17255498;54,41715069;56,80563847;57,2318229;57,2318229
37;58,36969768;55,52650726;57,09152458;52,78801231;54,59822904;54,89844691;54,89844691
38;70,78638796;69,3124755;65,67406519;67,58596548;69,76481669;65,36562027;65,36562027
39;78,83640931;77,79906235;75,52972012;78,27751125;77,22421875;73,03392759;73,03392759
