index;PV_rooftop_middle;PV_rooftop_north;PV_rooftop_swest;PV_rooftop_east
2121;0,255942837;0,390182487;0,037388586;0,470006605
2122;0,316792263;0,488455895;0,04928792;0,581725697
2123;0,331492461;0,578448553;0,055819334;0,614648842
2124;0,324398803;0,651831553;0,058898791;0,60775504
2125;0,322995;0,502342224;0,047470441;0,580449513
2126;0,270820737;0,486447711;0,040701367;0,456987118
2127;0,214629624;0,39739654;0,032996345;0,340950671
2128;0,103473979;0,253871566;0,022615911;0,20418225
2129;0,033265307;0,101741017;0,009404972;0,083166517
2130;0,001346634;0,004097394;0,000794979;0,001355404
2131;0;0;0;0
2132;0;0;0;0
2133;0;0;0;0
2134;0;0;0;0
2135;0;0;0;0
2136;0;0;0;0
2137;0;0;0;0
2138;0;0;0;0
2139;0;0;0;0
2140;0;0;0;0
2141;0;0;0;0
2142;0,01618033;0,002685765;0;0,030150045
2143;0,1946571;0,061113332;0,07395095;0,169265368
2144;0,408612513;0,145411559;0,368181553;0,361971592
2145;0,578313711;0,220406163;0,367305079;0,518920579
2146;0,702505697;0,230693171;0,238689789;0,653531526
2147;0,763685487;0,303657198;0,504434684;0,722418987
2148;0,770909171;0,291299882;0,585720395;0,711455842
2149;0,730824947;0,266469671;0,780933237;0,651010461
2150;0,648354553;0,251718908;0,459693592;0,573574974
2151;0,514663421;0,184259329;0,217394368;0,427873263
2152;0,333702908;0,111353092;0,042174036;0,27646725
2153;0,141283946;0,042563633;0,007422312;0,112686343
2154;0,006840082;0,001502271;0,000823647;0,004237596
2155;0;0;0;0
2156;0;0;0;0
2157;0;0;0;0
2158;0;0;0;0
2159;0;0;0;0
2160;0;0;0;0
2161;0;0;0;0
2162;0;0;0;0
2163;0;0;0;0
2164;0;0;0;0
2165;0;0;0;0
2166;0,025644079;0,016584857;0,013932469;0,006017281
2167;0,182030341;0,094991688;0,165322922;0,034676092
2168;0,396072198;0,216985026;0,355010368;0,075297758
2169;0,569960724;0,283240658;0,518475118;0,109691645
2170;0,695566145;0,359965816;0,640461474;0,137160908
2171;0,738845645;0,395855487;0,69982571;0,147856776
2172;0,768438671;0,414285513;0,676404119;0,153192671
2173;0,745243421;0,382479632;0,680974303;0,151439724
2174;0,65445375;0,35361379;0,603228197;0,128044618
2175;0,509510526;0,258879987;0,483139263;0,095159518
2176;0,328330895;0,157355199;0,311059066;0,061618508
2177;0,143322951;0,047563145;0,136739526;0,026471673
2178;0,008051206;0,001753872;0,008558163;0,001177034
2179;0;0;0;0
2180;0;0;0;0
2181;0;0;0;0
2182;0;0;0;0
2183;0;0;0;0
2184;0;0;0;0
2185;0;0;0;0
2186;0;0;0;0
2187;0;0;0;0
2188;0;0;0;0
2189;0;0;0;0
2190;0,02819977;0,020269104;0,002693192;0
2191;0,195264853;0,107683461;0,043924093;0,010932709
2192;0,434059145;0,204722582;0,109896075;0,033251582
2193;0,378961697;0,281206468;0,266751395;0,048655607
2194;0,438785842;0,340931408;0,372318316;0,06118894
2195;0,3842085;0,351066237;0,361723579;0,074067564
2196;0,169913333;0,360642434;0,337153421;0,0800808
2197;0,399060395;0,35898821;0,366000722;0,079200955
2198;0,481489855;0,264947882;0,139105283;0,065682552
2199;0,341400948;0,170878658;0,134084582;0,051124903
2200;0,242219764;0,119135408;0,092544545;0,030927723
2201;0,152891684;0,059283091;0,010081759;0,012755919
2202;0,012613853;0,001921669;0,00045293;0,000903502
2203;0;0;0;0
2204;0;0;0;0
2205;0;0;0;0
2206;0;0;0;0
2207;0;0;0;0
2208;0;0;0;0
2209;0;0;0;0
2210;0;0;0;0
2211;0;0;0;0
2212;0;0;0;0
2213;0;0;0;0
2214;0,025446608;0,022111866;0;0,04100404
2215;0,154987034;0,092776666;0,008657899;0,193276895
2216;0,315504039;0,193211882;0,023771219;0,400038
2217;0,45745425;0,299871987;0,040219306;0,572717763
2218;0,623047579;0,369554053;0,052285026;0,683762645
2219;0,699902763;0,444969316;0,063669312;0,734499395
2220;0,6890865;0,389765921;0,059162215;0,746391987
2221;0,639418855;0,405316105;0,06071025;0,698775868
2222;0,573620724;0,297078829;0,057103946;0,627940421
2223;0,376601961;0,232431671;0,045795991;0,499633342
2224;0,264632447;0,128470334;0,031183922;0,320572658
2225;0,117443621;0,065800058;0,014402726;0,135459249
2226;0,003240362;0,002210688;0,001445753;0,007571023
2227;0;0;0;0
2228;0;0;0;0
2229;0;0;0;0
2230;0;0;0;0
2231;0;0;0;0
2232;0;0;0;0
2233;0;0;0;0
2234;0;0;0;0
2235;0;0;0;0
2236;0;0;0;0
2237;0;0;0;0
2238;0,026937985;0,004260168;0,031777854;0
2239;0,154822816;0,027368372;0,21754125;0,024000257
2240;0,238652227;0,05972518;0,192869961;0,054813316
2241;0,376503237;0,08852312;0,401083026;0,128028245
2242;0,38348565;0,110427257;0,176852645;0,252407566
2243;0,454083197;0,116808178;0,429192789;0,374839382
2244;0,527540842;0,123342;0,6318075;0,339549277
2245;0,490425553;0,113262553;0,676994053;0,351189039
2246;0,408200763;0,100760763;0,45847279;0,358013013
2247;0,267931263;0,078247669;0,114364406;0,267603789
2248;0,155615013;0,052040625;0,020710351;0,190189974
2249;0,076265732;0,024737748;0,010580531;0,087801714
2250;0,002589238;0,001848669;0,001297266;0,003786359
2251;0;0;0;0
2252;0;0;0;0
2253;0;0;0;0
2254;0;0;0;0
2255;0;0;0;0
2256;0;0;0;0
2257;0;0;0;0
2258;0;0;0;0
2259;0;0;0;0
2260;0;0;0;0
2261;0;0;0;0
2262;0,027018337;0,01743689;0,034158467;0,039262409
2263;0,135467676;0,068462949;0,197278816;0,1571055
2264;0,247156911;0,114037895;0,416970316;0,313914829
2265;0,307916763;0,123828395;0,587473342;0,436613921
2266;0,404740618;0,127336697;0,69654375;0,523656908
2267;0,447680605;0,113099057;0,750237395;0,560165408
2268;0,423767803;0,130283961;0,751857908;0,561968921
2269;0,421904092;0,121343448;0,719527106;0,537449329
2270;0,371263658;0,123409421;0,637415487;0,475149868
2271;0,288049224;0,091804358;0,516495829;0,364179632
2272;0,163488829;0,066427315;0,342609711;0,239410954
2273;0,067991965;0,034129982;0,157066973;0,103113998
2274;0,002530067;0,005669785;0,012882514;0,005778606
2275;0;0;0;0
2276;0;0;0;0
2277;0;0;0;0
2278;0;0;0;0
2279;0;0;0;0
2280;0;0;0;0
2281;0;0;0;0
2282;0;0;0;0
2283;0;0;0;0
2284;0;0;0;0
2285;0;0;0;0
2286;0,047344749;0,017283676;0,028948192;0,015590613
2287;0,149511;0,009142247;0,125639372;0,069274168
2288;0,466568132;0,031309374;0,22548971;0,085592471
2289;0,399050763;0,199544645;0,312147434;0,031629383
2290;0,352373724;0,123934342;0,420351;0,034053411
2291;0,260380106;0,18532121;0,441920921;0,039132383
2292;0,373256191;0,149010158;0,437271277;0,248486309
2293;0,531138237;0,451162421;0,431461026;0,42329104
2294;0,604564579;0,150895299;0,377203934;0,689763119
2295;0,283804105;0,385133131;0,294408474;0,422710737
2296;0,11602802;0,273197329;0,171628236;0,294398843
2297;0,055680158;0,066496662;0,069351944;0,141954063
2298;0,007636132;0,002579262;0,002518612;0,018619242
2299;0;0;0;0
2300;0;0;0;0
2301;0;0;0;0
2302;0;0;0;0
2303;0;0;0;0
2304;0;0;0;0
2305;0;0;0;0
2306;0;0;0;0
2307;0;0;0;0
2308;0;0;0;0
2309;0;0;0;0
2310;0,034118423;0,002567695;0,035805033;0,039853788
2311;0,177444987;0,14569232;0,178574289;0,130980565
2312;0,447341092;0,141082405;0,355865171;0,241160289
2313;0,432414553;0,101451829;0,518744803;0,322277447
2314;0,452315803;0,286811566;0,618879513;0,360199381
2315;0,415304053;0,439241657;0,671766513;0,369582948
2316;0,236912763;0,475282302;0,668725342;0,422236381
2317;0,26696329;0,677791066;0,633895145;0,384865855
2318;0,353064789;0,552590171;0,564422566;0,328395908
2319;0,238535684;0,463774974;0,454357697;0,248185322
2320;0,083110654;0,199990105;0,291848882;0,160753461
2321;0,121001526;0,047014915;0,138068925;0,065298253
2322;0,022420871;0,002431637;0,01229073;0,002165733
2323;0;0;0;0
2324;0;0;0;0
2325;0;0;0;0
2326;0;0;0;0
2327;0;0;0;0
2328;0;0;0;0
2329;0;0;0;0
2330;0;0;0;0
2331;0;0;0;0
2332;0;0;0;0
2333;0;0;0;0
2334;0,032075253;0,026885228;0,03976903;0,040947406
2335;0,136183303;0,080584772;0,164473657;0,119815638
2336;0,259811842;0,13293409;0,352657855;0,226103724
2337;0,396031263;0,206086895;0,491696921;0,296910276
2338;0,482924961;0,224227974;0,58372425;0,365463039
2339;0,505101671;0,22848754;0,613430447;0,3520005
2340;0,535212395;0,244738421;0,616714816;0,454959671
2341;0,489888592;0,227673671;0,584251579;0,377341184
2342;0,446259947;0,206876684;0,526859408;0,29203429
2343;0,325910961;0,148234816;0,434275855;0,247350987
2344;0,212484671;0,095743915;0,300514895;0,116794934
2345;0,100251975;0,047085419;0,144275033;0,060855687
2346;0,002928226;0,002591627;0,014636653;0,002370144
2347;0;0;0;0
2348;0;0;0;0
2349;0;0;0;0
2350;0;0;0;0
2351;0;0;0;0
2352;0;0;0;0
2353;0;0;0;0
2354;0;0;0;0
2355;0;0;0;0
2356;0;0;0;0
2357;0;0;0;0
2358;0,047496687;0,027620864;0,042583859;0,020932214
2359;0,209395342;0,080128958;0,185400671;0,07427657
2360;0,407581934;0,14094371;0,365320974;0,143977658
2361;0,555604855;0,201964579;0,54236625;0,193854789
2362;0,661082684;0,245111645;0,629238276;0,217389553
2363;0,719835316;0,288906434;0,698450803;0,245017737
2364;0,728831211;0,307297212;0,703372539;0,241131395
2365;0,689204487;0,285111592;0,660003947;0,217880764
2366;0,605763711;0,221598553;0,581268197;0,191138684
2367;0,483105553;0,173086697;0,468713566;0,139654524
2368;0,326329934;0,111455909;0,322826448;0,084663265
2369;0,148687741;0,056439608;0,147204237;0,037905248
2370;0,014726588;0,003111619;0,01592112;0,002287572
2371;0;0;0;0
2372;0;0;0;0
2373;0;0;0;0
2374;0;0;0;0
2375;0;0;0;0
2376;0;0;0;0
2377;0;0;0;0
2378;0;0;0;0
2379;0;0;0;0
2380;0;0;0;0
2381;0;0;0;0
2382;0,044858116;0,045384241;0,042165367;0,011918646
2383;0,178858421;0,204905582;0,096210805;0,040632983
2384;0,359712987;0,405715816;0,347707224;0,066135237
2385;0,462821448;0,556582461;0,230394592;0,074952707
2386;0,571713671;0,66800779;0,153768158;0,104347804
2387;0,575958789;0,718571171;0,070544092;0,128107224
2388;0,635041303;0,719300763;0,13189725;0,133897488
2389;0,586864145;0,681089882;0,331073487;0,138639355
2390;0,516731803;0,600810671;0,410180053;0,127331882
2391;0,430851829;0,477581842;0,159931887;0,099255348
2392;0,276125329;0,320579882;0,033421098;0,060046875
2393;0,126006577;0,147275751;0,014936797;0,029395338
2394;0,01378068;0,016700026;0,0043092;0,003057985
2395;0;0;0;0
2396;0;0;0;0
2397;0;0;0;0
2398;0;0;0;0
2399;0;0;0;0
2400;0;0;0;0
2401;0;0;0;0
2402;0;0;0;0
2403;0;0;0;0
2404;0;0;0;0
2405;0;0;0;0
2406;0,042676322;0,048438607;0,039907725;0,059234211
2407;0,15141733;0,19305898;0,197967474;0,201615434
2408;0,269197816;0,375128329;0,460741027;0,388321184
2409;0,374251855;0,514066263;0,455874671;0,550389355
2410;0,426613934;0,624595855;0,480760263;0,635325434
2411;0,4994436;0,685806947;0,461569342;0,674328513
2412;0,498735197;0,694959355;0,30676579;0,659500698
2413;0,408939987;0,659274355;0,33822975;0,625450658
2414;0,419226513;0,576185132;0,389142277;0,544884908
2415;0,297986606;0,476731855;0,277844566;0,424451645
2416;0,189128092;0,322929987;0,112506474;0,277167948
2417;0,09326595;0,155165459;0,14052257;0,128103612
2418;0,009921754;0,020846879;0,026765508;0,010266011
2419;0;0;0;0
2420;0;0;0;0
2421;0;0;0;0
2422;0;0;0;0
2423;0;0;0;0
2424;0;0;0;0
2425;0;0;0;0
2426;0;0;0;0
2427;0;0;0;0
2428;0;0;0;0
2429;0;0;0;0
2430;0,029687657;0,047715083;0,02571398;0,047569887
2431;0,067961625;0,205980948;0,091972188;0,155819684
2432;0,170779934;0,40374375;0,157632829;0,267914408
2433;0,170806421;0,55976329;0,255976066;0,387972039
2434;0,235058684;0,648946895;0,281779066;0,456269566
2435;0,230909882;0,708787895;0,310811053;0,505884237
2436;0,236816448;0,722142079;0,349164;0,436987145
2437;0,247317277;0,671932658;0,322356908;0,450685658
2438;0,183207079;0,588133105;0,304969259;0,38211604
2439;0,175766684;0,474617724;0,202342619;0,297962526
2440;0,113764599;0,314519211;0,141874362;0,204061856
2441;0,072121986;0,141981513;0,06782293;0,098491804
2442;0,003660393;0,025922022;0,003819769;0,012453475
2443;0;0;0;0
2444;0;0;0;0
2445;0;0;0;0
2446;0;0;0;0
2447;0;0;0;0
2448;0;0;0;0
2449;0;0;0;0
2450;0;0;0;0
2451;0;0;0;0
2452;0;0;0;0
2453;0;0;0;0
2454;0,03134371;0;0,058165587;0,03030769
2455;0,132407483;0,008052096;0,233647658;0,079062501
2456;0,231569645;0,020598648;0,441831829;0,137346316
2457;0,386146856;0,092868647;0,603582158;0,188001197
2458;0,400088566;0,75161471;0,707995697;0,220750974
2459;0,285058619;0,80969554;0,755144684;0,238764434
2460;0,375629171;0,795269842;0,761044027;0,229416987
2461;0,268721053;0,397232803;0,720584171;0,219626487
2462;0,217820566;0,455053579;0,636288592;0,209029101
2463;0,133841384;0,213406895;0,51803929;0,164541801
2464;0,065081542;0,022970594;0,349498697;0,122536559
2465;0,013472942;0,009404804;0,163506647;0,061450196
2466;0,002054476;0,00149558;0,027688839;0,00692171
2467;0;0;0;0
2468;0;0;0;0
2469;0;0;0;0
2470;0;0;0;0
2471;0;0;0;0
2472;0;0;0;0
2473;0;0;0;0
2474;0;0;0;0
2475;0;0;0;0
2476;0;0;0;0
2477;0;0;0;0
2478;0,034356324;0,031785174;0,054849194;0,039846805
2479;0,102040078;0,105688038;0,22934475;0,10183035
2480;0,207164428;0,123520184;0,440529158;0,210303119
2481;0,271470628;0,245051448;0,597215685;0,155049158
2482;0,27134325;0,423252513;0,705118263;0,252112117
2483;0,354290408;0,272318448;0,753777;0,354988697
2484;0,338639092;0,1889292;0,754133369;0,433091171
2485;0,29166829;0,082309547;0,713119698;0,51790204
2486;0,248446579;0,061231078;0,630384434;0,567668408
2487;0,220100842;0,084855655;0,50330779;0,388424724
2488;0,144846908;0,083116192;0,346609224;0,269409711
2489;0,078352172;0,069854471;0,160226132;0,153088409
2490;0,020850659;0,034351267;0,031533091;0,031515273
2491;0;0,00015445;0;0
2492;0;0;0;0
2493;0;0;0;0
2494;0;0;0;0
2495;0;0;0;0
2496;0;0;0;0
2497;0;0;0;0
2498;0;0;0;0
2499;0;0;0;0
2500;0;0;0;0
2501;0;0;0;0
2502;0,050244336;0,01497489;0,028853851;0,044884843
2503;0,171853855;0,043704975;0,075703729;0,099434495
2504;0,201983842;0,076016274;0,13025025;0,150825711
2505;0,479674303;0,073788008;0,165636671;0,165041681
2506;0,451326158;0,123507182;0,157620789;0,329944184
2507;0,549105947;0,138983684;0,14736075;0,573189711
2508;0,403006934;0,141827408;0,121755438;0,326905421
2509;0,542725026;0,130397131;0,12948454;0,261767053
2510;0,67522425;0,136852698;0,112479024;0,275776184
2511;0,347099953;0,143419026;0,105537063;0,562578118
2512;0,147006789;0,087428491;0,069645948;0,312869803
2513;0,020229494;0,051057722;0,039599033;0,125048957
2514;0,002037344;0,013238918;0,010630976;0,020349311
2515;0;4,43E-05;1,90E-05;0
2516;0;0;0;0
2517;0;0;0;0
2518;0;0;0;0
2519;0;0;0;0
2520;0;0;0;0
2521;0;0;0;0
2522;0;0;0;0
2523;0;0;0;0
2524;0;0;0;0
2525;0;0;0;0
2526;0,045989826;0,051503905;0,035095307;0,065094834
2527;0,130821643;0,092599927;0,079980632;0,181367448
2528;0,237594197;0,147363158;0,137495605;0,358480145
2529;0,308875105;0,285896566;0,181109803;0,454637013
2530;0,407093132;0,246233724;0,170854579;0,522178461
2531;0,399380645;0,437755263;0,173416579;0,562166369
2532;0,426517619;0,424832092;0,164675921;0,577829724
2533;0,321983684;0,535178684;0,252946934;0,464015763
2534;0,32687171;0,496291184;0,150647527;0,383914737
2535;0,26636854;0,46266975;0,179802316;0,3163155
2536;0,178107158;0,35384254;0,08874898;0,171523011
2537;0,088357697;0,179010118;0,057371223;0,0674721
2538;0,025373143;0,03144412;0,006298287;0,018508192
2539;7,05E-05;0,000287021;0;0
2540;0;0;0;0
2541;0;0;0;0
2542;0;0;0;0
2543;0;0;0;0
2544;0;0;0;0
2545;0;0;0;0
2546;0;0;0;0
2547;0;0;0;0
2548;0;0;0;0
2549;0;0;0;0
2550;0,072674838;0,059816921;0,034452086;0,076656051
2551;0,240539053;0,211894737;0,086036246;0,199946763
2552;0,429874224;0,475624224;0,147864481;0,359349395
2553;0,59662575;0,440849408;0,204355619;0,539787395
2554;0,694309224;0,448708776;0,257517119;0,57173775
2555;0,729522276;0,486820934;0,284225487;0,653341303
2556;0,746163237;0,361282934;0,285087513;0,52928175
2557;0,690129119;0,173222503;0,276638211;0,523558184
2558;0,615173763;0,149434911;0,225388579;0,418663066
2559;0,491032342;0,128338382;0,167820632;0,158086717
2560;0,327745776;0,104889581;0,128916517;0,142849318
2561;0,157524474;0,074399372;0,057794289;0,048462012
2562;0,02950745;0,024394502;0,016677753;0,003504859
2563;6,12E-05;0,000253527;6,92E-05;0
2564;0;0;0;0
2565;0;0;0;0
2566;0;0;0;0
2567;0;0;0;0
2568;0;0;0;0
2569;0;0;0;0
2570;0;0;0;0
2571;0;0;0;0
2572;0;0;0;0
2573;0;0;0;0
2574;0,074357475;0,009124717;0,014898199;0,077061541
2575;0,180203712;0,045591561;0,043829463;0,237856658
2576;0,342780671;0,095303511;0,103554162;0,421374355
2577;0,442982803;0,134830066;0,108650953;0,583967448
2578;0,492561355;0,151682921;0,169958842;0,678689211
2579;0,548785697;0,149802355;0,185092461;0,710446934
2580;0,536767895;0,150308976;0,1539945;0,7075695
2581;0,466551277;0,111854175;0,114199224;0,67568175
2582;0,420233013;0,126660079;0,13268704;0,594788527
2583;0,396255197;0,133038592;0,079039145;0,477023211
2584;0,150350873;0,081651951;0,067799815;0,318838974
2585;0,045166567;0,053651266;0,036487311;0,145503782
2586;0,003831731;0,017675898;0,007519808;0,028875233
2587;0;9,21E-05;4,19E-05;2,02E-05
2588;0;0;0;0
2589;0;0;0;0
2590;0;0;0;0
2591;0;0;0;0
2592;0;0;0;0
2593;0;0;0;0
2594;0;0;0;0
2595;0;0;0;0
2596;0;0;0;0
2597;0;0;0,002460741;0
2598;0,069568413;0,011324353;0,083911279;0,037044738
2599;0,250669066;0,033738939;0,255458368;0,12555004
2600;0,269953895;0,060773818;0,498094698;0,155465724
2601;0,599582645;0,087128226;0,578472632;0,270254882
2602;0,672272171;0,102174679;0,404808039;0,297625421
2603;0,579445421;0,109217289;0,470078843;0,269595118
2604;0,613613447;0,098591491;0,500875816;0,424933224
2605;0,35009104;0,088184088;0,415308869;0,433343518
2606;0,342034224;0,082971478;0,473002027;0,454055265
2607;0,333341723;0,065363266;0,296703197;0,320889537
2608;0,18996604;0,047319225;0,231097698;0,26270854
2609;0,122566658;0,027005985;0,107996005;0,126443369
2610;0,025600279;0,006849449;0,026567747;0,036913027
2611;9,88E-05;6,31E-05;0,000117691;0,000174736
2612;0;0;0;0
2613;0;0;0;0
2614;0;0;0;0
2615;0;0;0;0
2616;0;0;0;0
2617;0;0;0;0
2618;0;0;0;0
2619;0;0;0;0
2620;0;0;0;0
2621;0;0;0;0
2622;0,01888967;0,018369155;0,055259258;0,022820582
2623;0,051620447;0,048609134;0,170032042;0,058109001
2624;0,085611012;0,084714794;0,287895118;0,099845522
2625;0,116669483;0,111914372;0,362577418;0,135371842
2626;0,139929987;0,135919879;0,409987421;0,168278132
2627;0,157924184;0,146142355;0,503575066;0,180510237
2628;0,156017132;0,147264434;0,544075856;0,187546105
2629;0,148644158;0,140387487;0,502125513;0,185130987
2630;0,131740737;0,124170316;0,439705658;0,176462566
2631;0,107037663;0,102219707;0,380415825;0,14796754
2632;0,076410928;0,072279943;0,273219;0,106782667
2633;0,042567245;0,041069293;0,160348934;0,068001115
2634;0,011797962;0,01194754;0,041301655;0,019950155
2635;0,000105362;0,000122856;0,000679026;5,81E-05
2636;0;0;0;0
2637;0;0;0;0
2638;0;0;0;0
2639;0;0;0;0
2640;0;0;0;0
2641;0;0;0;0
2642;0;0;0;0
2643;0;0;0;0
2644;0;0;0;0
2645;0;0;0;0
2646;0,005220725;0,07985205;0,056637296;0,049604799
2647;0,019770983;0,243943816;0,165106934;0,089571276
2648;0,032085438;0,438005684;0,115184534;0,160474145
2649;0,045322599;0,608241434;0,461911263;0,239578303
2650;0,058609121;0,700158;0,352441145;0,354328934
2651;0,064924547;0,755761105;0,504875329;0,411278053
2652;0,065486309;0,763442289;0,237989092;0,439696027
2653;0,062891803;0,725580553;0,48151875;0,403283842
2654;0,054991982;0,649577763;0,747713921;0,384336118
2655;0,041428551;0,53048329;0,309277224;0,296931947
2656;0,027537407;0,372327947;0,068736726;0,2529975
2657;0,016220542;0,177695408;0,012026326;0,144059526
2658;0,003933036;0,041327901;0,001875731;0,041904833
2659;0;0,000532145;0;0,000384782
2660;0;0;0;0
2661;0;0;0;0
2662;0;0;0;0
2663;0;0;0;0
2664;0;0;0;0
2665;0;0;0;0
2666;0;0;0;0
2667;0;0;0;0
2668;0;0;0;0
2669;0;0;0;0,003029621
2670;0,0708576;0,07901314;0,016643007;0,096171797
2671;0,213300948;0,256224079;0,046665963;0,250442724
2672;0,371046947;0,448020118;0,081597052;0,440594171
2673;0,482320579;0,60128021;0,105910768;0,597136224
2674;0,551586079;0,707918645;0,116260382;0,682204737
2675;0,607415526;0,759394619;0,112364408;0,720239842
2676;0,616994132;0,76184104;0,133888579;0,727006027
2677;0,571181526;0,726011566;0,131702211;0,692344381
2678;0,509349197;0,641333132;0,103153729;0,601400605
2679;0,410420842;0,520281039;0,075568165;0,488402921
2680;0,274480737;0,360156039;0,053494512;0,318655973
2681;0,140517513;0,176450527;0,024788072;0,154746967
2682;0,040353715;0,040229179;0,00737071;0,031320209
2683;0,000295208;0,000563445;0,000101288;0,000114902
2684;0;0;0;0
2685;0;0;0;0
2686;0;0;0;0
2687;0;0;0;0
2688;0;0;0;0
2689;0;0;0;0
2690;0;0;0;0
2691;0;0;0;0
2692;0;0;0;0
2693;0;0,001879172;0;0,004622294
2694;0,0590358;0,077150151;0,077068283;0,088527213
2695;0,198006482;0,231627434;0,212580987;0,241832092
2696;0,326842815;0,399072434;0,393763026;0,394906777
2697;0,41903629;0,530519408;0,499813934;0,518188579
2698;0,461547671;0,622048303;0,611508948;0,601800316
2699;0,492221842;0,656760513;0,641797856;0,646827948
2700;0,503211474;0,656849605;0,638284737;0,629435724
2701;0,434186763;0,618140289;0,523377592;0,596541474
2702;0,412513303;0,541747421;0,523632829;0,53007154
2703;0,337124527;0,428299461;0,413298276;0,422130434
2704;0,21456437;0,290413776;0,288509132;0,277365395
2705;0,104898249;0,147859184;0,146264194;0,134852218
2706;0,029465095;0,040572545;0,035002603;0,032957241
2707;0,000256902;0,000273053;0,000638911;0,000120681
2708;0;0;0;0
2709;0;0;0;0
2710;0;0;0;0
2711;0;0;0;0
2712;0;0;0;0
2713;0;0;0;0
2714;0;0;0;0
2715;0;0;0;0
2716;0;0;0;0
2717;0;0;0,002048204;0
2718;0,016826056;0,018378883;0,0809775;0,056574547
2719;0,014273326;0,044009574;0,231716526;0,114681284
2720;0,060873987;0,074634383;0,419086855;0,233587461
2721;0,191446895;0,094211049;0,564981198;0,31974675
2722;0,276221645;0,115260383;0,658576066;0,432055776
2723;0,252503882;0,120430855;0,71804625;0,403185119
2724;0,311795882;0,124025842;0,732317842;0,293599421
2725;0,288552473;0,126243513;0,683584461;0,32615175
2726;0,287957724;0,119981542;0,598007882;0,228275645
2727;0,210182724;0,082597291;0,47105404;0,187162046
2728;0,119159005;0,053684495;0,322701237;0,099435699
2729;0,074470646;0,02457377;0,15614475;0,040388341
2730;0,025277838;0,006711212;0,043416244;0,003922728
2731;0,000528091;0,000130659;0,00032769;0
2732;0;0;0;0
2733;0;0;0;0
2734;0;0;0;0
2735;0;0;0;0
2736;0;0;0;0
2737;0;0;0;0
2738;0;0;0;0
2739;0;0;0;0
2740;0;0;0;0
2741;0;0;0,003450265;0
2742;0,055852804;0,011682696;0,087853485;0,003943795
2743;0,169857711;0,036262413;0,234167763;0,015541853
2744;0,361918618;0,063593945;0,396028855;0,028713904
2745;0,514957184;0,083627147;0,537052027;0,052238313
2746;0,591046658;0,09131989;0,613331724;0,765296369
2747;0,325243974;0,104500224;0,641790631;0,849945908
2748;0,080069724;0,105571737;0,640102697;0,824246448
2749;0,198051028;0,113356461;0,614884816;0,399265066
2750;0,721349882;0,08571094;0,546991816;0,447673382
2751;0,113402211;0,058282611;0,443469197;0,194497697
2752;0,130506691;0,043222433;0,303454934;0,026944752
2753;0,014809155;0,028432662;0,154329197;0,010451202
2754;0,0024471;0,009063292;0,037843678;0,002123462
2755;0;0,000236987;0,000400111;0
2756;0;0;0;0
2757;0;0;0;0
2758;0;0;0;0
2759;0;0;0;0
2760;0;0;0;0
2761;0;0;0;0
2762;0;0;0;0
2763;0;0;0;0
2764;0;0;0;0
2765;0,013985414;0;0;0,003774786
2766;0,092185046;0,025060405;0,01013035;0,077569125
2767;0,260450897;0,015968002;0,02881335;0,308477803
2768;0,504764566;0,084769212;0,051644767;0,417829934
2769;0,520976921;0,132136836;0,076107774;0,406678974
2770;0,382308671;0,247810895;0,082564544;0,503110342
2771;0,464644224;0,232236632;0,085320379;0,47951779
2772;0,167030842;0,360820618;0,081339647;0,485802394
2773;0,205321184;0,257774763;0,085474966;0,364282208
2774;0,250955605;0,237534;0,071700123;0,307052329
2775;0,134979355;0,278282803;0,06128357;0,035055095
2776;0,085328325;0,198988421;0,043717978;0,018394534
2777;0,078191325;0,124407012;0,026106636;0,009144101
2778;0,012649056;0,037878352;0,007427561;0,001745815
2779;0,00023831;0,001465572;0,000165143;0
2780;0;0;0;0
2781;0;0;0;0
2782;0;0;0;0
2783;0;0;0;0
2784;0;0;0;0
2785;0;0;0;0
2786;0;0;0;0
2787;0;0;0;0
2788;0;0;0;0
2789;0;0,008338874;0;0
2790;0,025256769;0,094744398;0,051623096;0,052629596
2791;0,066079133;0,27185854;0,085018429;0,120041258
2792;0,115116632;0,453681079;0,144680763;0,172768855
2793;0,141213395;0,612842921;0,174639789;0,249510868
2794;0,178061408;0,709531934;0,189460382;0,284442197
2795;0,206313237;0,752120368;0,223782513;0,339790066
2796;0,208899316;0,750150711;0,206493829;0,37809004
2797;0,233835474;0,711513632;0,180435592;0,340485947
2798;0,225352461;0,632103671;0,156465;0,296996961
2799;0,172039263;0,501954553;0,165241776;0,259684224
2800;0,124143829;0,354759948;0,049186788;0,179161816
2801;0,067866032;0,172137987;0,013230732;0,091068987
2802;0,0232593;0,050514983;0,002385956;0,028422067
2803;0,000434502;0,000914735;0;0,000517842
2804;0;0;0;0
2805;0;0;0;0
2806;0;0;0;0
2807;0;0;0;0
2808;0;0;0;0
2809;0;0;0;0
2810;0;0;0;0
2811;0;0;0;0
2812;0;0;0;0
2813;0;0,008177523;0;0,013464562
2814;0,051229646;0,085690232;0,017451579;0,075595615
2815;0,106506;0,247998711;0,015205566;0,161047224
2816;0,155883012;0,400471421;0,061748294;0,249332684
2817;0,21435079;0,518918171;0,189241263;0,343690855
2818;0,181451724;0,612024237;0,271911513;0,40191375
2819;0,239917816;0,655176119;0,251456447;0,405190895
