index;Wind_east;Wind_swest;Wind_north;Wind_middle
1366;0,02496725;0,06019;0,04398275;0,02457575
1367;0,009344225;0,02541;0,01295725;0,006928927
1368;0,00098361;0,002469958;0,012131;0,00098361
1369;0,003584805;0,002655755;0,012131;0,000459015
1370;0,03010175;0,05747;0,0355905;0,0108305
1371;0,013813;0,035896;0,02408175;0,010459125
1372;0,061036;0,06668875;0,07158475;0,012131
1373;0,03976;0,03412575;0,04710425;0,010273275
1374;0,038689;0,038689;0,07076875;0,012131
1375;0,018204;0,01788525;0,02723125;0,005256805
1376;0,001664858;0,002469958;0,005256805;0,00098361
1377;0,001330433;0,01127325;0,008043653;0,001429508
1378;0,01178425;0,043481;0,01788525;0,01269725
1379;0,03027875;0,08459;0,038689;0,03786275
1380;0,02009825;0,148595;0,038689;0,040525
1381;0,038689;0,1791425;0,0616395;0,083519
1382;0,038689;0,25902;0,07923475;0,08459
1383;0,040117;0,1910375;0,05092925;0,0930425
1384;0,11939125;0,45186;0,19788;0,3097775
1385;0,179145;0,5567575;0,25902;0,3880625
1386;0,15705;0,3754875;0,240325;0,262155
1387;0,240325;0,39344;0,34639;0,25902
1388;0,25902;0,366555;0,2905325;0,1747225
1389;0,3385475;0,490985;0,4866375;0,2992075
1390;0,5483975;0,7431125;0,7520625;0,5114225
1391;0,4463925;0,5882;0,598525;0,3245
1392;0,4057025;0,80071;0,70468;0,475335
1393;0,628395;0,99055;0,9596475;0,9095025
1394;0,8939225;1;0,996065;0,99475
1395;0,94807;1;0,99979;0,9938375
1396;0,6452275;0,99825;0,9654325;0,8355625
1397;0,405705;0,93418;0,7904425;0,5000325
1398;0,6749175;0,995885;0,97772;0,8283825
1399;0,76721;1;1;0,9536875
1400;0,76721;0,99968;0,9854125;0,8213075
1401;0,6702625;0,9152175;0,81799;0,427025
1402;0,351585;0,39309;0,344335;0,080241
1403;0,135695;0,117444;0,09146275;0,007330053
1404;0,0639345;0,041494;0,02673775;0,00052459
1405;0,038689;0,03786275;0,012131;0,0007541
1406;0,0342625;0,0121398;0,0091585;0
1407;0,012131;0,001057933;0,00098361;0
1408;0,032492;0,0108305;0,0108305;0,000360655
1409;0,015672;0,012131;0,005256805;0
1410;0,012131;0,012131;0,008043653;0,0002459
1411;0,01443275;0,0320495;0,028951;0,002469958
1412;0,03860025;0,07540975;0,05551925;0,012131
1413;0,038689;0,08459;0,04939925;0,01275075
1414;0,07234975;0,148595;0,1413505;0,057517
1415;0,088213;0,19104;0,15705;0,08459
1416;0,16604;0,355355;0,1534275;0,09666625
1417;0,08213125;0,13366475;0,055962;0,03913675
1418;0,02363925;0,02457575;0,0187705;0,007114803
1419;0,012131;0,012131;0,012131;0,00098361
1420;0,012131;0,012131;0,006557377;0,002469958
1421;0,012131;0,012131;0,00098361;0,012131
1422;0,012131;0,008601025;0,00098361;0,002469958
1423;0,01611475;0,0187705;0,00499458;0,0108305
1424;0,0628635;0,08297775;0,05083625;0,03381975
1425;0,038995;0,04259525;0,03603275;0,01983275
1426;0,07005475;0,10942625;0,114258;0,053047
1427;0,0919175;0,16328;0,1942325;0,04939925
1428;0,24341;0,4084075;0,54802;0,176833
1429;0,49377;0,848185;0,962005;0,4799825
1430;0,4072275;0,6694425;0,92691;0,4444525
1431;0,08993;0,09516925;0,2272965;0,07159775
1432;0,015672;0,006928927;0,042055;0,007114803
1433;0,012131;0,00098361;0,015672;0,00098361
1434;0,0091585;0,00098361;0,010273275;0,00098361
1435;0,00098361;0,000459025;0,000540985;0,000868855
1436;0,00037705;0;0;0
1437;0,000868855;0;0;0
1438;0,00098361;0;0;0,000868855
1439;0,000868855;0;0;0,000786888
1440;0,000213123;9,95E-05;9,95E-05;9,95E-05
1441;0,007114803;0,007113708;0,007113708;0,007113708
1442;0,012131;0,008043725;0,008043725;0,008415275
1443;0,01699975;0,02372125;0,019213;0,019366
1444;0,07158475;0,17654275;0,111963;0,1204645
1445;0,08459;0,2318275;0,15705;0,15705
1446;0,1127485;0,1936075;0,1557525;0,14922925
1447;0,6011875;0,8532275;0,7261875;0,7622
1448;0,67801;0,95496;0,74848;0,7588625
1449;0,21851;0,346745;0,24439;0,2522425
1450;0,085073;0,15705;0,09425;0,10270425
1451;0,085073;0,15705;0,09425;0,09425
1452;0,151735;0,239645;0,15705;0,15705
1453;0,112365;0,1645275;0,112365;0,15705
1454;0,1163725;0,18282;0,117845;0,177985
1455;0,590625;0,7543625;0,611535;0,6712275
1456;0,9944125;0,999995;0,9983025;0,99979
1457;0,9319175;0,9906025;0,962625;0,9488025
1458;0,4300875;0,5814775;0,51223;0,438645
1459;0,22673;0,22581;0,24897;0,2114325
1460;0,359385;0,4418575;0,38776;0,4390725
1461;0,23838;0,26543;0,2800725;0,243415
1462;0,1353115;0,15875;0,136632;0,15773
1463;0,2599475;0,2920025;0,242025;0,271705
1464;0,25902;0,1791425;0,262155;0,24712
1465;0,3710375;0,26945;0,460525;0,4072675
1466;0,3929925;0,474265;0,5077075;0,5300025
1467;0,2587725;0,2603325;0,2892475;0,243415
1468;0,175745;0,097873;0,16566;0,15705
1469;0,3172675;0,13772825;0,284065;0,2524975
1470;0,435245;0,21731;0,42131;0,4432575
1471;0,7155725;0,4868025;0,7155725;0,694915
1472;0,746325;0,6088525;0,760785;0,7293425
1473;0,3959025;0,4010925;0,438175;0,3956725
1474;0,130866;0,15740525;0,1250105;0,12965675
1475;0,0662295;0,06928975;0,038995;0,044809
1476;0,112365;0,1602675;0,07923475;0,07923475
1477;0,08459;0,15705;0,0677595;0,05398925
1478;0,088213;0,210515;0,085073;0,0677595
1479;0,1881325;0,4849425;0,151735;0,148595
1480;0,15705;0,3879775;0,151735;0,148595
1481;0,112365;0,2386225;0,085073;0,08459
1482;0,10149825;0,15875;0,10270425;0,10029025
1483;0,2284275;0,25392;0,27115;0,22333
1484;0,3329525;0,3777575;0,39344;0,3329525
1485;0,3986425;0,39344;0,3962275;0,42967
1486;0,543195;0,39344;0,548395;0,55397
1487;0,414065;0,294865;0,3872475;0,4224275
1488;0,81035;0,62508;0,5978025;0,8312625
1489;0,5997;0,3641525;0,3653025;0,6023875
1490;0,2903825;0,1791425;0,2352225;0,2225575
1491;0,262155;0,21313;0,25902;0,19104
1492;0,46777;0,2386225;0,257885;0,3710375
1493;0,394555;0,15875;0,16328;0,39344
1494;0,5090825;0,2718425;0,2417575;0,5160675
1495;0,7952625;0,4698675;0,48141;0,7665825
1496;0,9810625;0,952915;0,8990275;0,99374
1497;0,9546;0,95679;0,940365;0,9564825
1498;0,8948625;0,9824275;0,9778175;0,89718
1499;0,37509;0,4988625;0,5280375;0,31529
1500;0,12074575;0,1791425;0,19104;0,09425
1501;0,08459;0,15705;0,15705;0,08459
1502;0,08459;0,15705;0,15705;0,07923475
1503;0,08459;0,1497225;0,1568075;0,038689
1504;0,044809;0,06019;0,0717445;0,03160675
1505;0,01788525;0,01788525;0,02319675;0,012131
1506;0,0108305;0,002469958;0,010273275;0,005256805
1507;0,00098361;0,000213123;0,000672133;0,000737708
1508;0,002469958;0,000540985;0,00098361;0,001169407
1509;0,01443275;0,00377053;0,008601025;0,01157365
1510;0,03860025;0,012131;0,012131;0,0355905
1511;0,034705;0,01178425;0,012131;0,03027875
1512;0,005442603;0,001330433;0,00469958;0,005814178
1513;0,00098361;0,00098361;0,00098361;0,00098361
1514;0,009344225;0,001169407;0,002469958;0,00414208
1515;0,01655725;0,01157365;0,012131;0,012131
1516;0,00414208;0,003398905;0,005256805;0,005256805
1517;0,000770495;0,00098361;0,00098361;0,001057932
1518;0,006483103;0,0091585;0,0100874;0,01131355
1519;0,001057933;0,002469958;0,00469958;0,006928927
1520;0,00098361;0,00098361;0,00098361;0,00098361
1521;0,00098361;0,000459025;0,000491803;0,00098361
1522;0,00098361;0;0;0,00098361
1523;0,00098361;0;0;0,000868855
1524;0,000953007;0;0;0
1525;3,06E-05;0;0;0
1526;0,000737705;0;0;0
1527;0,00098361;0,000540985;0,000131148;0,000622952
1528;0,006743153;0,00098361;0,00098361;0,00098361
1529;0,00098361;0,00098361;0,00098361;0,00098361
1530;0,00098361;0,00098361;0,00042623;0,00098361
1531;0,006371653;0,008486403;0,007486428;0,0091585
1532;0,02142625;0,037361;0,03337725;0,03337725
1533;0,01832775;0,05249925;0,04333;0,04633925
1534;0,09097375;0,28797;0,19510925;0,21342675
1535;0,471065;0,939225;0,79459;0,8770525
1536;0,2731975;0,60791;0,4344125;0,4795125
1537;0,1051205;0,20082;0,12965675;0,15400775
1538;0,05016425;0,0771005;0,0616395;0,0578145
1539;0,038689;0,038689;0,038689;0,038689
1540;0,038689;0,07923475;0,038689;0,05245925
1541;0,041494;0,05483475;0,04333;0,04633925
1542;0,1215185;0,2109025;0,13646925;0,13893425
1543;0,1449725;0,22673;0,15705;0,15705
1544;0,07158475;0,104169;0,08945775;0,10239825
1545;0,038689;0,03684875;0,03603275;0,043483
1546;0,093848;0,13984;0,1230955;0,132907
1547;0,2575525;0,41626;0,3649625;0,333495
1548;0,616065;0,8583175;0,7443725;0,7779825
1549;0,9088075;0,9984275;0,9653375;0,99301
1550;0,99825;1;1;1
1551;0,99877;0,9999825;0,9997375;1
1552;0,7664625;0,80817;0,808935;0,7819125
1553;0,3944275;0,48541;0,451965;0,48541
1554;0,2527875;0,304315;0,32141;0,284555
1555;0,14007;0,12919825;0,15132;0,136632
1556;0,2599475;0,29131;0,3252275;0,2599475
1557;0,262155;0,27067;0,278885;0,25554
1558;0,45495;0,53506;0,50057;0,50918
1559;0,312785;0,34072;0,3418825;0,3274875
1560;0,25902;0,25902;0,25902;0,226725
1561;0,298765;0,306035;0,312755;0,296525
1562;0,6883875;0,7136625;0,6499;0,6596575
1563;0,2285675;0,2117825;0,2127075;0,226155
1564;0,3390525;0,336675;0,32672;0,3412925
1565;0,334415;0,3384925;0,3478775;0,3306125
1566;0,04980625;0,037176777;0,051048;0,04252125
1567;0,005256805;0,00098361;0,001664858;0,002469958
1568;0,001429508;0,00098361;0,00098361;0,00098361
1569;0,02060325;0,007983605;0,0161494;0,01658475
1570;0,14688;0,12392325;0,1564265;0,12656475
1571;0,2791825;0,317155;0,25902;0,2785025
1572;0,2471225;0,25902;0,25902;0,21313
1573;0,15705;0,25902;0,204635;0,15705
1574;0,15705;0,22673;0,1568075;0,15705
1575;0,108741;0,107533;0,094091;0,10391
1576;0,2906925;0,366245;0,31008;0,366245
1577;0,605425;0,6851675;0,6725275;0,66666
1578;0,999315;0,9999825;0,9999425;0,9998775
1579;1;1;1;1
1580;1;1;1;1
1581;0,9972;0,99755;0,9973775;0,9763
1582;0,98015;0,9930475;0,978325;0,94
1583;0,9473;0,9438925;0,89378;0,940365
1584;0,9990375;0,99329;0,9978625;0,9906525
1585;0,9786375;0,87275;0,9787275;0,8454325
1586;0,8356625;0,7018;0,75758;0,7293425
1587;0,4830275;0,3902925;0,4295625;0,39284
1588;0,2320825;0,084573;0,17156525;0,096526
1589;0,054915;0,005876555;0,0298305;0,009788178
1590;0,03337725;0,00098361;0,012131;0,00098361
1591;0,012131;0,00098361;0,009344275;0,001169407
1592;0,01965575;0,00098361;0,012131;0,01157365
1593;0,012131;0,00098361;0,00469958;0,00469958
1594;0,012131;0,00098361;0,00098361;0,0108305
1595;0,015672;0,016305975;0,00499458;0,01863375
1596;0,07066675;0,1383655;0,05083625;0,1259065
1597;0,042667;0,0693475;0,03072125;0,0684755
1598;0,038689;0,083162;0,038689;0,084437
1599;0,038689;0,08459;0,038689;0,08459
1600;0,05797425;0,11525425;0,05306225;0,11525425
1601;0,3894475;0,766645;0,4156375;0,7263525
1602;0,312785;0,5609325;0,3710075;0,538715
1603;0,3670525;0,493305;0,461705;0,4806575
1604;0,9139725;0,9847975;0,9589525;0,96952
1605;0,91477;0,902885;0,931435;0,8491825
1606;0,9990325;0,9982125;0,999545;0,994585
1607;1;1;1;1
1608;1;1;0,9979875;0,9985125
1609;1;1;0,99475;0,9884875
1610;0,999125;0,99979;0,998015;0,9997025
1611;0,8694025;0,85983;0,814885;0,847585
1612;0,8576775;0,7231125;0,4885425;0,4748325
1613;0,3606175;0,2437875;0,132385;0,145172
1614;0,110065;0,05628425;0,038689;0,042055
1615;0,08459;0,038689;0,038689;0,038689
1616;0,083162;0,05245925;0,038689;0,046339
1617;0,026838;0,009912652;0,02054075;0,01832775
1618;0,01275075;0,001330433;0,0073715;0,007557375
1619;0,062872;0,0309175;0,08060175;0,09770975
1620;0,128788;0,083162;0,222195;0,15705
1621;0,085073;0,05016425;0,16328;0,15705
1622;0,08459;0,0677595;0,2386225;0,15705
1623;0,097873;0,085073;0,262155;0,19104
1624;0,2043725;0,2075725;0,46695;0,433005
1625;0,437335;0,51527;0,7773175;0,8263775
1626;0,205995;0,2036925;0,2917375;0,31529
1627;0,121085;0,10587675;0,13818;0,1345955
1628;0,45382;0,47814;0,41538;0,394245
1629;0,808115;0,9279125;0,727965;0,6501625
1630;0,5153675;0,5971625;0,4147675;0,3522075
1631;0,5554575;0,53279;0,3919475;0,390305
1632;0,435245;0,26543;0,2661;0,3665575
1633;0,294865;0,15705;0,16566;0,25902
1634;0,2454225;0,2250275;0,2487075;0,2386225
1635;0,1039135;0,0709775;0,08241625;0,074481
1636;0,085073;0,03249175;0,038689;0,04863425
1637;0,180775;0,0605925;0,0547945;0,148683
1638;0,410005;0,15492;0,1826575;0,33349
1639;0,101367;0,03504875;0,04046725;0,08022525
1640;0,01788525;0,001330433;0,008043725;0,012131
1641;0,012131;0,001949733;0,012131;0,012131
1642;0,02541;0,01784825;0,03027875;0,012131
1643;0,038689;0,038689;0,038689;0,012131
1644;0,041494;0,05535775;0,05837725;0,030379
1645;0,1232185;0,3073575;0,282655;0,132907
1646;0,3440275;0,77439;0,7668325;0,3659325
1647;0,9139725;0,9999825;0,999965;0,9540325
1648;0,85531;1;0,9979025;0,8607625
1649;0,69836;0,98085;0,9068425;0,65705
1650;0,42131;0,6732025;0,6122975;0,4240975
1651;0,3835825;0,4557925;0,492275;0,385225
1652;0,1798575;0,13646975;0,1525275;0,1661855
1653;0,07311475;0,03444825;0,044809;0,05322425
1654;0,0376265;0,01131355;0,0187705;0,0307215
1655;0,01275075;0,001057933;0,003398905;0,007114803
1656;0,012131;0,00098361;0,00098361;0,00098361
1657;0,012131;0,00098361;0,00098361;0,009344225
1658;0,009344225;0,00098361;0,00098361;0,002469958
1659;0,00098361;0,000459025;0,000459025;0,00098361
1660;0,00098361;0;0;0,00098361
1661;0,00098361;0,000868855;0;0,00098361
1662;0,00098361;0,000409835;0;0,00098361
1663;0,005814303;0,00098361;0,000868855;0,006000053
1664;0,000459025;0,000262295;0,000131148;0,000426223
1665;0;0;0;0
1666;0;0;0;0
1667;0;0;0;0
1668;0;0;0;0
1669;0;0;0;0
1670;0;0;0;0
1671;0;0;0;0
1672;0;0;0;0
1673;0;0;0;0
1674;0;0;0;0
1675;0;0;0;0
1676;0;0;0;0
1677;0;0;0;0
1678;0;0;0;0
1679;0;0;0;0
1680;0;0;0;0
1681;0;0;0;0
1682;0;0;0;0
1683;0;0;0;0
1684;0;0;0;0
1685;0;0;0;0
1686;0;0;0;0
1687;0;0;0;0
1688;0;0;0;0
1689;0;0;0;0
1690;0;0;0;0
1691;0;0;0;0
1692;0;0;0;1,64E-05
1693;0,00047541;0,000786888;0,000622952;0,001900553
1694;0,00098361;0,0108305;0,0097779;0,012094
1695;0,00098361;0,002655755;0,001664858;0,005665703
1696;0,006185753;0,01157365;0,00990165;0,012094
1697;0,012131;0,0355905;0,012131;0,012131
1698;0,0089726;0,015672;0,01200725;0,012131
1699;0,00098361;0,003398905;0,001664858;0,003956355
1700;0,00098361;0,009344225;0,002469958;0,0108305
1701;0,00302733;0,015672;0,012308;0,012131
1702;0,02054075;0,0677595;0,03674125;0,0355905
1703;0,012131;0,05016425;0,03337725;0,0376265
1704;0,005256805;0,01658475;0,004885355;0,01145025
1705;0,00055737;0,00098361;0,000262295;0,00098361
1706;0,003027353;0,0091585;0,008043653;0,0100874
1707;0,00098361;0,00377053;0,00377053;0,006557377
1708;0,00098361;0,00098361;0,000491803;0,00098361
1709;0,00098361;0,00098361;0,000131148;0,00098361
1710;0,00098361;0,002469958;0,00098361;0,0108305
1711;0,008043653;0,012131;0,001429508;0,012131
1712;0,012131;0,0355905;0,011871;0,03027875
1713;0,012131;0,03160675;0,012131;0,0320495
1714;0,00377053;0,006928927;0,012131;0,012131
1715;0,001169407;0,001429508;0,012308;0,009530075
1716;0,01157365;0,023822;0,03674125;0,024082
1717;0,012131;0,038689;0,04710425;0,038689
1718;0,0355905;0,0608745;0,12565;0,038689
1719;0,038689;0,08459;0,15705;0,038689
1720;0,038689;0,08459;0,15705;0,0677595
1721;0,044809;0,095458;0,15943;0,08459
1722;0,142378;0,29119;0,3142475;0,209475
1723;0,521465;0,909015;0,7852625;0,7988025
1724;0,6021625;0,995975;0,7966175;0,952185
1725;0,9536775;1;0,995045;0,9999425
1726;0,8869875;0,99965;0,918285;0,9933225
1727;0,9416825;0,9999125;0,9795425;0,9997025
1728;0,6829;0,799695;0,842695;0,9138575
1729;0,9244625;0,9687;0,9895125;0,997585
1730;0,98356;0,9999125;0,999105;0,999615
1731;0,55642;0,7007475;0,644345;0,6925425
1732;0,1798575;0,12517375;0,1899425;0,21966
1733;0,07923475;0,0355905;0,0639345;0,0771005
1734;0,038689;0,012131;0,038689;0,038689
1735;0,06066275;0,03209575;0,06356525;0,06401775
1736;0,4185175;0,4034775;0,4320325;0,4533875
1737;0,4659025;0,581545;0,56066;0,56066
1738;0,598525;0,879295;0,6673775;0,56066
1739;0,52443;0,829945;0,5044725;0,527215
1740;0,231595;0,4498675;0,2281825;0,2225575
1741;0,1497225;0,348015;0,13757525;0,1425575
1742;0,04867625;0,08024525;0,0298305;0,03350275
1743;0,01443275;0,038689;0,012131;0,012131
1744;0,04043625;0,08454725;0,0355905;0,0363555
1745;0,083519;0,168465;0,07923475;0,082295
1746;0,0685245;0,101496;0,066471;0,0646995
1747;0,18746;0,2221225;0,20685;0,1753405
1748;0,34126;0,4028425;0,4131825;0,433005
1749;0,81035;0,79558;0,8758725;0,8686225
1750;0,65403;0,5818375;0,733015;0,764975
1751;0,8504975;0,821305;0,900455;0,8937325
1752;0,562295;0,5783625;0,6358325;0,5916675
1753;0,7472525;0,77661;0,702035;0,726595
1754;0,9638475;0,987375;0,9780675;0,9859875
1755;0,99979;1;1;1
1756;0,985025;0,9978125;0,997725;0,9985125
1757;0,904755;0,90602;0,898785;0,934995
1758;0,43457;0,3816825;0,405245;0,3889625
1759;0,2318275;0,150035;0,21313;0,170645
1760;0,1658875;0,09908275;0,134028;0,15773
1761;0,3505325;0,3069925;0,32672;0,2829075
1762;0,3486325;0,2666325;0,32141;0,24871
1763;0,16465;0,09299275;0,12965675;0,11851775
1764;0,08620275;0,0515325;0,06171225;0,06290475
1765;0,4637125;0,3888325;0,4197875;0,4432725
1766;0,42131;0,3219375;0,3710075;0,4240975
1767;0,39344;0,3777575;0,39344;0,39344
1768;0,5077075;0,527215;0,48541;0,5160675
1769;0,562035;0,5244275;0,56066;0,5244275
1770;0,7520625;0,7141925;0,650165;0,67403
1771;0,6400275;0,572885;0,50918;0,5648525
1772;0,95538;0,952915;0,9312925;0,9486825
1773;0,9727075;0,9763575;0,96695;0,9526425
1774;0,626835;0,5609325;0,58288;0,5382675
1775;0,35532;0,2885925;0,3105425;0,2890625
1776;0,8043875;0,56316;0,629835;0,7988025
1777;0,943345;0,622855;0,6570775;0,943345
1778;0,996855;0,984155;0,981045;0,997205
1779;0,9161075;0,842725;0,8462175;0,8398775
1780;0,622625;0,327455;0,34235;0,524655
1781;0,5849525;0,2247875;0,240325;0,527215
1782;0,3054875;0,07786475;0,09525775;0,230035
1783;0,42763;0,1687355;0,1944375;0,34167
1784;0,89269;0,7524525;0,7596225;0,8399025
1785;0,9558975;0,9244325;0,86024;0,952185
1786;0,999965;0,9999825;0,999995;0,9999425
1787;1;1;1;1
1788;0,9965;1;1;1
1789;0,989215;1;1;0,99342
1790;0,76459;0,9686;0,966775;0,682025
1791;0,56066;0,847845;0,79025;0,471475
1792;0,435245;0,6035525;0,7259;0,294865
1793;0,30024;0,40366;0,451965;0,1781225
1794;0,437685;0,443605;0,48541;0,32495
1795;0,7699725;0,5724925;0,6262625;0,622165
1796;0,412635;0,2292475;0,2579775;0,2753
1797;0,1808425;0,07013525;0,098356;0,12806525
1798;0,3099275;0,133388;0,1823225;0,228705
1799;0,4650075;0,2476875;0,25902;0,3767125
1800;0,1939175;0,1128695;0,21313;0,145478
1801;0,08459;0,03976;0,097873;0,04863425
1802;0,08408;0,038689;0,05628425;0,038689
1803;0,03954625;0,01658475;0,02319675;0,0209835
1804;0,0091496;0,000737705;0,006557377;0,003956355
1805;0,000868855;0;0,00052459;0,0002459
1806;0;0;0,000131148;0
1807;0,000868855;0;0,00098361;0,000540985
1808;0,008043653;0,000868855;0,003398905;0,003398905
1809;0,01965575;0,014212975;0,015672;0,015672
1810;0,097349;0,08144775;0,05322425;0,08112675
1811;0,05245925;0,04171025;0,0223115;0,04710425
1812;0,07903275;0,0637325;0,0355905;0,0608745
1813;0,16774;0,2118125;0,0646995;0,148595
1814;0,1051205;0,105233;0,038689;0,09425
1815;0,08459;0,08459;0,038689;0,08459
1816;0,06240425;0,0578145;0,02983625;0,0616395
1817;0,08459;0,09425075;0,038689;0,09425075
1818;0,05092925;0,0417925;0,02629525;0,0474515
1819;0,01788525;0,012131;0,012131;0,012308
1820;0,012131;0,012131;0,012131;0,012131
1821;0,012131;0,012131;0,012131;0,012131
1822;0,012131;0,009344225;0,012131;0,012131
1823;0,02541;0,02496725;0,0355905;0,02496725
1824;0,05217725;0,0705345;0,0889275;0,10674975
1825;0,2165925;0,38018;0,4458475;0,4788425
1826;0,43211;0,66569;0,6054125;0,5654775
1827;0,7155725;0,957195;0,862245;0,83419
1828;0,7155725;0,862245;0,9536875;0,9915225
1829;0,535575;0,7018;0,9054425;0,9695375
1830;0,312105;0,4010925;0,6425575;0,68776
1831;0,1645275;0,16465;0,30325;0,259105
1832;0,107533;0,0899025;0,16328;0,15705
1833;0,16112;0,15774;0,14482;0,1473875
1834;0,039018;0,025260953;0,021387952;0,0284315
1835;0,012131;0,00098361;0,00098361;0,002469958
1836;0,01178425;0,008415275;0,00098361;0,00098361
1837;0,000838625;0,000278688;0,000131148;0,00018032
1838;0;0;0;0
1839;0;0;0;0
1840;0;0;0;0
1841;0;0;0;0
1842;0,000131148;0;0;0
1843;0,00098361;0,000622952;0,000540985;0,000622952
1844;0,00098361;0,00098361;0,00098361;0,00098361
1845;0,00098361;0,00098361;0,00098361;0,00098361
1846;0,00098361;0,000953007;0,00098361;0,00098361
1847;0,000131148;3,06E-05;0,000590173;0,00098361
1848;0,000278688;0,000278688;0,00098361;0,00098361
1849;0,00098361;0,00098361;0,00990165;0,0108305
1850;0,00098361;0,00098361;0,004117353;0,009344275
1851;0,01038475;0,0108305;0,01178425;0,012131
1852;0,001243708;0,002469958;0,006185753;0,01178425
1853;0,000131148;0,0002459;0,00098361;0,001330433
1854;0;0;0,00037705;0,00098361
1855;0,000229507;0,000229507;0,000868855;0,001540983
1856;0,008786825;0,0091585;0,0108305;0,0163715
1857;0,0089726;0,006557377;0,006928927;0,0108305
1858;0,00098361;0,00098361;0,00052459;0,00098361
1859;0,00098361;0,00098361;3,06E-05;0,000377048
1860;0,006185753;0,008043653;0,000953008;0,00098361
1861;0,012131;0,0140785;0,001169407;0,002469958
1862;0,03160675;0,049222;0,01157365;0,012131
1863;0,01959675;0,038689;0,012131;0,012131
1864;0,03786275;0,0639345;0,01965575;0,02541
1865;0,0712995;0,17477575;0,06055025;0,06066275
1866;0,3216875;0,723655;0,3494425;0,414615
1867;0,23668;0,5212275;0,3326125;0,354775
1868;0,101979;0,22975;0,1588725;0,1911875
1869;0,2425425;0,518195;0,455605;0,4885425
1870;0,197615;0,3926725;0,398305;0,4718175
1871;0,05978725;0,11505;0,1283765;0,145478
1872;0,044809;0,10217575;0,05551925;0,10270425
1873;0,1249355;0,38684;0,1753405;0,2980325
1874;0,3099275;0,65705;0,4407125;0,5160675
1875;0,495445;0,8046475;0,56066;0,622625
1876;0,3497475;0,904065;0,5007375;0,7770425
1877;0,15982075;0,43331;0,18269575;0,4021275
1878;0,05123525;0,10760925;0,04701625;0,10439
1879;0,19613225;0,4689375;0,269915;0,44219
1880;0,6214525;0,950625;0,75417;0,8556925
1881;0,327455;0,436305;0,4455725;0,3889625
1882;0,3710375;0,3777575;0,471475;0,3060675
1883;0,3732775;0,2581675;0,4885425;0,2386225
1884;0,13249275;0,06051325;0,13774025;0,0697695
1885;0,06928975;0,0110039;0,0561955;0,02983625
1886;0,01655725;0,000471423;0,008859128;0,003398905
1887;0,012131;0,000838252;0,01001305;0,00098361
1888;0,003398905;3,06E-05;0,001057933;0,000590173
1889;0,007114803;0,000540985;0,00302733;0,001057932
1890;0,03027875;0,0091585;0,02718025;0,01131355
1891;0,0187705;0,012131;0,0223115;0,012131
1892;0,012131;0,005665703;0,00971585;0,012131
1893;0,015672;0,02050375;0,015672;0,02496725
1894;0,038689;0,07005475;0,038689;0,07617475
1895;0,05857925;0,10270525;0,07923475;0,107533
1896;0,038689;0,0578145;0,044809;0,048573
1897;0,038689;0,040117;0,039454;0,017826
1898;0,07693975;0,1254295;0,1144185;0,0862795
1899;0,07311475;0,092414;0,07971775;0,07005475
1900;0,038689;0,03976;0,038689;0,02054075
1901;0,05245925;0,07234975;0,0677595;0,0320495
1902;0,038689;0,05016425;0,044809;0,015672
1903;0,038689;0,038689;0,038689;0,012131
1904;0,038689;0,038689;0,038689;0,0320495
1905;0,038689;0,038689;0,038689;0,038689
1906;0,015672;0,01532525;0,015672;0,015672
1907;0,00469958;0,001330433;0,002469958;0,012131
1908;0,0108305;0,002469958;0,004327955;0,01655725
1909;0,02547725;0,03064475;0,030428;0,0725535
1910;0,11680825;0,203965;0,1348025;0,4299425
1911;0,10391;0,1808425;0,15705;0,507705
1912;0,18609;0,2938625;0,2502725;0,581545
1913;0,536785;0,7544;0,604865;0,912025
1914;0,9897975;0,9999825;0,9985575;1
1915;1;1;1;1
1916;1;1;1;0,8500025
1917;1;1;1;1
1918;1;1;1;1
1919;1;1;1;1
1920;1;1;1;1
1921;1;1;1;1
1922;1;1;1;1
1923;0,999125;0,9923675;0,991515;0,9991525
1924;0,8629775;0,6776425;0,6985975;0,748745
1925;0,483475;0,3219375;0,3418825;0,3274875
1926;0,3295825;0,201235;0,2503125;0,2401175
1927;0,67577;0,4678675;0,488345;0,4799825
1928;0,598525;0,40366;0,56066;0,507705
1929;0,663935;0,527215;0,56066;0,56066
1930;0,76721;0,6329525;0,7431125;0,56066
1931;0,7326;0,520745;0,5573925;0,5437525
1932;0,3002625;0,18497325;0,2095125;0,19886325
1933;0,15705;0,08459;0,085073;0,08459
1934;0,09425;0,07234975;0,081224;0,07311475
1935;0,0874885;0,042667;0,04588025;0,04333
1936;0,21824;0,16087375;0,200565;0,13646925
1937;0,25902;0,15875;0,2352225;0,1791425
1938;0,3329525;0,25392;0,25902;0,25902
1939;0,3486325;0,24871;0,25664;0,24871
1940;0,167065;0,09299275;0,1164425;0,11851775
1941;0,07540975;0,038689;0,044809;0,04863425
1942;0,038689;0,015672;0,038689;0,03337725
1943;0,0355905;0,012131;0,015672;0,012131
1944;0,01832775;0,009149775;0,01008745;0,0140785
1945;0,0677595;0,05663175;0,03027875;0,05840225
1946;0,097873;0,085073;0,07053775;0,08459
1947;0,2012375;0,1959225;0,151735;0,1706875
1948;0,25902;0,25834;0,112365;0,25494
1949;0,1998775;0,1645275;0,07540975;0,15943
