;PV_openfield_middle;PV_openfield_north;PV_openfield_swest;PV_openfield_east
2172;0,8476;0,42875;0,7370225;0,154185
2173;0,8226975;0,395345;0,7422025;0,152415
2174;0,7181225;0,3639825;0,65564;0,1287025
2175;0,5526525;0,26529;0,5199525;0,0953885
2176;0,350885;0,16043725;0,330055;0,06149625
2177;0,150504;0,047841;0,14275025;0,0262405
2178;0,008247725;0,001733043;0,00871445;0,001154395
2179;0;0;0;0
2180;0;0;0;0
2181;0;0;0;0
2182;0;0;0;0
2183;0;0;0;0
2184;0;0;0;0
2185;0;0;0;0
2186;0;0;0;0
2187;0;0;0;0
2188;0;0;0;0
2189;0;0;0;0
2190;0,02784245;0,0197963;0,002288548;0
2191;0,20247825;0,10812275;0,0430615;0,010584925
2192;0,4573075;0,20705975;0,10941475;0,03266075
2193;0,39894;0,28632225;0,270385;0,048187
2194;0,458445;0,3493125;0,3824775;0,060797
2195;0,4004625;0,36084;0,372995;0,073754
2196;0,175051;0,37126;0,3463025;0,07984025
2197;0,4117;0,3698975;0,3757735;0,07898525
2198;0,5040625;0,271885;0,1412205;0,06543075
2199;0,35895;0,173595;0,13416225;0,05080725
2200;0,2521475;0,1198975;0,09242175;0,03060175
2201;0,1582395;0,0594025;0,010015025;0,0124674
2202;0,0129225;0,00190995;0,000377288;0,000864438
2203;0;0;0;0
2204;0;0;0;0
2205;0;0;0;0
2206;0;0;0;0
2207;0;0;0;0
2208;0;0;0;0
2209;0;0;0;0
2210;0;0;0;0
2211;0;0;0;0
2212;0;0;0;0
2213;0;0;0;0
2214;0,025150875;0,0215992;0;0,04106375
2215;0,15886;0,0926565;0,0082643;0,1999925
2216;0,327675;0,1952625;0,0230975;0,4217125
2217;0,4814225;0,305035;0,03951325;0,6118425
2218;0,6655175;0,380155;0,05159575;0,7396875
2219;0,7573625;0,4605225;0,06297425;0,8013675
2220;0,74897;0,40406;0,05853675;0,8177675
2221;0,6930475;0,41962;0,06005525;0,7644775
2222;0,6185775;0,306205;0,05648225;0,68323
2223;0,400095;0,2367575;0,04522325;0,538765
2224;0,2767475;0,12986275;0,0306745;0,34121
2225;0,12155825;0,06589075;0,014035425;0,141732
2226;0,003305245;0,002204338;0,001385345;0,007739525
2227;0;0;0;0
2228;0;0;0;0
2229;0;0;0;0
2230;0;0;0;0
2231;0;0;0;0
2232;0;0;0;0
2233;0;0;0;0
2234;0;0;0;0
2235;0;0;0;0
2236;0;0;0;0
2237;0;0;0;0
2238;0,026679675;0,003838625;0,031438975;0
2239;0,158559;0,026679125;0,22332;0,023593125
2240;0,2448205;0,0590605;0,1978525;0,05430825
2241;0,387725;0,08801325;0,41482;0,12813775
2242;0,39662575;0,11019925;0,182445;0,25615
2243;0,47219;0,11677;0,4429475;0,3853725
2244;0,55405;0,1233775;0,6722675;0,350745
2245;0,517415;0,113285;0,7328375;0,36193
2246;0,4290225;0,1006865;0,4921325;0,37027
2247;0,27768;0,07797875;0,1193115;0,27668
2248;0,15862;0,0516505;0,0206125;0,1945575
2249;0,07707875;0,0244085;0,0101793;0,0894665
2250;0,002598888;0,001806525;0,00123454;0,00383274
2251;0;0;0;0
2252;0;0;0;0
2253;0;0;0;0
2254;0;0;0;0
2255;0;0;0;0
2256;0;0;0;0
2257;0;0;0;0
2258;0;0;0;0
2259;0;0;0;0
2260;0;0;0;0
2261;0;0;0;0
2262;0,0266508;0,0169541;0,0338151;0,03915875
2263;0,1368225;0,0678355;0,2039875;0,1606375
2264;0,252681;0,1138635;0,439705;0,3265775
2265;0,3163125;0,1239725;0,630295;0,4590725
2266;0,4202375;0,12751;0,7593325;0,5564975
2267;0,4672775;0,11319925;0,8279675;0,5992725
2268;0,442145;0,1304525;0,835245;0,602955
2269;0,44042;0,121535;0,7992275;0,576995
2270;0,386795;0,12354;0,7031425;0,507605
2271;0,29804;0,0917775;0,562255;0,3854025
2272;0,1672075;0,06616275;0,3666075;0,25115225
2273;0,068778;0,033792;0,16450775;0,10659525
2274;0,002533488;0,0055792;0,013148658;0,005888245
2275;0;0;0;0
2276;0;0;0;0
2277;0;0;0;0
2278;0;0;0;0
2279;0;0;0;0
2280;0;0;0;0
2281;0;0;0;0
2282;0;0;0;0
2283;0;0;0;0
2284;0;0;0;0
2285;0;0;0;0
2286;0,04718275;0,016806925;0,02841805;0,015192925
2287;0,152297;0,008815925;0,12628275;0,0687525
2288;0,48957;0,03062675;0,2291775;0,085437
2289;0,420485;0,201825;0,31919;0,031457
2290;0,367535;0,1251925;0,4346875;0,03356225
2291;0,267875;0,18625;0,4594125;0,03869975
2292;0,38384025;0,14998;0,4545175;0,25275975
2293;0,55785;0,4679475;0,4486725;0,4387025
2294;0,64772;0,157165;0,391485;0,738235
2295;0,30149;0,398025;0,3026925;0,4564075
2296;0,11944075;0,285325;0,1749605;0,3121625
2297;0,05575925;0,068598;0,06987075;0,1484805
2298;0,007538622;0,002588515;0,002510883;0,01903645
2299;0;0;0;0
2300;0;0;0;0
2301;0;0;0;0
2302;0;0;0;0
2303;0;0;0;0
2304;0;0;0;0
2305;0;0;0;0
2306;0;0;0;0
2307;0;0;0;0
2308;0;0;0;0
2309;0;0;0;0
2310;0,03406625;0,002186112;0,0354776;0,03956025
2311;0,1827925;0,14780125;0,1836975;0,132366
2312;0,470715;0,142997;0,3724825;0,24578
2313;0,4571275;0,101636;0,5526625;0,331405
2314;0,4765175;0,2920725;0,6679775;0,3730925
2315;0,43565;0,45304975;0,733065;0,3836
2316;0,244765;0,49835;0,7336525;0,43973
2317;0,272525;0,7294775;0,6948225;0,400795
2318;0,36456;0,6025475;0,614865;0,340685
2319;0,2462275;0,49953;0,4895275;0,25632125
2320;0,08454525;0,210195;0,309635;0,16383
2321;0,122052;0,04816305;0,14404075;0,06610675
2322;0,0227943;0,002399415;0,012511853;0,0021656
2323;0;0;0;0
2324;0;0;0;0
2325;0;0;0;0
2326;0;0;0;0
2327;0;0;0;0
2328;0;0;0;0
2329;0;0;0;0
2330;0;0;0;0
2331;0;0;0;0
2332;0;0;0;0
2333;0;0;0;0
2334;0,0316889;0,026375125;0,0394015;0,040668775
2335;0,137665;0,08005125;0,16828;0,1204095
2336;0,26588;0,1331755;0,36949;0,230305
2337;0,41188;0,2078975;0,522315;0,304385
2338;0,5061625;0,22704;0,6268425;0,3773825
2339;0,5332975;0,2315375;0,66329;0,364295
2340;0,56932;0,24827;0,6681625;0,473345
2341;0,52116;0,231;0,6332675;0,393095
2342;0,472315;0,2095275;0,56903;0,3013825
2343;0,3413775;0,1495075;0,4650975;0,25374
2344;0,2191625;0,09597225;0,3184425;0,1188675
2345;0,1026165;0,0468775;0,15073;0,0610975
2346;0,002965178;0,002561945;0,014905375;0,00236371
2347;0;0;0;0
2348;0;0;0;0
2349;0;0;0;0
2350;0;0;0;0
2351;0;0;0;0
2352;0;0;0;0
2353;0;0;0;0
2354;0;0;0;0
2355;0;0;0;0
2356;0;0;0;0
2357;0;0;0;0
2358;0,04767125;0,027111775;0,042371;0,020505225
2359;0,2173025;0,07955875;0,1907025;0,07381525
2360;0,430525;0,1412;0,3826175;0,14468
2361;0,59539;0,2037675;0,5770775;0,1959225
2362;0,7178925;0,24868;0,6792575;0,2204
2363;0,790855;0,294315;0,7627975;0,24898
2364;0,806005;0,313564;0,77266;0,2453075
2365;0,7620675;0,29094;0,72386;0,22138
2366;0,6650075;0,225395;0,63364;0,1937425
2367;0,52402;0,1748675;0,5054025;0,14106725
2368;0,34863;0,1118885;0,343195;0,08487
2369;0,155974;0,05634125;0,153565;0,03776795
2370;0,015084425;0,003081373;0,016250825;0,00225935
2371;0;0;0;0
2372;0;0;0;0
2373;0;0;0;0
2374;0;0;0;0
2375;0;0;0;0
2376;0;0;0;0
2377;0;0;0;0
2378;0;0;0;0
2379;0;0;0;0
2380;0;0;0;0
2381;0;0;0;0
2382;0,04486175;0,045411;0,04177755;0,011520475
2383;0,18414;0,2122915;0,096265;0,0400635
2384;0,3776225;0,4283525;0,35887;0,06575725
2385;0,49087;0,597735;0,2383875;0,074708
2386;0,6132;0,728705;0,15562425;0,10438575
2387;0,62172;0,7932875;0,07039725;0,128645
2388;0,6903475;0,7989175;0,13164;0,134645
2389;0,639455;0,7562075;0,337575;0,13951
2390;0,5590825;0,662265;0,4260975;0,1280575
2391;0,46246;0,5193775;0,16643475;0,0996155
2392;0,292865;0,3427;0,0333865;0,06001125
2393;0,1311475;0,1542655;0,014597025;0,0291545
2394;0,014092533;0,017039425;0,00414515;0,003009703
2395;0;0;0;0
2396;0;0;0;0
2397;0;0;0;0
2398;0;0;0;0
2399;0;0;0;0
2400;0;0;0;0
2401;0;0;0;0
2402;0;0;0;0
2403;0;0;0;0
2404;0;0;0;0
2405;0;0;0;0
2406;0,04240075;0,04845775;0,03987465;0,0596185
2407;0,15352525;0,199331;0,20429;0,207755
2408;0,27603;0,394355;0,48536;0,40902
2409;0,3864075;0,549055;0,4835425;0,589765
2410;0,4433425;0,676985;0,5095725;0,690675
2411;0,524118;0,7529275;0,48669;0,741085
2412;0,525405;0,7686175;0,3190775;0,727235
2413;0,42933;0,7296075;0,34648;0,6874875
2414;0,4392225;0,6335375;0,402725;0,594425
2415;0,31037;0,5178825;0,287625;0,4573275
2416;0,1944725;0,3452675;0,114805;0,2945175
2417;0,094815;0,162839;0,14160275;0,133832
2418;0,009983925;0,021337475;0,02717395;0,01048015
2419;0;0;0;0
2420;0;0;0;0
2421;0;0;0;0
2422;0;0;0;0
2423;0;0;0;0
2424;0;0;0;0
2425;0;0;0;0
2426;0;0;0;0
2427;0;0;0;0
2428;0;0;0;0
2429;0;0;0;0
2430;0,0292664;0,04787925;0,02516555;0,047289
2431;0,06751;0,2130375;0,09141125;0,1577125
2432;0,1721475;0,4257925;0,158015;0,2742125
2433;0,17276025;0,599795;0,2585825;0,4017875
2434;0,2381875;0,705205;0,286355;0,4767975
2435;0,23451;0,778275;0,3169075;0,53074
2436;0,240435;0,796875;0,3576475;0,4581525
2437;0,2514125;0,74085;0,330405;0,4710025
2438;0,1859375;0,6437475;0,31161975;0,3980225
2439;0,1775925;0,5130225;0,205875;0,30775
2440;0,1146805;0,3349775;0,1429145;0,2092625
2441;0,07228825;0,14857;0,0678465;0,10035525
2442;0,003656455;0,02658045;0,003792702;0,01262252
2443;0;0;0;0
2444;0;0;0;0
2445;0;0;0;0
2446;0;0;0;0
2447;0;0;0;0
2448;0;0;0;0
2449;0;0;0;0
2450;0;0;0;0
2451;0;0;0;0
2452;0;0;0;0
2453;0;0;0;0
2454;0,030916075;0;0,058386;0,0298815
2455;0,13331075;0,00772165;0,24197;0,078616
2456;0,23588;0,01998705;0,4666375;0,137795
2457;0,39906;0,0922305;0,6478375;0,189675
2458;0,416835;0,80735;0,7714975;0,223645
2459;0,29466;0,8925225;0,832455;0,2423925
2460;0,38691;0,88505;0,844135;0,232945
2461;0,27638;0,431005;0,798865;0,222845
2462;0,2213725;0,4773975;0,7004275;0,211789
2463;0,13540625;0,2227825;0,5629375;0,16633875
2464;0,065179;0,0231685;0,3734625;0,1233725
2465;0,0133513;0,0091046;0,17173575;0,06163725
2466;0,001934418;0,001394325;0,028480275;0,006881953
2467;0;0;0;0
2468;0;0;0;0
2469;0;0;0;0
2470;0;0;0;0
2471;0;0;0;0
2472;0;0;0;0
2473;0;0;0;0
2474;0;0;0;0
2475;0;0;0;0
2476;0;0;0;0
2477;0;0;0;0
2478;0,03393025;0,03130625;0,0550515;0,0395195
2479;0,10202475;0,105637;0,237285;0,1018985
2480;0,209348;0,12396;0,4649025;0,21327
2481;0,2763425;0,2476975;0,6408325;0,157275
2482;0,2765725;0,437965;0,7681225;0,2558265
2483;0,363545;0,281045;0,830505;0,364575
2484;0,3482975;0,19220975;0,8358625;0,4494375
2485;0,29885;0,082561;0,7900075;0,54492
2486;0,25341;0,0607925;0,69336;0,60678
2487;0,2238025;0,08429825;0,54651;0,4143225
2488;0,14678;0,0827235;0,37025;0,28272
2489;0,0788735;0,06950325;0,168225;0,15878125
2490;0,02075005;0,033991;0,032430875;0,032216825
2491;0;0,000149818;0;0
2492;0;0;0;0
2493;0;0;0;0
2494;0;0;0;0
2495;0;0;0;0
2496;0;0;0;0
2497;0;0;0;0
2498;0;0;0;0
2499;0;0;0;0
2500;0;0;0;0
2501;0;0;0;0
2502;0,05025175;0,01452885;0,02830445;0,0445875
2503;0,1751;0,04302975;0,07490875;0,09943475
2504;0,20624;0,075407;0,12994;0,1517175
2505;0,502245;0,07333775;0,16606;0,16634475
2506;0,47425;0,12329375;0,1581175;0,337595
2507;0,5789;0,139245;0,147655;0,604015
2508;0,42315;0,142265;0,121805;0,343105
2509;0,5708825;0,1307175;0,1294;0,26789
2510;0,725395;0,1370875;0,11236675;0,2820125
2511;0,37271375;0,143795;0,105288;0,593185
2512;0,15200675;0,08746325;0,06929625;0,333245
2513;0,020326725;0,050717;0,03916;0,130487
2514;0,001976275;0,0130429;0,0104057;0,02064645
2515;0;4,20E-05;1,77E-05;0
2516;0;0;0;0
2517;0;0;0;0
2518;0;0;0;0
2519;0;0;0;0
2520;0;0;0;0
2521;0;0;0;0
2522;0;0;0;0
2523;0;0;0;0
2524;0;0;0;0
2525;0;0;0;0
2526;0,045655;0,0512195;0,03452125;0,065288275
2527;0,13159875;0,09236325;0,07920425;0,184975
2528;0,2416575;0,147643;0,1372075;0,37367
2529;0,3165075;0,290465;0,18175;0,47812
2530;0,4212875;0,2508775;0,171645;0,55248
2531;0,41425;0,4517175;0,17411;0,5989275
2532;0,44246;0,4419925;0,1652525;0,61786
2533;0,3322925;0,563505;0,25561;0,4932175
2534;0,3362275;0,5268625;0,152325;0,400965
2535;0,27375;0,491;0,1806375;0,3271475
2536;0,181635;0,3744625;0,08894725;0,17608675
2537;0,0893355;0,1875775;0,05692325;0,0678985
2538;0,02533005;0,032275;0,006227928;0,018424428
2539;6,85E-05;0,000273075;0;0
2540;0;0;0;0
2541;0;0;0;0
2542;0;0;0;0
2543;0;0;0;0
2544;0;0;0;0
2545;0;0;0;0
2546;0;0;0;0
2547;0;0;0;0
2548;0;0;0;0
2549;0;0;0;0
2550;0,07301075;0,05972025;0,033872575;0,0770775
2551;0,248795;0,217515;0,085283;0,204805
2552;0,4539;0,4995225;0,14791875;0,3746875
2553;0,6398725;0,4661225;0,2054125;0,573725
2554;0,75481;0,4721275;0,2603125;0,6138425
2555;0,80189;0,511435;0,288625;0,7067375
2556;0,825265;0,3753875;0,2899625;0,5709275
2557;0,7630225;0,177464;0,2810425;0,558
2558;0,6755025;0,150217;0,2284125;0,443595
2559;0,5321625;0,128735;0,169165;0,163839
2560;0,3497475;0,10499225;0,12922825;0,1442395
2561;0,16539475;0,0742015;0,05762975;0,04858525
2562;0,030312425;0,024173175;0,0164468;0,0034757
2563;5,81E-05;0,000247038;6,65E-05;0
2564;0;0;0;0
2565;0;0;0;0
2566;0;0;0;0
2567;0;0;0;0
2568;0;0;0;0
2569;0;0;0;0
2570;0;0;0;0
2571;0;0;0;0
2572;0;0;0;0
2573;0;0;0;0
2574;0,07482825;0,008716225;0,0144388;0,07756575
2575;0,18363875;0,04480775;0,04306625;0,24536
2576;0,35571;0,0948645;0,10294775;0,4438075
2577;0,46368;0,1348625;0,10833825;0,6244375
2578;0,5174825;0,15213;0,17020575;0,7356875
2579;0,5809925;0,1503675;0,18589;0,77721
2580;0,5690875;0,15086975;0,1544875;0,77655
2581;0,4908125;0,11202675;0,1141875;0,7404375
2582;0,438955;0,126665;0,1325075;0,6480675
2583;0,4137175;0,1332075;0,078802;0,514375
2584;0,15593325;0,0815845;0,067236;0,3392825
2585;0,0455069;0,0532495;0,036051;0,15228825
2586;0,003793122;0,017427025;0,007342625;0,02962075
2587;0;8,91E-05;3,66E-05;1,97E-05
2588;0;0;0;0
2589;0;0;0;0
2590;0;0;0;0
2591;0;0;0;0
2592;0;0;0;0
2593;0;0;0;0
2594;0;0;0;0
2595;0;0;0;0
2596;0;0;0;0
2597;0;0;0,00212828;0
2598;0,069892;0,010903675;0,083724;0,036625575
2599;0,257885;0,03306325;0,263655;0,1258975
2600;0,279;0,0601235;0,525295;0,15664
2601;0,634485;0,08658125;0,6161225;0,27402
2602;0,725205;0,1018695;0,42529;0,3034125
2603;0,6234625;0,1090775;0,488115;0,274715
2604;0,6553375;0,09845225;0,52341;0,4373425
2605;0,3676525;0,08789475;0,433165;0,44865125
2606;0,3522375;0,0825485;0,493095;0,47111725
2607;0,343245;0,06493325;0,308935;0,3321155
2608;0,19466;0,04687325;0,2359025;0,2715625
2609;0,12457;0,02661325;0,10952875;0,130588
2610;0,0259278;0,00664875;0,02650325;0,03735725
2611;9,67E-05;5,52E-05;0,000114668;0,000171698
2612;0;0;0;0
2613;0;0;0;0
2614;0;0;0;0
2615;0;0;0;0
2616;0;0;0;0
2617;0;0;0;0
2618;0;0;0;0
2619;0;0;0;0
2620;0;0;0;0
2621;0;0;0;0
2622;0,0184676;0,0179105;0,05497275;0,02242275
2623;0,051102;0,0478905;0,17142025;0,05759225
2624;0,08526025;0,0841485;0,2928825;0,099699
2625;0,1168;0,1115715;0,37239375;0,135848
2626;0,140495;0,1360045;0,422995;0,169405
2627;0,158865;0,14651;0,5240125;0,1821425
2628;0,1570475;0,147755;0,5712175;0,189295
2629;0,1495775;0,1408045;0,528655;0,1869025
2630;0,132445;0,1243575;0,46137;0,1781675
2631;0,10738225;0,1021695;0,39681025;0,14914
2632;0,07640025;0,07200775;0,2836075;0,1072605
2633;0,042338;0,040703;0,165335;0,06796775
2634;0,011589925;0,011718775;0,04203675;0,019791475
2635;0,000100003;0,00011619;0,0006551;5,64E-05
2636;0;0;0;0
2637;0;0;0;0
2638;0;0;0;0
2639;0;0;0;0
2640;0;0;0;0
2641;0;0;0;0
2642;0;0;0;0
2643;0;0;0;0
2644;0;0;0;0
2645;0;0;0;0
2646;0,0048644;0,0801025;0,056384;0,04927325
2647;0,01918375;0,2515825;0,1665325;0,0892865
2648;0,03158125;0,4613675;0,11571725;0,161065
2649;0,044845;0,651025;0,47778;0,2425775
2650;0,058195;0,76048;0,3663425;0,3628175
2651;0,06457675;0,82943;0,5252025;0,42508
2652;0,0651705;0,84263;0,246075;0,45672
2653;0,0625835;0,8004775;0,497905;0,4187275
2654;0,0546665;0,7119675;0,7953925;0,3985625
2655;0,041082;0,57509;0,3273625;0,3065575
2656;0,02718475;0,39789;0,07034225;0,260325
2657;0,0158775;0,1866475;0,011822075;0,14841
2658;0,003813803;0,042482;0,00176072;0,042801
2659;0;0,00050575;0;0,0003778
2660;0;0;0;0
2661;0;0;0;0
2662;0;0;0;0
2663;0;0;0;0
2664;0;0;0;0
2665;0;0;0;0
2666;0;0;0;0
2667;0;0;0;0
2668;0;0;0;0
2669;0;0;0;0,002638988
2670;0,07128075;0,0794625;0,016171;0,09712
2671;0,21887;0,265335;0,045891;0,2588175
2672;0,386555;0,472955;0,0808685;0,46492
2673;0,508505;0,6452175;0,10541825;0,63975
2674;0,585915;0,7713375;0,1159775;0,7408725
2675;0,64973;0,8370875;0,1121325;0,7892675
2676;0,6639125;0,844995;0,1337275;0,8011475
2677;0,6137775;0,8050125;0,1317075;0,763245
2678;0,5435575;0,706215;0,1030375;0,6584075
2679;0,434725;0,56572;0,07517575;0,5282925
2680;0,287085;0,385275;0,0529925;0,33942
2681;0,1452625;0,18545;0,02440575;0,162279
2682;0,041138075;0,04131425;0,007126675;0,0319785
2683;0,0002873;0,000536053;9,08E-05;0,0001123
2684;0;0;0;0
2685;0;0;0;0
2686;0;0;0;0
2687;0;0;0;0
2688;0;0;0;0
2689;0;0;0;0
2690;0;0;0;0
2691;0;0;0;0
2692;0;0;0;0
2693;0;0,00154919;0;0,004211435
2694;0,059109;0,07719575;0,07711875;0,08901
2695;0,20134775;0,23852;0,2174375;0,2491675
2696;0,3358575;0,4187825;0,41157;0,4131775
2697;0,4340775;0,56465;0,5282275;0,5498825
2698;0,4811575;0,67049;0,6544675;0,6463475
2699;0,5153675;0,7138175;0,6936875;0,701305
2700;0,5292575;0,716375;0,6919825;0,68601
2701;0,4559025;0,6734675;0,5618325;0,6487875
2702;0,4298725;0,58617;0,55818;0,5713475
2703;0,3494175;0,4583;0,4395175;0,4503675
2704;0,220405;0,305745;0,30246;0,2919575
2705;0,10650525;0,1536;0,1514025;0,13992325
2706;0,029556825;0,04136175;0,03546225;0,03358515
2707;0,000252273;0,000264525;0,000609525;0,00011841
2708;0;0;0;0
2709;0;0;0;0
2710;0;0;0;0
2711;0;0;0;0
2712;0;0;0;0
2713;0;0;0;0
2714;0;0;0;0
2715;0;0;0;0
2716;0;0;0;0
2717;0;0;0,001689295;0
2718;0,01641885;0,017962575;0,080961;0,056341325
2719;0,013894875;0,0433665;0,237835;0,11465625
2720;0,0603095;0,0740265;0,4392175;0,23668
2721;0,19241;0,09383175;0,6007475;0,3275275
2722;0,2803025;0,115122;0,7092525;0,447305
2723;0,2567125;0,12042;0,78151;0,4192175
2724;0,3176975;0,124065;0,8028075;0,3028025
2725;0,29437;0,126345;0,7492825;0,33423
2726;0,2938325;0,12006275;0,6501975;0,2331825
2727;0,2140425;0,08239975;0,5054975;0,1896225
2728;0,1203085;0,0532935;0,34088;0,10006775
2729;0,074518;0,0242325;0,1623925;0,04032025
2730;0,0251042;0,006484275;0,04433615;0,003877168
2731;0,0005171;0,000114103;0,000314823;0
2732;0;0;0;0
2733;0;0;0;0
2734;0;0;0;0
2735;0;0;0;0
2736;0;0;0;0
2737;0;0;0;0
2738;0;0;0;0
2739;0;0;0;0
2740;0;0;0;0
2741;0;0;0,003078675;0
2742;0,055588;0,01129145;0,08792125;0,003630125
2743;0,171715;0,035581;0,24039;0,01500095
2744;0,37495;0,06297075;0,4139825;0,028210425
2745;0,5439975;0,0831345;0,569715;0,0517815
2746;0,63239;0,0909905;0,658445;0,83273
2747;0,342915;0,104325;0,6945625;0,943395
2748;0,081928;0,1054775;0,6954975;0,9223575
2749;0,200176;0,1133025;0,6669875;0,4319875
2750;0,7695975;0,08553025;0,58954;0,4679575
2751;0,1227805;0,0579085;0,4733475;0,202035
2752;0,13111475;0,042773;0,31976;0,0273003
2753;0,014855275;0,02800875;0,159995;0,01013185
2754;0,002322575;0,0088258;0,0383135;0,002022825
2755;0;0,000221195;0,0003867;0
2756;0;0;0;0
2757;0;0;0;0
2758;0;0;0;0
2759;0;0;0;0
2760;0;0;0;0
2761;0;0;0;0
2762;0;0;0;0
2763;0;0;0;0
2764;0;0;0;0
2765;0,013654525;0;0;0,003378368
2766;0,092755;0,0246378;0,0097187;0,0776175
2767;0,269324;0,015578875;0,028123;0,31955
2768;0,53304;0,08408225;0,050936;0,4394175
2769;0,5557575;0,13209225;0,07540925;0,426885
2770;0,4038725;0,2501225;0,08197075;0,528165
2771;0,484165;0,23537;0,084757;0,5046075
2772;0,1725775;0,3692075;0,080791;0,509995
2773;0,207535;0,2640925;0,08490875;0,38027925
2774;0,2545475;0,2407775;0,07118175;0,3155825
2775;0,1366575;0,2833375;0,06071775;0,035971
2776;0,0855065;0,20272;0,04320125;0,01801485
2777;0,07801975;0,12596775;0,0256645;0,008842925
2778;0,012554075;0,037979;0,007190025;0,00163569
2779;0,000224957;0,001436455;0,000147983;0
2780;0;0;0;0
2781;0;0;0;0
2782;0;0;0;0
2783;0;0;0;0
2784;0;0;0;0
2785;0;0;0;0
2786;0;0;0;0
2787;0;0;0;0
2788;0;0;0;0
2789;0;0,007955585;0;0
2790;0,024862075;0,09512475;0,0511715;0,0522805
2791;0,06559525;0,2817275;0,08440675;0,12021375
2792;0,1151325;0,480195;0,144455;0,1741125
2793;0,141805;0,6592625;0,175175;0,2528475
2794;0,179405;0,7748;0,1904125;0,29022
2795;0,2085475;0,8304975;0,225535;0,348135
2796;0,2115025;0,832985;0,2082625;0,3894575
2797;0,23697;0,789515;0,18147;0,3510875
2798;0,228565;0,696465;0,15699;0,3042125
2799;0,1741525;0,54587;0,16584;0,2659175
2800;0,12507;0,379665;0,04929075;0,1829075
2801;0,06800725;0,1808175;0,012963075;0,09203275
2802;0,023067;0,051911;0,002271063;0,02830525
2803;0,000424783;0,000865805;0;0,00050865
2804;0;0;0;0
2805;0;0;0;0
2806;0;0;0;0
2807;0;0;0;0
2808;0;0;0;0
2809;0;0;0;0
2810;0;0;0;0
2811;0;0;0;0
2812;0;0;0;0
2813;0;0,007778275;0;0,01303595
2814;0,05086175;0,08596025;0,0169919;0,0752125
2815;0,1064025;0,255465;0,014759025;0,162317
2816;0,1567285;0,41942;0,06091275;0,25322
2817;0,21646;0,5507425;0,1896175;0,3532775
2818;0,1834025;0,657015;0,2747925;0,4156175
2819;0,242855;0,70988;0,25461;0,4194675
2820;0,272185;0,7002325;0,3049775;0,4303275
2821;0,2795125;0,6650725;0,287625;0,368795
2822;0,2353625;0,58033;0,3002175;0,313395
2823;0,174795;0,4565875;0,21901725;0,2245475
2824;0,12554275;0,3090775;0,1223315;0,14002975
2825;0,05548775;0,153;0,07738725;0,0609355
2826;0,0234345;0,04135775;0,02818425;0,011093925
2827;0,001056415;0,000608268;0,00100938;0,000190843
2828;0;0;0;0
2829;0;0;0;0
2830;0;0;0;0
2831;0;0;0;0
2832;0;0;0;0
2833;0;0;0;0
2834;0;0;0;0
2835;0;0;0;0
2836;0;0;0;0
2837;0;0,0143284;0;0,012759025
2838;0,02020345;0,09039475;0,021745725;0,0657975
2839;0,05557025;0,240435;0,05727225;0,1555825
2840;0,08366975;0,413635;0,09724875;0,247175
2841;0,10974925;0,5648075;0,127275;0,30982
2842;0,11393;0,6534425;0,1461625;0,36516
2843;0,131805;0,707595;0,138485;0,4011675
2844;0,1282575;0,7489925;0,123105;0,4040225
2845;0,10437925;0,7124325;0,1305915;0,41572
2846;0,108405;0,6506125;0,155285;0,3317325
2847;0,07375425;0,5288375;0,09027925;0,24954
2848;0,053347;0,367275;0,06924325;0,1752775
2849;0,03444975;0,1844725;0,027127;0,10002
2850;0,0136389;0,052045;0,008865025;0,034730425
2851;0,00033143;0,001523775;0,000291237;0,000409865
2852;0;0;0;0
2853;0;0;0;0
2854;0;0;0;0
2855;0;0;0;0
2856;0;0;0;0
2857;0;0;0;0
2858;0;0;0;0
2859;0;0;0;0
2860;0;0;0;0
2861;0;0,017759325;0,011633425;0,015133025
2862;0,014365475;0,09964225;0,097152;0,08226125
2863;0,04915875;0,2728025;0,2445825;0,17493
2864;0,07788475;0,475305;0,4237825;0,2545525
2865;0,09705625;0,62592;0,542925;0,3393
2866;0,118185;0,73162;0,5882425;0,40077
2867;0,1279875;0,78374;0,64553;0,4113925
2868;0,1109775;0,7697;0,582605;0,3877725
2869;0,100293;0,726325;0,5666575;0,4088945
2870;0,09648025;0,671395;0,514415;0,3113
2871;0,0652755;0,532455;0,4005575;0,181825
2872;0,046645;0,3603475;0,2744575;0,1425925
2873;0,02623;0,1803775;0,157675;0,0836825
2874;0,007248025;0,05096125;0,043761;0,02799145
2875;0,00026737;0,001356838;0,000810607;0,00043153
2876;0;0;0;0
2877;0;0;0;0
2878;0;0;0;0
2879;0;0;0;0
2880;0;0;0;0
2881;0;0;0;0
2882;0;0;0;0
2883;0;0;0;0
2884;0;0;0;0
2885;0,020246175;0,01662215;0,014763575;0,022442325
2886;0,107271;0,10016725;0,091338;0,115689
2887;0,2973075;0,2585575;0,2369975;0,3062925
2888;0,5178375;0,4413925;0,3867675;0,528615
2889;0,6921425;0,59621;0,522655;0,6737625
2890;0,81106;0,6849675;0,617335;0,790905
2891;0,8644;0,7290175;0,634565;0,855555
2892;0,8672075;0,7337675;0,672205;0,8571175
2893;0,8143725;0,71086;0,5998125;0,811915
2894;0,719275;0,6362475;0,5264975;0,7096375
2895;0,57382;0,5188025;0,4190475;0,554155
