id;wind
0;0,03417525
1;0,03337725
2;0,012131
3;0,02673775
4;0,038689
5;0,038689
6;0,02585225
7;0,04939925
8;0,050607
9;0,2231075
10;0,1995375
11;0,15705
12;0,206335
13;0,25902
14;0,2267275
15;0,410055
16;0,2814225
17;0,25902
18;0,175745
19;0,15705
20;0,15536
21;0,067598
22;0,03337725
23;0,012131
24;0,019213
25;0,10877375
26;0,323055
27;0,350875
28;0,454755
29;0,297105
30;0,315025
31;0,13200025
32;0,10995
33;0,08459
34;0,10391275
35;0,07846975
36;0,143316
37;0,24395
38;0,1176775
39;0,1701625
40;0,1147815
41;0,107533
42;0,05322425
43;0,01788525
44;0,00990165
45;0,00098361
46;0,0002459
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0,000622952
58;0,008043653
59;0,012131
60;0,02142625
61;0,012131
62;0,00377053
63;0,0121585
64;0,06658925
65;0,303055
66;0,3102075
67;0,12965675
68;0,0966665
69;0,1910375
70;0,15705
71;0,15705
72;0,15705
73;0,174045
74;0,297105
75;0,44918
76;0,7382925
77;0,4299525
78;0,1390235
79;0,0616395
80;0,0669945
81;0,038689
82;0,038689
83;0,038689
84;0,07280875
85;0,03521325
86;0,012131
87;0,012131
88;0,01257375
89;0,037361
90;0,038689
91;0,05092925
92;0,038689
93;0,038689
94;0,038689
95;0,04710425
96;0,185045
97;0,3710375
98;0,2733525
99;0,14222
100;0,34098
101;0,2845575
102;0,3794
103;0,212215
104;0,13772825
105;0,07234975
106;0,038689
107;0,038689
108;0,038689
109;0,0601095
110;0,044809
111;0,05322425
112;0,162236
113;0,3329525
114;0,3575925
115;0,14528325
116;0,2386225
117;0,25902
118;0,25902
119;0,30773
120;0,684785
121;0,76721
122;0,76721
123;0,76721
124;0,76721
125;0,5882
126;0,7431125
127;0,7520625
128;0,52023
129;0,2814225
130;0,259915
131;0,4393225
132;0,79207
133;0,9473
134;0,990735
135;0,8891125
136;0,400145
137;0,08846
138;0,038689
139;0,02054075
140;0,01965575
141;0,012131
142;0,009344225
143;0,00098361
144;0,00098361
145;0,000131148
146;0
147;0,000868855
148;0,00098361
149;0,000868855
150;0
151;0,000622952
152;0,000131148
153;0
154;0,000868855
155;0,00098361
156;0,000737707
157;0,00098361
158;0,008043725
159;0,00098361
160;0,00098361
161;0,008043653
162;0,012131
163;0,0320495
164;0,015672
165;0,0355905
166;0,038689
167;0,03786275
168;0,01295725
169;0,012131
170;0,03364275
171;0,01196125
172;0,001330433
173;0,0002459
174;0
175;0
176;3,06E-05
177;0,001138805
178;0,0138754
179;0,03936525
180;0,1019585
181;0,281545
182;0,158389
183;0,044809
184;0,10942625
185;0,15705
186;0,1087425
187;0,08459
188;0,1042535
189;0,31515
190;0,5077075
191;0,7382925
192;0,5466225
193;0,6811475
194;0,76721
195;0,5882
196;0,47705
197;0,2903825
198;0,480385
199;0,518855
200;0,2814225
201;0,3374325
202;0,435245
203;0,5461675
204;0,300305
205;0,15943
206;0,15705
207;0,1087425
208;0,142375
209;0,4378675
210;0,7018
211;0,5882
212;0,56066
213;0,4570925
214;0,27067
215;0,25902
216;0,262155
217;0,479475
218;0,300305
219;0,15943
220;0,206335
221;0,25902
222;0,2318275
223;0,15705
224;0,18609
225;0,5318175
226;0,896805
227;0,9112025
228;0,9722
229;0,9999125
230;1
231;1
232;1
233;1
234;1
235;1
236;0,99841
237;0,8345825
238;0,76721
239;0,76721
240;0,76721
241;0,76721
242;0,76721
243;0,6646225
244;0,773435
245;0,9359675
246;0,94
247;0,8276875
248;0,9912525
249;0,9999425
250;0,9841225
251;0,8276875
252;0,7391125
253;0,3254675
254;0,8621575
255;0,9998375
256;1
257;1
258;1
259;1
260;0,996065
261;0,99475
262;0,99475
263;0,9989525
264;1
265;1
266;0,986075
267;0,8276875
268;0,76721
269;0,6329525
270;0,802145
271;0,3587175
272;0,15943
273;0,15705
274;0,1087425
275;0,04939925
276;0,082295
277;0,122025
278;0,08459
279;0,07311475
280;0,10029025
281;0,23005
282;0,4220025
283;0,14780425
284;0,08459
285;0,044809
286;0,0174395
287;0,001243708
288;0,003398905
289;0,01257375
290;0,04424625
291;0,13531275
292;0,12444275
293;0,224225
294;0,3835825
295;0,33071
296;0,25902
297;0,25902
298;0,25902
299;0,16729
300;0,08459
301;0,08459
302;0,0616395
303;0,038689
304;0,042667
305;0,111272
306;0,4010325
307;0,3329525
308;0,16729
309;0,108293
310;0,3311225
311;0,191935
312;0,1425575
313;0,07770475
314;0,02275425
315;0,012131
316;0,002469958
317;0,00098361
318;0,00062295
319;0,00098361
320;0,002469958
321;0,01178425
322;0,001330433
323;0,000953007
324;3,06E-05
325;0
326;0
327;0,000131148
328;0,00098361
329;0,00098361
330;0,001330433
331;0,0128465
332;0,03806925
333;0,038689
334;0,038689
335;0,038689
336;0,038689
337;0,0639345
338;0,10270425
339;0,28011
340;0,415735
341;0,56066
342;0,595085
343;0,76721
344;0,518525
345;0,2666675
346;0,090464
347;0,038689
348;0,038689
349;0,04939925
350;0,17145325
351;0,60085
352;0,622625
353;0,825415
354;0,99438
355;1
356;1
357;1
358;1
359;0,97425
360;0,8132875
361;0,8766475
362;0,6907525
363;0,2118025
364;0,08459
365;0,13116
366;0,2515425
367;0,25494
368;0,1682675
369;0,3505325
370;0,33071
371;0,25902
372;0,25392
373;0,09840525
374;0,097873
375;0,2382825
376;0,12965675
377;0,0646995
378;0,13772825
379;0,15536
380;0,067598
381;0,038689
382;0,04863425
383;0,08459
384;0,1244425
385;0,1602225
386;0,2558475
387;0,22673
388;0,107535
389;0,05016425
390;0,038689
391;0,07536725
392;0,200755
