id;pv_openfield
1033;0
1034;0
1035;0
1036;0
1037;0
1038;0
1039;0
1040;0,0936615
1041;0,24902
1042;0,35308
1043;0,44551
1044;0,40322
1045;0,35485
1046;0,2948
1047;0,20308
1048;0,07500115
1049;0,000327185
1050;0
1051;0
1052;0
1053;0
1054;0
1055;0
1056;0
1057;0
1058;0
1059;0
1060;0
1061;0
1062;0
1063;0
1064;0,051776
1065;0,13140425
1066;0,20277
1067;0,268364
1068;0,3156025
1069;0,2872075
1070;0,21873
1071;0,130968
1072;0,0455758
1073;0,00026875
1074;0
1075;0
1076;0
1077;0
1078;0
1079;0
1080;0
1081;0
1082;0
1083;0
1084;0
1085;0
1086;0
1087;0
1088;0
1089;0,0048658
1090;0,01368575
1091;0,020114
1092;0,022756
1093;0,360775
1094;0,32053
1095;0,206543
1096;0,081826
1097;0,00038315
1098;0
1099;0
1100;0
1101;0
1102;0
1103;0
1104;0
1105;0
1106;0
1107;0
1108;0
1109;0
1110;0
1111;0
1112;0,01855835
1113;0,062511
1114;0,097167
1115;0,1135375
1116;0,100104
1117;0,0807805
1118;0,05967825
1119;0,02790425
1120;0,0087707
1121;0,000160665
1122;0
1123;0
1124;0
1125;0
1126;0
1127;0
1128;0
1129;0
1130;0
1131;0
1132;0
1133;0
1134;0
1135;0
1136;0,1571255
1137;0,4046975
1138;0,6247425
1139;0,7351525
1140;0,75359
1141;0,712
1142;0,5977175
1143;0,4264625
1144;0,1845875
1145;0,001799055
1146;0
1147;0
1148;0
1149;0
1150;0
1151;0
1152;0
1153;0
1154;0
1155;0
1156;0
1157;0
1158;0
1159;0
1160;0,14200925
1161;0,29373
1162;0,4454325
1163;0,507935
1164;0,50457
1165;0,4697625
1166;0,4476325
1167;0,2894625
1168;0,11733925
1169;0,000627963
1170;0
1171;0
1172;0
1173;0
1174;0
1175;0
1176;0
1177;0
1178;0
1179;0
1180;0
1181;0
1182;0
1183;0
1184;0,024615875
1185;0,07314825
1186;0,1171125
1187;0,0896985
1188;0,10734975
1189;0,1045645
1190;0,11426125
1191;0,06739175
1192;0,0232102
1193;0,000566488
1194;0
1195;0
1196;0
1197;0
1198;0
1199;0
1200;0
1201;0
1202;0
1203;0
1204;0
1205;0
1206;0
1207;0
1208;0,03956275
1209;0,093087
1210;0,136685
1211;0,175695
1212;0,1894325
1213;0,1640725
1214;0,13064475
1215;0,0957345
1216;0,0364965
1217;0,000742468
1218;0
1219;0
1220;0
1221;0
1222;0
1223;0
1224;0
1225;0
1226;0
1227;0
1228;0
1229;0
1230;0
1231;0
1232;0,06423625
1233;0,122112
1234;0,160044
1235;0,19617
1236;0,238
1237;0,24996
1238;0,2380215
1239;0,11318125
1240;0,037041
1241;0,000837978
1242;0
1243;0
1244;0
1245;0
1246;0
1247;0
1248;0
1249;0
1250;0
1251;0
1252;0
1253;0
1254;0
1255;0
1256;0,13518275
1257;0,28994
1258;0,475785
1259;0,50278
1260;0,53757
1261;0,499145
1262;0,405875
1263;0,2782025
1264;0,10412625
1265;0,001024857
1266;0
1267;0
1268;0
1269;0
1270;0
1271;0
1272;0
1273;0
1274;0
1275;0
1276;0
1277;0
1278;0
1279;0
1280;0,1742425
1281;0,3615625
1282;0,4466975
1283;0,5663325
1284;0,5551375
1285;0,4575775
1286;0,397915
1287;0,3031855
1288;0,12797725
1289;0,001025008
1290;0
1291;0
1292;0
1293;0
1294;0
1295;0
1296;0
1297;0
1298;0
1299;0
1300;0
1301;0
1302;0
1303;0
1304;0,040913275
1305;0,08459575
1306;0,13345475
1307;0,1479425
1308;0,1573675
1309;0,1430485
1310;0,1141375
1311;0,08135625
1312;0,03477875
1313;0,0012615
1314;0
1315;0
1316;0
1317;0
1318;0
1319;0
1320;0
1321;0
1322;0
1323;0
1324;0
1325;0
1326;0
1327;0
1328;0,016763875
1329;0,04093275
1330;0,0643765
1331;0,078239
1332;0,0814635
1333;0,07616875
1334;0,06225975
1335;0,04254875
1336;0,01813065
1337;0,00099449
1338;0
1339;0
1340;0
1341;0
1342;0
1343;0
1344;0
1345;0
1346;0
1347;0
1348;0
1349;0
1350;0
1351;0
1352;0,08994385
1353;0,1557425
1354;0,36510575
1355;0,4530225
1356;0,5287775
1357;0,4738525
1358;0,3640075
1359;0,18257425
1360;0,09168175
1361;0,002535715
1362;0
1363;0
1364;0
1365;0
1366;0
1367;0
1368;0
1369;0
1370;0
1371;0
1372;0
1373;0
1374;0
1375;0
1376;0,088022
1377;0,18861
1378;0,2334975
1379;0,2758775
1380;0,26173
1381;0,289415
1382;0,25483325
1383;0,13052075
1384;0,04877
1385;0,00167005
1386;0
1387;0
1388;0
1389;0
1390;0
1391;0
1392;0
1393;0
1394;0
1395;0
1396;0
1397;0
1398;0
1399;0,00791776
1400;0,0756825
1401;0,114253
1402;0,4432325
1403;0,450835
1404;0,5810375
1405;0,5216125
1406;0,449975
1407;0,301225
1408;0,1657125
1409;0,0050019
1410;0
1411;0
1412;0
1413;0
1414;0
1415;0
1416;0
1417;0
1418;0
1419;0
1420;0
1421;0
1422;0
1423;0,002696525
1424;0,092823
1425;0,1879895
1426;0,2373225
1427;0,353005
1428;0,3523855
1429;0,32821
1430;0,2936035
1431;0,18939975
1432;0,086441
1433;0,002486175
1434;0
1435;0
1436;0
1437;0
1438;0
1439;0
1440;0
1441;0
1442;0
1443;0
1444;0
1445;0
1446;0
1447;0
1448;0,04594125
1449;0,0728655
1450;0,0767085
1451;0,1181625
1452;0,1496275
1453;0,11448925
1454;0,09890125
1455;0,07335125
1456;0,0435695
1457;0,003967438
1458;0
1459;0
1460;0
1461;0
1462;0
1463;0
1464;0
1465;0
1466;0
1467;0
1468;0
1469;0
1470;0
1471;0,012830175
1472;0,085253
1473;0,2012575
1474;0,270715
1475;0,260255
1476;0,2115875
1477;0,17054
1478;0,1552125
1479;0,10425475
1480;0,04551925
1481;0,00229566
1482;0
1483;0
1484;0
1485;0
1486;0
1487;0
1488;0
1489;0
1490;0
1491;0
1492;0
1493;0
1494;0
1495;0
1496;0,08705425
1497;0,300035
1498;0,46383
1499;0,41749
1500;0,4061025
1501;0,40489
1502;0,5340375
1503;0,08343525
1504;0,101864
1505;0,014046993
1506;0
1507;0
1508;0
1509;0
1510;0
1511;0
1512;0
1513;0
1514;0
1515;0
1516;0
1517;0
1518;0
1519;0,041845825
1520;0,17353
1521;0,3540125
1522;0,3554
1523;0,49506
1524;0,4595925
1525;0,4479
1526;0,3916925
1527;0,3207775
1528;0,12892775
1529;0,003293945
1530;0
1531;0
1532;0
1533;0
1534;0
1535;0
1536;0
1537;0
1538;0
1539;0
1540;0
1541;0
1542;0
1543;0,0188254
1544;0,06847675
1545;0,11443625
1546;0,10981175
1547;0,1641325
1548;0,2334575
1549;0,2074625
1550;0,1835225
1551;0,10495075
1552;0,0463745
1553;0,002801283
1554;0
1555;0
1556;0
1557;0
1558;0
1559;0
1560;0
1561;0
1562;0
1563;0
1564;0
1565;0
1566;0
1567;0
1568;0,011205725
1569;0,0275735
1570;0,0428085
1571;0,05391325
1572;0,0535195
1573;0,0513825
1574;0,03882225
1575;0,025471
1576;0,01237245
1577;0,001699705
1578;0
1579;0
1580;0
1581;0
1582;0
1583;0
1584;0
1585;0
1586;0
1587;0
1588;0
1589;0
1590;0
1591;0
1592;0,009585175
1593;0,03689575
1594;0,04885925
1595;0,05228225
1596;0,0347985
1597;0,54666
1598;0,5008025
1599;0,3738475
1600;0,2018575
1601;0,024160715
1602;0
1603;0
1604;0
1605;0
1606;0
1607;0
1608;0
1609;0
1610;0
1611;0
1612;0
1613;0
1614;0
1615;0
1616;0,007104275
1617;0,01769775
1618;0,02698125
1619;0,033507
1620;0,0347125
1621;0,4735325
1622;0,411695
1623;0,29222
1624;0,166575
1625;0,0170171
1626;0
1627;0
1628;0
1629;0
1630;0
1631;0
1632;0
1633;0
1634;0
1635;0
1636;0
1637;0
1638;0
1639;0
1640;0,0110008
1641;0,0295805
1642;0,03747675
1643;0,03503225
1644;0,0360065
1645;0,531235
1646;0,4614475
1647;0,3504825
1648;0,1874075
1649;0,0486327
1650;0
1651;0
1652;0
1653;0
1654;0
1655;0
1656;0
1657;0
1658;0
1659;0
1660;0
1661;0
1662;0
1663;0
1664;0,0257755
1665;0,05868075
1666;0,06311325
1667;0,07598
1668;0,11806
1669;0,153435
1670;0,165465
1671;0,18606525
1672;0,0867145
1673;0,01597495
1674;0
1675;0
1676;0
1677;0
1678;0
1679;0
1680;0
1681;0
1682;0
1683;0
1684;0
1685;0
1686;0
1687;0,0470755
1688;0,1447675
1689;0,2757225
1690;0,3286
1691;0,34199
1692;0,3493325
1693;0,308245
1694;0,2579225
1695;0,176412
1696;0,1006945
1697;0,0270575
1698;3,30E-05
1699;0
1700;0
1701;0
1702;0
1703;0
1704;0
1705;0
1706;0
1707;0
1708;0
1709;0
1710;0
1711;0,05088
1712;0,06025925
1713;0,13464825
1714;0,13755125
1715;0,3028075
1716;0,3348
1717;0,2721275
1718;0,460475
1719;0,389075
1720;0,3410425
1721;0,09424425
1722;0,00044205
1723;0
1724;0
1725;0
1726;0
1727;0
1728;0
1729;0
1730;0
1731;0
1732;0
1733;0
1734;0
1735;0
1736;0,0138635
1737;0,06604175
1738;0,08055075
1739;0,433505
1740;0,4515775
1741;0,2312175
1742;0,43215
1743;0,463345
1744;0,2884825
1745;0,084025
1746;0,001105275
1747;0
1748;0
1749;0
1750;0
1751;0
1752;0
1753;0
1754;0
1755;0
1756;0
1757;0
1758;0
1759;0,03250625
1760;0,084968
1761;0,17725
1762;0,2141875
1763;0,23608
1764;0,2358125
1765;0,2430625
1766;0,18229
1767;0,168675
1768;0,08923575
1769;0,023704
1770;0,00018285
1771;0
1772;0
1773;0
1774;0
1775;0
1776;0
1777;0
1778;0
1779;0
1780;0
1781;0
1782;0
1783;0,05523325
1784;0,1623265
1785;0,27509
1786;0,3102625
1787;0,387075
1788;0,392495
1789;0,3542925
1790;0,3322125
1791;0,222782
1792;0,14948
1793;0,050159
1794;0,000236365
1795;0
1796;0
1797;0
1798;0
1799;0
1800;0
1801;0
1802;0
1803;0
1804;0
1805;0
1806;0
1807;0,09593925
1808;0,235605
1809;0,378595
1810;0,5166625
1811;0,5087575
1812;0,570335
1813;0,5847175
1814;0,533355
1815;0,4039075
1816;0,2729925
1817;0,08130425
1818;0,000461925
1819;0
1820;0
1821;0
1822;0
1823;0
1824;0
1825;0
1826;0
1827;0
1828;0
1829;0
1830;0
1831;0,10134425
1832;0,287525
1833;0,4441175
1834;0,4879425
1835;0,534005
1836;0,65594
1837;0,62001
1838;0,43035
1839;0,3534125
1840;0,231155
1841;0,08046225
1842;0,0007088
1843;0
1844;0
1845;0
1846;0
1847;0
1848;0
1849;0
1850;0
1851;0
1852;0
1853;0
1854;0
1855;0,1062055
1856;0,2497125
1857;0,3708925
1858;0,4659125
1859;0,5269725
1860;0,51271375
1861;0,4667125
1862;0,4127525
1863;0,31815
1864;0,18523
1865;0,055102
1866;0,0002869
1867;0
1868;0
1869;0
1870;0
1871;0
1872;0
1873;0
1874;0
1875;0
1876;0
1877;0
1878;0
1879;0,121418
1880;0,286065
1881;0,43249
1882;0,5578925
1883;0,6251925
1884;0,6411925
1885;0,600205
1886;0,504675
1887;0,37508
1888;0,2238475
1889;0,074826175
1890;0,000418318
1891;0
1892;0
1893;0
1894;0
1895;0
1896;0
1897;0
1898;0
1899;0
1900;0
1901;0
1902;0
1903;0,03886925
1904;0,105924
1905;0,2096525
1906;0,22887
1907;0,2538525
1908;0,261605
1909;0,327235
1910;0,227585
1911;0,142765
1912;0,08507925
1913;0,029664625
1914;0,00037275
1915;0
1916;0
1917;0
1918;0
1919;0
1920;0
1921;0
1922;0
1923;0
1924;0
1925;0
1926;0
1927;0,01275935
1928;0,073272
1929;0,1732125
1930;0,154395
1931;0,1636775
1932;0,1988725
1933;0,1462525
1934;0,11684175
1935;0,08572625
1936;0,080605
1937;0,04691675
1938;0,00095076
1939;0
1940;0
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0,004062175
1951;0,122911
1952;0,254505
1953;0,2857925
1954;0,42275
1955;0,162195
1956;0,08271875
1957;0,22089375
1958;0,11088225
1959;0,068458
1960;0,01436535
1961;0,02905225
1962;0,00051723
1963;0
1964;0
1965;0
1966;0
1967;0
1968;0
1969;0
1970;0
1971;0
1972;0
1973;0
1974;0
1975;0,06354725
1976;0,14747
1977;0,2287375
1978;0,339725
1979;0,4053325
1980;0,39599
1981;0,358065
1982;0,2498575
1983;0,149035
1984;0,08750025
1985;0,030666725
1986;0,000551225
1987;0
1988;0
1989;0
1990;0
1991;0
1992;0
1993;0
1994;0
1995;0
1996;0
1997;0
1998;0
1999;0,009408975
2000;0,0275205
2001;0,04589
2002;0,05923275
2003;0,0670795
2004;0,0728045
2005;0,06137325
2006;0,05338375
2007;0,04262625
2008;0,02214175
2009;0,005289615
2010;0
2011;0
2012;0
2013;0
2014;0
2015;0
2016;0
2017;0
2018;0
2019;0
2020;0
2021;0
2022;0,002563353
2023;0,12079275
2024;0,256865
2025;0,39987
2026;0,4523825
2027;0,5476275
2028;0,514435
2029;0,497415
2030;0,41276
2031;0,3295875
2032;0,1932675
2033;0,07234325
2034;0,00085045
2035;0
2036;0
2037;0
2038;0
2039;0
2040;0
2041;0
2042;0
2043;0
2044;0
2045;0
2046;0
2047;0,01874845
2048;0,04764725
2049;0,0744995
2050;0,09678775
2051;0,1113725
2052;0,113757
2053;0,11436
2054;0,09979425
2055;0,0768675
2056;0,046949
2057;0,020342975
2058;0,000692058
2059;0
2060;0
2061;0
2062;0
2063;0
2064;0
2065;0
2066;0
2067;0
2068;0
2069;0
2070;0,002427083
2071;0,09955475
2072;0,21571325
2073;0,293455
2074;0,369525
2075;0,447555
2076;0,3915175
2077;0,371565
2078;0,3383375
2079;0,2212175
2080;0,12502075
2081;0,052412
2082;0,000906383
2083;0
2084;0
2085;0
2086;0
2087;0
2088;0
2089;0
2090;0
2091;0
2092;0
2093;0
2094;0,012034163
2095;0,165088
2096;0,3412825
2097;0,514385
2098;0,6681075
2099;0,71772
2100;0,74568
2101;0,681875
2102;0,5782225
2103;0,4158525
2104;0,23895
2105;0,085561
2106;0,001470125
2107;0
2108;0
2109;0
2110;0
2111;0
2112;0
2113;0
2114;0
2115;0
2116;0
2117;0
2118;0,026597375
2119;0,1447775
2120;0,3474525
2121;0,497035
2122;0,623975
2123;0,66352
2124;0,65628
2125;0,625695
2126;0,488735
2127;0,3597825
2128;0,21295
2129;0,085642
2130;0,001373125
2131;0
2132;0
2133;0
2134;0
2135;0
2136;0
2137;0
2138;0
2139;0
2140;0
2141;0
2142;0,030003225
2143;0,1745525
2144;0,38021
2145;0,5536825
2146;0,707665
2147;0,7926675
2148;0,7854275
2149;0,71691
2150;0,626065
2151;0,460755
2152;0,2941225
2153;0,11774125
2154;0,004321645
2155;0
2156;0
2157;0
2158;0
2159;0
2160;0
2161;0
2162;0
2163;0
2164;0
2165;0
2166;0,005587925
2167;0,03402525
2168;0,0748865
2169;0,1097145
2170;0,1377
2171;0,148715
2172;0,154185
2173;0,152415
2174;0,1287025
2175;0,0953885
2176;0,06149625
2177;0,0262405
2178;0,001154395
2179;0
2180;0
2181;0
2182;0
2183;0
2184;0
2185;0
2186;0
2187;0
2188;0
2189;0
2190;0
2191;0,010584925
2192;0,03266075
2193;0,048187
2194;0,060797
2195;0,073754
2196;0,07984025
2197;0,07898525
2198;0,06543075
2199;0,05080725
2200;0,03060175
2201;0,0124674
2202;0,000864438
2203;0
2204;0
2205;0
2206;0
2207;0
2208;0
2209;0
2210;0
2211;0
2212;0
2213;0
2214;0,04106375
2215;0,1999925
2216;0,4217125
2217;0,6118425
2218;0,7396875
2219;0,8013675
2220;0,8177675
2221;0,7644775
2222;0,68323
2223;0,538765
2224;0,34121
2225;0,141732
2226;0,007739525
2227;0
2228;0
2229;0
2230;0
2231;0
2232;0
2233;0
2234;0
2235;0
2236;0
2237;0
2238;0
2239;0,023593125
2240;0,05430825
2241;0,12813775
2242;0,25615
2243;0,3853725
2244;0,350745
2245;0,36193
2246;0,37027
2247;0,27668
2248;0,1945575
2249;0,0894665
2250;0,00383274
2251;0
2252;0
2253;0
2254;0
2255;0
2256;0
2257;0
2258;0
2259;0
2260;0
2261;0
2262;0,03915875
2263;0,1606375
2264;0,3265775
2265;0,4590725
2266;0,5564975
2267;0,5992725
2268;0,602955
2269;0,576995
2270;0,507605
2271;0,3854025
2272;0,25115225
2273;0,10659525
2274;0,005888245
2275;0
2276;0
2277;0
2278;0
2279;0
2280;0
2281;0
2282;0
2283;0
2284;0
2285;0
2286;0,015192925
2287;0,0687525
2288;0,085437
2289;0,031457
2290;0,03356225
2291;0,03869975
2292;0,25275975
2293;0,4387025
2294;0,738235
2295;0,4564075
