id;wind
0;0,065541
1;0,038689
2;0,01959675
3;0,03786275
4;0,038689
5;0,038689
6;0,034705
7;0,07005475
8;0,066833
9;0,2704625
10;0,21313
11;0,15705
12;0,2471225
13;0,33743
14;0,254195
15;0,49937
16;0,32023
17;0,33295
18;0,1927375
19;0,15705
20;0,1568075
21;0,0717445
22;0,02629525
23;0,012131
24;0,0214935
25;0,13814
26;0,3531125
27;0,3710375
28;0,5322325
29;0,38553
30;0,3732775
31;0,13370025
32;0,1159875
33;0,08459
34;0,10995025
35;0,07923475
36;0,1738625
37;0,25732
38;0,13437075
39;0,15705
40;0,11461925
41;0,14634
42;0,05628425
43;0,015672
44;0,002469958
45;0,000868855
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0,000868855
58;0,008043653
59;0,01295725
60;0,03786275
61;0,02452475
62;0,00469958
63;0,01481425
64;0,09663475
65;0,43325
66;0,40752
67;0,19933
68;0,15705
69;0,2471225
70;0,226725
71;0,25902
72;0,204635
73;0,1876375
74;0,3374325
75;0,52033
76;0,86571
77;0,50067
78;0,16676825
79;0,08459
80;0,07234975
81;0,038689
82;0,038689
83;0,038995
84;0,0896775
85;0,04046475
86;0,012131
87;0,012131
88;0,01443275
89;0,03860025
90;0,040117
91;0,079796
92;0,035011
93;0,038689
94;0,038689
95;0,05117075
96;0,22044
97;0,45182
98;0,3019875
99;0,16974
100;0,4143675
101;0,37328
102;0,44918
103;0,238935
104;0,13772825
105;0,07540975
106;0,038689
107;0,038689
108;0,038689
109;0,07234975
110;0,08459
111;0,08459
112;0,180885
113;0,362075
114;0,3732775
115;0,14819275
116;0,3069925
117;0,3892575
118;0,2632
119;0,3144275
120;0,786535
121;0,94
122;0,94
123;0,8334475
124;0,76721
125;0,6673775
126;0,76721
127;0,7520625
128;0,52023
129;0,2610275
130;0,26126
131;0,428525
132;0,81918
133;0,9838
134;0,99475
135;0,927015
136;0,394935
137;0,07898225
138;0,038689
139;0,01788525
140;0,012131
141;0,00469958
142;0,00098361
143;0,00098361
144;0,000786888
145;0
146;0
147;0,000622952
148;0,00098361
149;0,00037705
150;0
151;0,000622952
152;0,000131148
153;0
154;0,000868855
155;0,00098361
156;0,000655737
157;0,00098361
158;0,008043725
159;0,00098361
160;0,00098361
161;0,008043653
162;0,01295725
163;0,03786275
164;0,038689
165;0,038689
166;0,038689
167;0,038689
168;0,02452475
169;0,0355905
170;0,038689
171;0,012885225
172;0,000953007
173;3,06E-05
174;0
175;0
176;0,000131148
177;0,001057932
178;0,0228218
179;0,05322425
180;0,1544955
181;0,410055
182;0,23668
183;0,06618875
184;0,13048
185;0,2471225
186;0,170645
187;0,10270425
188;0,14079
189;0,4422375
190;0,6260675
191;0,8977625
192;0,624545
193;0,7431125
194;0,76721
195;0,7520625
196;0,534165
197;0,37776
198;0,53279
199;0,518855
200;0,271225
201;0,362075
202;0,54115
203;0,5554575
204;0,31615
205;0,15943
206;0,15705
207;0,112365
208;0,14079
209;0,4422375
210;0,7431125
211;0,663935
212;0,56066
213;0,4126
214;0,2423
215;0,25902
216;0,2485375
217;0,5581125
218;0,32992
219;0,15943
220;0,18594
221;0,25902
222;0,2114325
223;0,15705
224;0,18174
225;0,5688975
226;0,976405
227;0,9504025
228;0,9923975
229;1
230;1
231;1
232;1
233;1
234;1
235;1
236;0,9989775
237;0,7563625
238;0,622625
239;0,8564875
240;0,6742625
241;0,6122975
242;0,76721
243;0,5882
244;0,7144725
245;0,956185
246;0,94
247;0,8421475
248;0,9923675
249;1
250;0,9895
251;0,8334475
252;0,717255
253;0,2721225
254;0,8545425
255;1
256;1
257;1
258;1
259;1
260;0,9973775
261;0,99475
262;0,9948375
263;0,9997375
264;1
265;1
266;0,9909
267;0,8334475
268;0,6398375
269;0,5654775
270;0,7780475
271;0,289815
272;0,112365
273;0,08459
274;0,082754
275;0,03976
276;0,07234975
277;0,08459
278;0,08459
279;0,05414225
280;0,10013725
281;0,23692
282;0,42524
283;0,1326715
284;0,08459
285;0,044809
286;0,013814275
287;0,0007541
288;0,00098361
289;0,007114803
290;0,0410275
291;0,13893425
292;0,12806525
293;0,22557
294;0,38672
295;0,3262275
296;0,240325
297;0,2769425
298;0,362075
299;0,1706875
300;0,08459
301;0,08459
302;0,0616395
303;0,038689
304;0,042667
305;0,113652
306;0,467345
307;0,351925
308;0,170645
309;0,16736
310;0,39262
311;0,19946
312;0,148595
313;0,080612
314;0,019836
315;0,00098361
316;0,00098361
317;0,00098361
318;0,00037705
319;0,000868855
320;0,00098361
321;0,005256878
322;0,00098361
323;0,000786888
324;0
325;0
326;0
327;0
328;0,000868855
329;0,00098361
330;0,00098361
331;0,01525675
332;0,05398925
333;0,038689
