;Hard_coal_2020;Hard_coal_2025;Hard_coal_2030;Hard_coal_2035;Hard_coal_2040;Hard_coal_2045;Hard_coal_2050
232;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
233;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
234;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
235;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
236;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
237;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
238;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
239;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
240;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
241;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
242;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
243;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
244;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
245;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
246;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
247;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
248;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
249;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
250;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
251;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
252;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
253;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
254;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
255;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
256;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
257;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
258;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
259;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
260;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
261;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
262;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
263;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
264;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
265;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
266;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
267;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
268;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
269;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
270;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
271;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
272;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
273;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
274;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
275;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
276;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
277;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
278;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
279;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
280;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
281;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
282;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
283;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
284;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
285;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
286;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
287;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
288;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
289;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
290;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
291;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
292;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
293;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
294;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
295;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
296;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
297;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
298;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
299;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
300;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
301;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
302;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
303;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
304;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
305;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
306;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
307;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
308;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
309;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
310;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
311;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
312;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
313;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
314;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
315;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
316;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
317;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
318;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
319;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
320;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
321;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
322;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
323;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
324;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
325;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
326;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
327;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
328;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
329;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
330;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
331;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
332;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
333;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
334;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
335;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
336;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
337;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
338;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
339;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
340;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
341;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
342;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
343;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
344;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
345;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
346;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
347;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
348;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
349;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
350;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
351;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
352;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
353;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
354;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
355;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
356;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
357;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
358;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
359;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
360;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
361;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
362;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
363;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
364;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
365;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
366;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
367;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
368;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
369;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
370;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
371;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
372;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
373;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
374;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
375;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
376;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
377;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
378;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
379;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000
