;CO2_2020;CO2_2025;CO2_2030;CO2_2035;CO2_2040;CO2_2045;CO2_2050
1943;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1944;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1945;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1946;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1947;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1948;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1949;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1950;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1951;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1952;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1953;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1954;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1955;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1956;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1957;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1958;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1959;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1960;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1961;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1962;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1963;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1964;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1965;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1966;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1967;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1968;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1969;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1970;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1971;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1972;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1973;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1974;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1975;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1976;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1977;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1978;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1979;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1980;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1981;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1982;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1983;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1984;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1985;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1986;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1987;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1988;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1989;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1990;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1991;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1992;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1993;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1994;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1995;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1996;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1997;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1998;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
1999;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2000;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2001;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2002;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2003;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2004;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2005;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2006;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2007;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2008;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2009;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2010;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2011;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2012;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2013;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2014;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2015;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2016;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2017;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2018;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2019;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2020;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2021;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2022;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2023;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2024;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2025;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2026;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2027;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2028;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2029;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2030;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2031;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2032;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2033;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2034;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2035;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2036;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2037;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2038;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2039;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2040;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2041;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2042;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2043;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2044;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2045;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2046;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2047;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2048;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2049;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2050;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2051;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2052;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2053;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2054;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2055;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2056;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2057;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2058;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2059;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2060;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2061;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2062;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2063;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2064;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2065;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2066;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2067;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2068;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2069;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2070;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2071;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2072;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2073;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2074;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2075;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2076;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2077;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2078;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2079;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2080;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2081;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2082;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2083;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2084;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2085;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2086;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2087;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2088;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2089;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2090;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2091;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2092;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2093;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2094;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2095;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2096;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2097;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2098;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2099;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2100;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2101;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2102;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2103;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2104;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2105;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2106;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2107;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2108;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2109;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2110;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2111;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2112;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2113;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2114;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2115;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2116;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2117;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2118;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2119;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2120;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2121;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2122;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2123;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2124;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2125;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2126;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2127;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2128;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2129;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2130;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2131;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2132;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2133;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2134;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2135;0,058296;0,07646;0,1103;0,12912;0,14592;0,15678;0,16728
2136;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2137;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2138;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2139;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2140;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2141;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2142;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2143;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2144;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2145;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2146;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2147;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2148;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2149;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2150;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2151;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2152;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2153;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2154;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2155;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2156;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2157;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2158;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2159;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2160;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2161;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2162;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2163;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2164;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2165;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2166;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2167;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2168;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2169;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2170;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2171;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2172;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2173;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2174;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2175;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2176;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2177;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2178;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2179;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2180;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2181;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2182;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2183;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2184;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2185;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2186;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2187;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2188;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2189;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2190;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2191;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2192;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2193;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2194;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2195;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2196;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2197;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2198;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2199;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2200;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2201;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2202;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2203;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2204;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2205;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2206;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2207;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2208;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2209;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2210;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2211;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2212;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2213;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2214;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2215;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2216;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2217;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2218;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2219;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2220;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2221;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2222;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2223;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2224;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2225;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2226;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2227;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2228;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2229;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2230;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2231;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2232;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2233;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2234;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2235;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2236;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2237;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2238;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2239;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2240;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2241;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2242;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2243;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2244;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2245;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2246;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2247;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2248;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2249;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2250;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2251;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2252;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2253;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2254;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2255;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2256;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2257;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2258;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2259;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2260;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2261;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2262;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2263;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2264;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2265;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2266;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2267;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2268;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2269;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2270;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2271;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2272;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2273;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2274;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2275;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2276;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2277;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2278;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2279;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2280;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2281;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2282;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2283;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2284;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2285;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2286;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2287;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2288;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2289;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2290;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2291;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2292;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2293;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2294;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2295;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2296;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2297;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2298;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2299;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2300;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2301;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2302;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2303;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2304;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2305;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2306;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2307;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2308;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
2309;0,058094;0,07632;0,11116;0,1294;0,1462;0,15696;0,16745
