;CO2_2020;CO2_2025;CO2_2030;CO2_2035;CO2_2040;CO2_2045;CO2_2050
58;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
59;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
60;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
61;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
62;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
63;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
64;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
65;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
66;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
67;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
68;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
69;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
70;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
71;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
72;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
73;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
74;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
75;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
76;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
77;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
78;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
79;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
80;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
81;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
82;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
83;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
84;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
85;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
86;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
87;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
88;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
89;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
90;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
91;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
92;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
93;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
94;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
95;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
96;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
97;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
98;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
99;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
100;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
101;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
102;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
103;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
104;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
105;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
106;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
107;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
108;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
109;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
110;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
111;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
112;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
113;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
114;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
115;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
116;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
117;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
118;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
119;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
120;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
121;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
122;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
123;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
124;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
125;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
126;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
127;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
128;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
129;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
130;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
131;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
132;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
133;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
134;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
135;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
136;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
137;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
138;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
139;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
140;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
141;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
142;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
143;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
144;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
145;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
146;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
147;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
148;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
149;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
150;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
151;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
152;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
153;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
154;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
155;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
156;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
157;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
158;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
159;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
160;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
161;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
162;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
163;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
164;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
165;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
166;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
167;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
168;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
169;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
170;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
171;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
172;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
173;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
174;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
175;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
176;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
177;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
178;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
179;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
180;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
181;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
182;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
183;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
184;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
185;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
186;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
187;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
188;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
189;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
190;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
191;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
192;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
193;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
194;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
195;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
196;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
197;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
198;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
199;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
200;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
201;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
202;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
203;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
204;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
205;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
206;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
207;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
208;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
209;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
210;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
211;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
212;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
213;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
214;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
215;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
216;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
217;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
218;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
219;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
220;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
221;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
222;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
223;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
224;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
225;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
226;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
227;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
228;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
229;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
230;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
231;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
232;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
233;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
234;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
235;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
236;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
237;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
238;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
239;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
240;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
241;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
242;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
243;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
244;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
245;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
246;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
247;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
248;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
249;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
250;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
251;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
252;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
253;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
254;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
255;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
256;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
257;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
258;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
259;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
260;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
261;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
262;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
263;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
264;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
265;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
266;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
267;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
268;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
269;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
270;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
271;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
272;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
273;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
274;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
275;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
276;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
277;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
278;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
279;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
280;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
281;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
282;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
283;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
284;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
285;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
286;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
287;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
288;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
289;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
290;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
291;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
292;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
293;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
294;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
295;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
296;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
297;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
298;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
299;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
300;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
301;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
302;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
303;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
304;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
305;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
306;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
307;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
308;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
309;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
310;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
311;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
312;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
313;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
314;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
315;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
316;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
317;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
318;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
319;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
320;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
321;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
322;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
323;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
324;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
325;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
326;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
327;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
328;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
329;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
330;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
331;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
332;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
333;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
334;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
335;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
336;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
337;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
338;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
339;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
340;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
341;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
342;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
343;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
344;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
345;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
346;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
347;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
348;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
349;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
350;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
351;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
352;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
353;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
354;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
355;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
356;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
357;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
358;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
359;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
360;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
361;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
362;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
363;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
364;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
365;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
366;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
367;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
368;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
369;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
370;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
371;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
372;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
373;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
374;0,0587;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694
