id;gas_2020;gas_2025;gas_2030;gas_2035;gas_2040;gas_2045;gas_2050
2134;38,472;34,98;22,9;22,56;22,56;20,11;17,52
2135;38,472;34,98;22,9;22,56;22,56;20,11;17,52
2136;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2137;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2138;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2139;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2140;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2141;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2142;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2143;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2144;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2145;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2146;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2147;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2148;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2149;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2150;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2151;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2152;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2153;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2154;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2155;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2156;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2157;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2158;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2159;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2160;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2161;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2162;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2163;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2164;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2165;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2166;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2167;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2168;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2169;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2170;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2171;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2172;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2173;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2174;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2175;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2176;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2177;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2178;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2179;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2180;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2181;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2182;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2183;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2184;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2185;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2186;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2187;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2188;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2189;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2190;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2191;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2192;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2193;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2194;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2195;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2196;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2197;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2198;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2199;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2200;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2201;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2202;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2203;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2204;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2205;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2206;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2207;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2208;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2209;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2210;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2211;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2212;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2213;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2214;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2215;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2216;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2217;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2218;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2219;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2220;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2221;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2222;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2223;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2224;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2225;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2226;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2227;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2228;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2229;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2230;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2231;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2232;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2233;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2234;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2235;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2236;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2237;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2238;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2239;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2240;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2241;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2242;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2243;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2244;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2245;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2246;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2247;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2248;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2249;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2250;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2251;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2252;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2253;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2254;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2255;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2256;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2257;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2258;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2259;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2260;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2261;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2262;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2263;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2264;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2265;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2266;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2267;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2268;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2269;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2270;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2271;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2272;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2273;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2274;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2275;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2276;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2277;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2278;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2279;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2280;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2281;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2282;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2283;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2284;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2285;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2286;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2287;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2288;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2289;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2290;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2291;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2292;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2293;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2294;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2295;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2296;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2297;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2298;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2299;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2300;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2301;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2302;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2303;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2304;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2305;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2306;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2307;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2308;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2309;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2310;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2311;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2312;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2313;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2314;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2315;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2316;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2317;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2318;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2319;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2320;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2321;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2322;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2323;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2324;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2325;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2326;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2327;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2328;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2329;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2330;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2331;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2332;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2333;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2334;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2335;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2336;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2337;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2338;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2339;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2340;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2341;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2342;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2343;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2344;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2345;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2346;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2347;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2348;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2349;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2350;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2351;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2352;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2353;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2354;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2355;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2356;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2357;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2358;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2359;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2360;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2361;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2362;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2363;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2364;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2365;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2366;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2367;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2368;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2369;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2370;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2371;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2372;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2373;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2374;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2375;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2376;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2377;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2378;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2379;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2380;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2381;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2382;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2383;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2384;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2385;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2386;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2387;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2388;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2389;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2390;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2391;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2392;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2393;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2394;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2395;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2396;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2397;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2398;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2399;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2400;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2401;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2402;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2403;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2404;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2405;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2406;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2407;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2408;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2409;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2410;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2411;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2412;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2413;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2414;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2415;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2416;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2417;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2418;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2419;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2420;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2421;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2422;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2423;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2424;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2425;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2426;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2427;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2428;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2429;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2430;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2431;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2432;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2433;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2434;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2435;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2436;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2437;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2438;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2439;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2440;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2441;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2442;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2443;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2444;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2445;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2446;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2447;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2448;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2449;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2450;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2451;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2452;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2453;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2454;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2455;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2456;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2457;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2458;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2459;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2460;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2461;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2462;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2463;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2464;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2465;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2466;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2467;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2468;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2469;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2470;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2471;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2472;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2473;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2474;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2475;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2476;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2477;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2478;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2479;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2480;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2481;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2482;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2483;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2484;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2485;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2486;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2487;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2488;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2489;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2490;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2491;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2492;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2493;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2494;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2495;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2496;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2497;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2498;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2499;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2500;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2501;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2502;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2503;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2504;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2505;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2506;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2507;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2508;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2509;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2510;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2511;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2512;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2513;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2514;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2515;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2516;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2517;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2518;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2519;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2520;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2521;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2522;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2523;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2524;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2525;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2526;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2527;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2528;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2529;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2530;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2531;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2532;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2533;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2534;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2535;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2536;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2537;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2538;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2539;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2540;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2541;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2542;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2543;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2544;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2545;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2546;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2547;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2548;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2549;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2550;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2551;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2552;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2553;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2554;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2555;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2556;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2557;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2558;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2559;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2560;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2561;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2562;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2563;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2564;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2565;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2566;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2567;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2568;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2569;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2570;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2571;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2572;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2573;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2574;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2575;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2576;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2577;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2578;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2579;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2580;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2581;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2582;38,398;34,91;22,8;22,56;22,56;20,07;17,47
2583;38,398;34,91;22,8;22,56;22,56;20,07;17,47
