id;gas_2020;gas_2025;gas_2030;gas_2035;gas_2040;gas_2045;gas_2050
4656;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4657;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4658;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4659;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4660;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4661;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4662;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4663;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4664;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4665;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4666;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4667;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4668;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4669;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4670;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4671;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4672;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4673;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4674;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4675;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4676;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4677;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4678;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4679;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4680;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4681;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4682;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4683;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4684;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4685;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4686;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4687;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4688;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4689;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4690;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4691;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4692;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4693;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4694;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4695;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4696;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4697;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4698;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4699;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4700;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4701;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4702;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4703;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4704;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4705;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4706;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4707;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4708;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4709;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4710;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4711;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4712;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4713;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4714;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4715;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4716;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4717;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4718;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4719;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4720;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4721;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4722;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4723;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4724;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4725;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4726;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4727;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4728;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4729;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4730;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4731;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4732;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4733;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4734;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4735;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4736;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4737;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4738;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4739;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4740;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4741;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4742;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4743;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4744;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4745;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4746;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4747;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4748;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4749;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4750;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4751;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4752;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4753;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4754;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4755;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4756;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4757;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4758;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4759;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4760;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4761;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4762;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4763;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4764;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4765;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4766;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4767;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4768;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4769;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4770;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4771;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4772;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4773;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4774;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4775;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4776;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4777;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4778;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4779;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4780;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4781;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4782;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4783;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4784;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4785;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4786;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4787;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4788;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4789;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4790;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4791;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4792;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4793;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4794;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4795;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4796;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4797;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4798;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4799;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4800;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4801;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4802;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4803;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4804;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4805;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4806;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4807;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4808;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4809;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4810;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4811;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4812;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4813;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4814;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4815;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4816;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4817;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4818;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4819;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4820;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4821;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4822;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4823;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4824;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4825;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4826;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4827;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4828;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4829;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4830;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4831;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4832;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4833;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4834;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4835;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4836;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4837;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4838;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4839;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4840;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4841;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4842;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4843;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4844;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4845;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4846;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4847;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4848;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4849;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4850;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4851;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4852;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4853;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4854;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4855;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4856;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4857;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4858;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4859;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4860;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4861;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4862;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4863;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4864;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4865;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4866;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4867;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4868;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4869;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4870;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4871;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4872;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4873;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4874;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4875;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4876;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4877;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4878;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4879;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4880;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4881;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4882;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4883;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4884;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4885;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4886;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4887;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4888;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4889;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4890;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4891;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4892;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4893;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4894;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4895;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4896;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4897;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4898;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4899;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4900;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4901;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4902;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4903;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4904;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4905;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4906;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4907;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4908;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4909;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4910;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4911;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4912;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4913;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4914;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4915;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4916;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4917;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4918;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4919;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4920;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4921;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4922;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4923;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4924;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4925;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4926;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4927;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4928;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4929;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4930;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4931;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4932;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4933;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4934;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4935;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4936;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4937;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4938;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4939;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4940;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4941;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4942;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4943;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4944;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4945;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4946;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4947;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4948;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4949;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4950;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4951;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4952;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4953;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4954;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4955;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4956;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4957;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4958;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4959;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4960;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4961;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4962;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4963;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4964;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4965;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4966;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4967;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4968;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4969;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4970;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4971;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4972;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4973;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4974;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4975;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4976;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4977;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4978;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4979;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4980;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4981;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4982;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4983;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4984;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4985;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4986;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4987;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4988;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4989;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4990;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4991;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4992;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4993;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4994;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4995;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4996;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4997;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4998;38,194;34,72;22,56;22,56;22,54;19,94;17,35
4999;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5000;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5001;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5002;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5003;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5004;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5005;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5006;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5007;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5008;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5009;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5010;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5011;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5012;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5013;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5014;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5015;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5016;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5017;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5018;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5019;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5020;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5021;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5022;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5023;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5024;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5025;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5026;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5027;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5028;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5029;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5030;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5031;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5032;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5033;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5034;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5035;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5036;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5037;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5038;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5039;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5040;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5041;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5042;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5043;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5044;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5045;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5046;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5047;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5048;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5049;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5050;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5051;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5052;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5053;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5054;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5055;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5056;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5057;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5058;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5059;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5060;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5061;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5062;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5063;38,194;34,72;22,56;22,56;22,54;19,94;17,35
5064;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5065;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5066;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5067;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5068;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5069;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5070;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5071;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5072;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5073;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5074;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5075;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5076;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5077;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5078;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5079;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5080;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5081;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5082;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5083;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5084;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5085;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5086;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5087;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5088;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5089;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5090;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5091;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5092;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5093;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5094;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5095;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5096;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5097;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5098;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5099;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5100;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5101;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5102;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5103;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5104;38,128;34,66;22,56;22,56;22,5;19,9;17,32
5105;38,128;34,66;22,56;22,56;22,5;19,9;17,32
