;Brown_coal_2020;Brown_coal_2025;Brown_coal_2030;Brown_coal_2035;Brown_coal_2040;Brown_coal_2045;Brown_coal_2050
126;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
127;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
128;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
129;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
130;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
131;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
132;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
133;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
134;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
135;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
136;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
137;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
138;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
139;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
140;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
141;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
142;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
143;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
144;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
145;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
146;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
147;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
148;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
149;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
150;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
151;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
152;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
153;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
154;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
155;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
156;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
157;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
158;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
159;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
160;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
161;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
162;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
163;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
164;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
165;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
166;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
167;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
168;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
169;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
170;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
171;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
172;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
173;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
174;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
175;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
176;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
177;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
178;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
179;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
180;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
181;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
182;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
183;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
184;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
185;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
186;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
187;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
188;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
189;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
190;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
191;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
192;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
193;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
194;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
195;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
196;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
197;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
198;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
199;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
200;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
201;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
202;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
203;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
204;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
205;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
206;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
207;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
208;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
209;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
210;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
211;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
212;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
213;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
214;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
215;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
216;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
217;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
218;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
219;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
220;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
221;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
222;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
223;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
224;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
225;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
226;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
227;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
228;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
229;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
230;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
231;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
232;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
233;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
234;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
235;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
236;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
237;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
238;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
239;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
240;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
241;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
242;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
243;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
244;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
245;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
246;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
247;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
248;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
249;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
250;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
251;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
252;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
253;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
254;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
255;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
256;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
257;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
258;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
259;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
260;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
261;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
262;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
263;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
264;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
265;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
266;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
267;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
268;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
269;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
270;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
271;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
272;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
273;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
274;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
275;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
276;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
277;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
278;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
279;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
280;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
281;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
282;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
283;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
284;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
285;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
286;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
287;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
288;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
289;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
290;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
291;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
292;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
293;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
294;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
295;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
296;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
297;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
298;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
299;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
300;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
301;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
302;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
303;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
304;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
305;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
306;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
307;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
308;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
309;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
310;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
311;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
312;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
313;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
314;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
315;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
316;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
317;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
318;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
319;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
320;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
321;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
322;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
323;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
324;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
325;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
326;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
327;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
328;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
329;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
330;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
331;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
332;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
333;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
334;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
335;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
336;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
337;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
338;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
339;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
340;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
341;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
342;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
343;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
344;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
345;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
346;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
347;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
348;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
349;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
350;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
351;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
352;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
353;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
354;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
355;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
356;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
357;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
358;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
359;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
360;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
361;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
362;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
363;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
364;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
365;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
366;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
367;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
368;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
369;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
370;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
371;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
372;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
373;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
374;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
375;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
376;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
377;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
378;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
379;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
380;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
381;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
