id;hydrogen_2020;hydrogen_2025;hydrogen_2030;hydrogen_2035;hydrogen_2040;hydrogen_2045;hydrogen_2050
2199;161,2;151;135;118;100;100;100
2200;161,2;151;135;118;100;100;100
2201;161,2;151;135;118;100;100;100
2202;161,2;151;135;118;100;100;100
2203;161,2;151;135;118;100;100;100
2204;161,2;151;135;118;100;100;100
2205;161,2;151;135;118;100;100;100
2206;161,2;151;135;118;100;100;100
2207;161,2;151;135;118;100;100;100
2208;161,2;151;135;118;100;100;100
2209;161,2;151;135;118;100;100;100
2210;161,2;151;135;118;100;100;100
2211;161,2;151;135;118;100;100;100
2212;161,2;151;135;118;100;100;100
2213;161,2;151;135;118;100;100;100
2214;161,2;151;135;118;100;100;100
2215;161,2;151;135;118;100;100;100
2216;161,2;151;135;118;100;100;100
2217;161,2;151;135;118;100;100;100
2218;161,2;151;135;118;100;100;100
2219;161,2;151;135;118;100;100;100
2220;161,2;151;135;118;100;100;100
2221;161,2;151;135;118;100;100;100
2222;161,2;151;135;118;100;100;100
2223;161,2;151;135;118;100;100;100
2224;161,2;151;135;118;100;100;100
2225;161,2;151;135;118;100;100;100
2226;161,2;151;135;118;100;100;100
2227;161,2;151;135;118;100;100;100
2228;161,2;151;135;118;100;100;100
2229;161,2;151;135;118;100;100;100
2230;161,2;151;135;118;100;100;100
2231;161,2;151;135;118;100;100;100
2232;161,2;151;135;118;100;100;100
2233;161,2;151;135;118;100;100;100
2234;161,2;151;135;118;100;100;100
2235;161,2;151;135;118;100;100;100
2236;161,2;151;135;118;100;100;100
2237;161,2;151;135;118;100;100;100
2238;161,2;151;135;118;100;100;100
2239;161,2;151;135;118;100;100;100
2240;161,2;151;135;118;100;100;100
2241;161,2;151;135;118;100;100;100
2242;161,2;151;135;118;100;100;100
2243;161,2;151;135;118;100;100;100
2244;161,2;151;135;118;100;100;100
2245;161,2;151;135;118;100;100;100
2246;161,2;151;135;118;100;100;100
2247;161,2;151;135;118;100;100;100
2248;161,2;151;135;118;100;100;100
2249;161,2;151;135;118;100;100;100
2250;161,2;151;135;118;100;100;100
2251;161,2;151;135;118;100;100;100
2252;161,2;151;135;118;100;100;100
2253;161,2;151;135;118;100;100;100
2254;161,2;151;135;118;100;100;100
2255;161,2;151;135;118;100;100;100
2256;161,2;151;135;118;100;100;100
2257;161,2;151;135;118;100;100;100
2258;161,2;151;135;118;100;100;100
2259;161,2;151;135;118;100;100;100
2260;161,2;151;135;118;100;100;100
2261;161,2;151;135;118;100;100;100
2262;161,2;151;135;118;100;100;100
2263;161,2;151;135;118;100;100;100
2264;161,2;151;135;118;100;100;100
2265;161,2;151;135;118;100;100;100
2266;161,2;151;135;118;100;100;100
2267;161,2;151;135;118;100;100;100
2268;161,2;151;135;118;100;100;100
2269;161,2;151;135;118;100;100;100
2270;161,2;151;135;118;100;100;100
2271;161,2;151;135;118;100;100;100
2272;161,2;151;135;118;100;100;100
2273;161,2;151;135;118;100;100;100
2274;161,2;151;135;118;100;100;100
2275;161,2;151;135;118;100;100;100
2276;161,2;151;135;118;100;100;100
2277;161,2;151;135;118;100;100;100
2278;161,2;151;135;118;100;100;100
2279;161,2;151;135;118;100;100;100
2280;161,2;151;135;118;100;100;100
2281;161,2;151;135;118;100;100;100
2282;161,2;151;135;118;100;100;100
2283;161,2;151;135;118;100;100;100
2284;161,2;151;135;118;100;100;100
2285;161,2;151;135;118;100;100;100
2286;161,2;151;135;118;100;100;100
2287;161,2;151;135;118;100;100;100
2288;161,2;151;135;118;100;100;100
2289;161,2;151;135;118;100;100;100
2290;161,2;151;135;118;100;100;100
2291;161,2;151;135;118;100;100;100
2292;161,2;151;135;118;100;100;100
2293;161,2;151;135;118;100;100;100
2294;161,2;151;135;118;100;100;100
2295;161,2;151;135;118;100;100;100
2296;161,2;151;135;118;100;100;100
2297;161,2;151;135;118;100;100;100
2298;161,2;151;135;118;100;100;100
2299;161,2;151;135;118;100;100;100
2300;161,2;151;135;118;100;100;100
2301;161,2;151;135;118;100;100;100
2302;161,2;151;135;118;100;100;100
2303;161,2;151;135;118;100;100;100
2304;161,2;151;135;118;100;100;100
2305;161,2;151;135;118;100;100;100
2306;161,2;151;135;118;100;100;100
2307;161,2;151;135;118;100;100;100
2308;161,2;151;135;118;100;100;100
2309;161,2;151;135;118;100;100;100
2310;161,2;151;135;118;100;100;100
2311;161,2;151;135;118;100;100;100
2312;161,2;151;135;118;100;100;100
2313;161,2;151;135;118;100;100;100
2314;161,2;151;135;118;100;100;100
2315;161,2;151;135;118;100;100;100
2316;161,2;151;135;118;100;100;100
2317;161,2;151;135;118;100;100;100
2318;161,2;151;135;118;100;100;100
2319;161,2;151;135;118;100;100;100
2320;161,2;151;135;118;100;100;100
2321;161,2;151;135;118;100;100;100
2322;161,2;151;135;118;100;100;100
2323;161,2;151;135;118;100;100;100
2324;161,2;151;135;118;100;100;100
2325;161,2;151;135;118;100;100;100
2326;161,2;151;135;118;100;100;100
2327;161,2;151;135;118;100;100;100
2328;161,2;151;135;118;100;100;100
2329;161,2;151;135;118;100;100;100
2330;161,2;151;135;118;100;100;100
2331;161,2;151;135;118;100;100;100
2332;161,2;151;135;118;100;100;100
2333;161,2;151;135;118;100;100;100
2334;161,2;151;135;118;100;100;100
2335;161,2;151;135;118;100;100;100
2336;161,2;151;135;118;100;100;100
2337;161,2;151;135;118;100;100;100
2338;161,2;151;135;118;100;100;100
2339;161,2;151;135;118;100;100;100
2340;161,2;151;135;118;100;100;100
2341;161,2;151;135;118;100;100;100
2342;161,2;151;135;118;100;100;100
2343;161,2;151;135;118;100;100;100
2344;161,2;151;135;118;100;100;100
2345;161,2;151;135;118;100;100;100
2346;161,2;151;135;118;100;100;100
2347;161,2;151;135;118;100;100;100
2348;161,2;151;135;118;100;100;100
2349;161,2;151;135;118;100;100;100
2350;161,2;151;135;118;100;100;100
2351;161,2;151;135;118;100;100;100
2352;161,2;151;135;118;100;100;100
2353;161,2;151;135;118;100;100;100
2354;161,2;151;135;118;100;100;100
2355;161,2;151;135;118;100;100;100
2356;161,2;151;135;118;100;100;100
2357;161,2;151;135;118;100;100;100
2358;161,2;151;135;118;100;100;100
2359;161,2;151;135;118;100;100;100
2360;161,2;151;135;118;100;100;100
2361;161,2;151;135;118;100;100;100
2362;161,2;151;135;118;100;100;100
2363;161,2;151;135;118;100;100;100
2364;161,2;151;135;118;100;100;100
2365;161,2;151;135;118;100;100;100
2366;161,2;151;135;118;100;100;100
2367;161,2;151;135;118;100;100;100
2368;161,2;151;135;118;100;100;100
2369;161,2;151;135;118;100;100;100
2370;161,2;151;135;118;100;100;100
2371;161,2;151;135;118;100;100;100
2372;161,2;151;135;118;100;100;100
2373;161,2;151;135;118;100;100;100
2374;161,2;151;135;118;100;100;100
2375;161,2;151;135;118;100;100;100
2376;161,2;151;135;118;100;100;100
2377;161,2;151;135;118;100;100;100
2378;161,2;151;135;118;100;100;100
2379;161,2;151;135;118;100;100;100
2380;161,2;151;135;118;100;100;100
2381;161,2;151;135;118;100;100;100
2382;161,2;151;135;118;100;100;100
2383;161,2;151;135;118;100;100;100
2384;161,2;151;135;118;100;100;100
2385;161,2;151;135;118;100;100;100
2386;161,2;151;135;118;100;100;100
2387;161,2;151;135;118;100;100;100
2388;161,2;151;135;118;100;100;100
2389;161,2;151;135;118;100;100;100
2390;161,2;151;135;118;100;100;100
2391;161,2;151;135;118;100;100;100
2392;161,2;151;135;118;100;100;100
2393;161,2;151;135;118;100;100;100
2394;161,2;151;135;118;100;100;100
2395;161,2;151;135;118;100;100;100
2396;161,2;151;135;118;100;100;100
2397;161,2;151;135;118;100;100;100
2398;161,2;151;135;118;100;100;100
2399;161,2;151;135;118;100;100;100
2400;161,2;151;135;118;100;100;100
2401;161,2;151;135;118;100;100;100
2402;161,2;151;135;118;100;100;100
2403;161,2;151;135;118;100;100;100
2404;161,2;151;135;118;100;100;100
2405;161,2;151;135;118;100;100;100
2406;161,2;151;135;118;100;100;100
2407;161,2;151;135;118;100;100;100
2408;161,2;151;135;118;100;100;100
2409;161,2;151;135;118;100;100;100
2410;161,2;151;135;118;100;100;100
2411;161,2;151;135;118;100;100;100
2412;161,2;151;135;118;100;100;100
2413;161,2;151;135;118;100;100;100
2414;161,2;151;135;118;100;100;100
2415;161,2;151;135;118;100;100;100
2416;161,2;151;135;118;100;100;100
2417;161,2;151;135;118;100;100;100
2418;161,2;151;135;118;100;100;100
2419;161,2;151;135;118;100;100;100
2420;161,2;151;135;118;100;100;100
2421;161,2;151;135;118;100;100;100
2422;161,2;151;135;118;100;100;100
2423;161,2;151;135;118;100;100;100
2424;161,2;151;135;118;100;100;100
2425;161,2;151;135;118;100;100;100
2426;161,2;151;135;118;100;100;100
2427;161,2;151;135;118;100;100;100
2428;161,2;151;135;118;100;100;100
2429;161,2;151;135;118;100;100;100
2430;161,2;151;135;118;100;100;100
2431;161,2;151;135;118;100;100;100
2432;161,2;151;135;118;100;100;100
2433;161,2;151;135;118;100;100;100
2434;161,2;151;135;118;100;100;100
2435;161,2;151;135;118;100;100;100
2436;161,2;151;135;118;100;100;100
2437;161,2;151;135;118;100;100;100
2438;161,2;151;135;118;100;100;100
2439;161,2;151;135;118;100;100;100
2440;161,2;151;135;118;100;100;100
2441;161,2;151;135;118;100;100;100
2442;161,2;151;135;118;100;100;100
2443;161,2;151;135;118;100;100;100
2444;161,2;151;135;118;100;100;100
2445;161,2;151;135;118;100;100;100
2446;161,2;151;135;118;100;100;100
2447;161,2;151;135;118;100;100;100
2448;161,2;151;135;118;100;100;100
2449;161,2;151;135;118;100;100;100
2450;161,2;151;135;118;100;100;100
2451;161,2;151;135;118;100;100;100
2452;161,2;151;135;118;100;100;100
2453;161,2;151;135;118;100;100;100
2454;161,2;151;135;118;100;100;100
2455;161,2;151;135;118;100;100;100
2456;161,2;151;135;118;100;100;100
2457;161,2;151;135;118;100;100;100
2458;161,2;151;135;118;100;100;100
2459;161,2;151;135;118;100;100;100
2460;161,2;151;135;118;100;100;100
2461;161,2;151;135;118;100;100;100
2462;161,2;151;135;118;100;100;100
2463;161,2;151;135;118;100;100;100
2464;161,2;151;135;118;100;100;100
2465;161,2;151;135;118;100;100;100
2466;161,2;151;135;118;100;100;100
2467;161,2;151;135;118;100;100;100
2468;161,2;151;135;118;100;100;100
2469;161,2;151;135;118;100;100;100
2470;161,2;151;135;118;100;100;100
2471;161,2;151;135;118;100;100;100
2472;161,2;151;135;118;100;100;100
2473;161,2;151;135;118;100;100;100
2474;161,2;151;135;118;100;100;100
2475;161,2;151;135;118;100;100;100
2476;161,2;151;135;118;100;100;100
2477;161,2;151;135;118;100;100;100
2478;161,2;151;135;118;100;100;100
2479;161,2;151;135;118;100;100;100
2480;161,2;151;135;118;100;100;100
2481;161,2;151;135;118;100;100;100
2482;161,2;151;135;118;100;100;100
2483;161,2;151;135;118;100;100;100
2484;161,2;151;135;118;100;100;100
2485;161,2;151;135;118;100;100;100
2486;161,2;151;135;118;100;100;100
2487;161,2;151;135;118;100;100;100
2488;161,2;151;135;118;100;100;100
2489;161,2;151;135;118;100;100;100
2490;161,2;151;135;118;100;100;100
2491;161,2;151;135;118;100;100;100
2492;161,2;151;135;118;100;100;100
2493;161,2;151;135;118;100;100;100
2494;161,2;151;135;118;100;100;100
2495;161,2;151;135;118;100;100;100
2496;161,2;151;135;118;100;100;100
2497;161,2;151;135;118;100;100;100
2498;161,2;151;135;118;100;100;100
2499;161,2;151;135;118;100;100;100
2500;161,2;151;135;118;100;100;100
2501;161,2;151;135;118;100;100;100
2502;161,2;151;135;118;100;100;100
2503;161,2;151;135;118;100;100;100
2504;161,2;151;135;118;100;100;100
2505;161,2;151;135;118;100;100;100
2506;161,2;151;135;118;100;100;100
2507;161,2;151;135;118;100;100;100
2508;161,2;151;135;118;100;100;100
2509;161,2;151;135;118;100;100;100
2510;161,2;151;135;118;100;100;100
2511;161,2;151;135;118;100;100;100
2512;161,2;151;135;118;100;100;100
2513;161,2;151;135;118;100;100;100
2514;161,2;151;135;118;100;100;100
2515;161,2;151;135;118;100;100;100
2516;161,2;151;135;118;100;100;100
2517;161,2;151;135;118;100;100;100
2518;161,2;151;135;118;100;100;100
2519;161,2;151;135;118;100;100;100
2520;161,2;151;135;118;100;100;100
2521;161,2;151;135;118;100;100;100
2522;161,2;151;135;118;100;100;100
2523;161,2;151;135;118;100;100;100
2524;161,2;151;135;118;100;100;100
2525;161,2;151;135;118;100;100;100
2526;161,2;151;135;118;100;100;100
2527;161,2;151;135;118;100;100;100
2528;161,2;151;135;118;100;100;100
2529;161,2;151;135;118;100;100;100
2530;161,2;151;135;118;100;100;100
2531;161,2;151;135;118;100;100;100
2532;161,2;151;135;118;100;100;100
2533;161,2;151;135;118;100;100;100
2534;161,2;151;135;118;100;100;100
2535;161,2;151;135;118;100;100;100
2536;161,2;151;135;118;100;100;100
2537;161,2;151;135;118;100;100;100
2538;161,2;151;135;118;100;100;100
2539;161,2;151;135;118;100;100;100
2540;161,2;151;135;118;100;100;100
2541;161,2;151;135;118;100;100;100
2542;161,2;151;135;118;100;100;100
2543;161,2;151;135;118;100;100;100
2544;161,2;151;135;118;100;100;100
2545;161,2;151;135;118;100;100;100
2546;161,2;151;135;118;100;100;100
2547;161,2;151;135;118;100;100;100
2548;161,2;151;135;118;100;100;100
2549;161,2;151;135;118;100;100;100
2550;161,2;151;135;118;100;100;100
2551;161,2;151;135;118;100;100;100
2552;161,2;151;135;118;100;100;100
2553;161,2;151;135;118;100;100;100
2554;161,2;151;135;118;100;100;100
2555;161,2;151;135;118;100;100;100
2556;161,2;151;135;118;100;100;100
2557;161,2;151;135;118;100;100;100
2558;161,2;151;135;118;100;100;100
2559;161,2;151;135;118;100;100;100
2560;161,2;151;135;118;100;100;100
2561;161,2;151;135;118;100;100;100
2562;161,2;151;135;118;100;100;100
2563;161,2;151;135;118;100;100;100
2564;161,2;151;135;118;100;100;100
2565;161,2;151;135;118;100;100;100
2566;161,2;151;135;118;100;100;100
2567;161,2;151;135;118;100;100;100
2568;161,2;151;135;118;100;100;100
2569;161,2;151;135;118;100;100;100
2570;161,2;151;135;118;100;100;100
2571;161,2;151;135;118;100;100;100
2572;161,2;151;135;118;100;100;100
2573;161,2;151;135;118;100;100;100
2574;161,2;151;135;118;100;100;100
2575;161,2;151;135;118;100;100;100
2576;161,2;151;135;118;100;100;100
2577;161,2;151;135;118;100;100;100
2578;161,2;151;135;118;100;100;100
2579;161,2;151;135;118;100;100;100
2580;161,2;151;135;118;100;100;100
2581;161,2;151;135;118;100;100;100
2582;161,2;151;135;118;100;100;100
2583;161,2;151;135;118;100;100;100
2584;161,2;151;135;118;100;100;100
2585;161,2;151;135;118;100;100;100
2586;161,2;151;135;118;100;100;100
2587;161,2;151;135;118;100;100;100
2588;161,2;151;135;118;100;100;100
2589;161,2;151;135;118;100;100;100
2590;161,2;151;135;118;100;100;100
2591;161,2;151;135;118;100;100;100
2592;161,2;151;135;118;100;100;100
2593;161,2;151;135;118;100;100;100
2594;161,2;151;135;118;100;100;100
2595;161,2;151;135;118;100;100;100
2596;161,2;151;135;118;100;100;100
2597;161,2;151;135;118;100;100;100
2598;161,2;151;135;118;100;100;100
2599;161,2;151;135;118;100;100;100
2600;161,2;151;135;118;100;100;100
2601;161,2;151;135;118;100;100;100
2602;161,2;151;135;118;100;100;100
2603;161,2;151;135;118;100;100;100
2604;161,2;151;135;118;100;100;100
2605;161,2;151;135;118;100;100;100
2606;161,2;151;135;118;100;100;100
2607;161,2;151;135;118;100;100;100
2608;161,2;151;135;118;100;100;100
2609;161,2;151;135;118;100;100;100
2610;161,2;151;135;118;100;100;100
2611;161,2;151;135;118;100;100;100
2612;161,2;151;135;118;100;100;100
2613;161,2;151;135;118;100;100;100
2614;161,2;151;135;118;100;100;100
2615;161,2;151;135;118;100;100;100
2616;161,2;151;135;118;100;100;100
2617;161,2;151;135;118;100;100;100
2618;161,2;151;135;118;100;100;100
2619;161,2;151;135;118;100;100;100
2620;161,2;151;135;118;100;100;100
2621;161,2;151;135;118;100;100;100
2622;161,2;151;135;118;100;100;100
2623;161,2;151;135;118;100;100;100
2624;161,2;151;135;118;100;100;100
2625;161,2;151;135;118;100;100;100
2626;161,2;151;135;118;100;100;100
2627;161,2;151;135;118;100;100;100
2628;161,2;151;135;118;100;100;100
2629;161,2;151;135;118;100;100;100
2630;161,2;151;135;118;100;100;100
2631;161,2;151;135;118;100;100;100
2632;161,2;151;135;118;100;100;100
2633;161,2;151;135;118;100;100;100
2634;161,2;151;135;118;100;100;100
2635;161,2;151;135;118;100;100;100
2636;161,2;151;135;118;100;100;100
2637;161,2;151;135;118;100;100;100
2638;161,2;151;135;118;100;100;100
2639;161,2;151;135;118;100;100;100
2640;161,2;151;135;118;100;100;100
2641;161,2;151;135;118;100;100;100
2642;161,2;151;135;118;100;100;100
2643;161,2;151;135;118;100;100;100
2644;161,2;151;135;118;100;100;100
2645;161,2;151;135;118;100;100;100
2646;161,2;151;135;118;100;100;100
2647;161,2;151;135;118;100;100;100
2648;161,2;151;135;118;100;100;100
2649;161,2;151;135;118;100;100;100
2650;161,2;151;135;118;100;100;100
2651;161,2;151;135;118;100;100;100
2652;161,2;151;135;118;100;100;100
2653;161,2;151;135;118;100;100;100
2654;161,2;151;135;118;100;100;100
2655;161,2;151;135;118;100;100;100
2656;161,2;151;135;118;100;100;100
2657;161,2;151;135;118;100;100;100
2658;161,2;151;135;118;100;100;100
2659;161,2;151;135;118;100;100;100
2660;161,2;151;135;118;100;100;100
2661;161,2;151;135;118;100;100;100
2662;161,2;151;135;118;100;100;100
2663;161,2;151;135;118;100;100;100
2664;161,2;151;135;118;100;100;100
2665;161,2;151;135;118;100;100;100
2666;161,2;151;135;118;100;100;100
2667;161,2;151;135;118;100;100;100
2668;161,2;151;135;118;100;100;100
2669;161,2;151;135;118;100;100;100
2670;161,2;151;135;118;100;100;100
2671;161,2;151;135;118;100;100;100
2672;161,2;151;135;118;100;100;100
2673;161,2;151;135;118;100;100;100
2674;161,2;151;135;118;100;100;100
2675;161,2;151;135;118;100;100;100
2676;161,2;151;135;118;100;100;100
2677;161,2;151;135;118;100;100;100
2678;161,2;151;135;118;100;100;100
2679;161,2;151;135;118;100;100;100
2680;161,2;151;135;118;100;100;100
2681;161,2;151;135;118;100;100;100
2682;161,2;151;135;118;100;100;100
2683;161,2;151;135;118;100;100;100
2684;161,2;151;135;118;100;100;100
2685;161,2;151;135;118;100;100;100
2686;161,2;151;135;118;100;100;100
2687;161,2;151;135;118;100;100;100
2688;161,2;151;135;118;100;100;100
2689;161,2;151;135;118;100;100;100
2690;161,2;151;135;118;100;100;100
2691;161,2;151;135;118;100;100;100
2692;161,2;151;135;118;100;100;100
2693;161,2;151;135;118;100;100;100
2694;161,2;151;135;118;100;100;100
2695;161,2;151;135;118;100;100;100
2696;161,2;151;135;118;100;100;100
2697;161,2;151;135;118;100;100;100
2698;161,2;151;135;118;100;100;100
2699;161,2;151;135;118;100;100;100
2700;161,2;151;135;118;100;100;100
2701;161,2;151;135;118;100;100;100
2702;161,2;151;135;118;100;100;100
2703;161,2;151;135;118;100;100;100
2704;161,2;151;135;118;100;100;100
2705;161,2;151;135;118;100;100;100
2706;161,2;151;135;118;100;100;100
2707;161,2;151;135;118;100;100;100
2708;161,2;151;135;118;100;100;100
2709;161,2;151;135;118;100;100;100
2710;161,2;151;135;118;100;100;100
2711;161,2;151;135;118;100;100;100
2712;161,2;151;135;118;100;100;100
2713;161,2;151;135;118;100;100;100
2714;161,2;151;135;118;100;100;100
2715;161,2;151;135;118;100;100;100
2716;161,2;151;135;118;100;100;100
2717;161,2;151;135;118;100;100;100
2718;161,2;151;135;118;100;100;100
2719;161,2;151;135;118;100;100;100
2720;161,2;151;135;118;100;100;100
2721;161,2;151;135;118;100;100;100
2722;161,2;151;135;118;100;100;100
2723;161,2;151;135;118;100;100;100
2724;161,2;151;135;118;100;100;100
2725;161,2;151;135;118;100;100;100
2726;161,2;151;135;118;100;100;100
2727;161,2;151;135;118;100;100;100
2728;161,2;151;135;118;100;100;100
2729;161,2;151;135;118;100;100;100
2730;161,2;151;135;118;100;100;100
2731;161,2;151;135;118;100;100;100
2732;161,2;151;135;118;100;100;100
2733;161,2;151;135;118;100;100;100
2734;161,2;151;135;118;100;100;100
2735;161,2;151;135;118;100;100;100
2736;161,2;151;135;118;100;100;100
2737;161,2;151;135;118;100;100;100
2738;161,2;151;135;118;100;100;100
2739;161,2;151;135;118;100;100;100
2740;161,2;151;135;118;100;100;100
2741;161,2;151;135;118;100;100;100
2742;161,2;151;135;118;100;100;100
2743;161,2;151;135;118;100;100;100
2744;161,2;151;135;118;100;100;100
2745;161,2;151;135;118;100;100;100
2746;161,2;151;135;118;100;100;100
2747;161,2;151;135;118;100;100;100
2748;161,2;151;135;118;100;100;100
2749;161,2;151;135;118;100;100;100
2750;161,2;151;135;118;100;100;100
2751;161,2;151;135;118;100;100;100
2752;161,2;151;135;118;100;100;100
2753;161,2;151;135;118;100;100;100
2754;161,2;151;135;118;100;100;100
2755;161,2;151;135;118;100;100;100
2756;161,2;151;135;118;100;100;100
2757;161,2;151;135;118;100;100;100
2758;161,2;151;135;118;100;100;100
2759;161,2;151;135;118;100;100;100
2760;161,2;151;135;118;100;100;100
2761;161,2;151;135;118;100;100;100
2762;161,2;151;135;118;100;100;100
2763;161,2;151;135;118;100;100;100
2764;161,2;151;135;118;100;100;100
2765;161,2;151;135;118;100;100;100
2766;161,2;151;135;118;100;100;100
2767;161,2;151;135;118;100;100;100
2768;161,2;151;135;118;100;100;100
2769;161,2;151;135;118;100;100;100
2770;161,2;151;135;118;100;100;100
2771;161,2;151;135;118;100;100;100
2772;161,2;151;135;118;100;100;100
2773;161,2;151;135;118;100;100;100
2774;161,2;151;135;118;100;100;100
2775;161,2;151;135;118;100;100;100
2776;161,2;151;135;118;100;100;100
2777;161,2;151;135;118;100;100;100
2778;161,2;151;135;118;100;100;100
2779;161,2;151;135;118;100;100;100
2780;161,2;151;135;118;100;100;100
2781;161,2;151;135;118;100;100;100
2782;161,2;151;135;118;100;100;100
2783;161,2;151;135;118;100;100;100
2784;161,2;151;135;118;100;100;100
2785;161,2;151;135;118;100;100;100
2786;161,2;151;135;118;100;100;100
2787;161,2;151;135;118;100;100;100
2788;161,2;151;135;118;100;100;100
2789;161,2;151;135;118;100;100;100
2790;161,2;151;135;118;100;100;100
2791;161,2;151;135;118;100;100;100
2792;161,2;151;135;118;100;100;100
2793;161,2;151;135;118;100;100;100
2794;161,2;151;135;118;100;100;100
2795;161,2;151;135;118;100;100;100
2796;161,2;151;135;118;100;100;100
2797;161,2;151;135;118;100;100;100
2798;161,2;151;135;118;100;100;100
2799;161,2;151;135;118;100;100;100
2800;161,2;151;135;118;100;100;100
2801;161,2;151;135;118;100;100;100
2802;161,2;151;135;118;100;100;100
2803;161,2;151;135;118;100;100;100
2804;161,2;151;135;118;100;100;100
2805;161,2;151;135;118;100;100;100
2806;161,2;151;135;118;100;100;100
2807;161,2;151;135;118;100;100;100
2808;161,2;151;135;118;100;100;100
2809;161,2;151;135;118;100;100;100
2810;161,2;151;135;118;100;100;100
2811;161,2;151;135;118;100;100;100
2812;161,2;151;135;118;100;100;100
2813;161,2;151;135;118;100;100;100
2814;161,2;151;135;118;100;100;100
2815;161,2;151;135;118;100;100;100
2816;161,2;151;135;118;100;100;100
2817;161,2;151;135;118;100;100;100
2818;161,2;151;135;118;100;100;100
2819;161,2;151;135;118;100;100;100
2820;161,2;151;135;118;100;100;100
2821;161,2;151;135;118;100;100;100
2822;161,2;151;135;118;100;100;100
2823;161,2;151;135;118;100;100;100
2824;161,2;151;135;118;100;100;100
2825;161,2;151;135;118;100;100;100
2826;161,2;151;135;118;100;100;100
2827;161,2;151;135;118;100;100;100
2828;161,2;151;135;118;100;100;100
2829;161,2;151;135;118;100;100;100
2830;161,2;151;135;118;100;100;100
2831;161,2;151;135;118;100;100;100
2832;161,2;151;135;118;100;100;100
2833;161,2;151;135;118;100;100;100
2834;161,2;151;135;118;100;100;100
2835;161,2;151;135;118;100;100;100
2836;161,2;151;135;118;100;100;100
2837;161,2;151;135;118;100;100;100
2838;161,2;151;135;118;100;100;100
2839;161,2;151;135;118;100;100;100
2840;161,2;151;135;118;100;100;100
2841;161,2;151;135;118;100;100;100
2842;161,2;151;135;118;100;100;100
2843;161,2;151;135;118;100;100;100
2844;161,2;151;135;118;100;100;100
2845;161,2;151;135;118;100;100;100
2846;161,2;151;135;118;100;100;100
2847;161,2;151;135;118;100;100;100
2848;161,2;151;135;118;100;100;100
2849;161,2;151;135;118;100;100;100
2850;161,2;151;135;118;100;100;100
2851;161,2;151;135;118;100;100;100
2852;161,2;151;135;118;100;100;100
2853;161,2;151;135;118;100;100;100
2854;161,2;151;135;118;100;100;100
2855;161,2;151;135;118;100;100;100
2856;161,2;151;135;118;100;100;100
2857;161,2;151;135;118;100;100;100
2858;161,2;151;135;118;100;100;100
2859;161,2;151;135;118;100;100;100
2860;161,2;151;135;118;100;100;100
2861;161,2;151;135;118;100;100;100
2862;161,2;151;135;118;100;100;100
2863;161,2;151;135;118;100;100;100
2864;161,2;151;135;118;100;100;100
2865;161,2;151;135;118;100;100;100
2866;161,2;151;135;118;100;100;100
2867;161,2;151;135;118;100;100;100
2868;161,2;151;135;118;100;100;100
2869;161,2;151;135;118;100;100;100
2870;161,2;151;135;118;100;100;100
2871;161,2;151;135;118;100;100;100
2872;161,2;151;135;118;100;100;100
2873;161,2;151;135;118;100;100;100
2874;161,2;151;135;118;100;100;100
2875;161,2;151;135;118;100;100;100
2876;161,2;151;135;118;100;100;100
2877;161,2;151;135;118;100;100;100
2878;161,2;151;135;118;100;100;100
2879;161,2;151;135;118;100;100;100
2880;161,2;151;135;118;100;100;100
2881;161,2;151;135;118;100;100;100
2882;161,2;151;135;118;100;100;100
2883;161,2;151;135;118;100;100;100
2884;161,2;151;135;118;100;100;100
2885;161,2;151;135;118;100;100;100
2886;161,2;151;135;118;100;100;100
2887;161,2;151;135;118;100;100;100
2888;161,2;151;135;118;100;100;100
2889;161,2;151;135;118;100;100;100
2890;161,2;151;135;118;100;100;100
2891;161,2;151;135;118;100;100;100
2892;161,2;151;135;118;100;100;100
2893;161,2;151;135;118;100;100;100
2894;161,2;151;135;118;100;100;100
2895;161,2;151;135;118;100;100;100
2896;161,2;151;135;118;100;100;100
2897;161,2;151;135;118;100;100;100
2898;161,2;151;135;118;100;100;100
2899;161,2;151;135;118;100;100;100
2900;161,2;151;135;118;100;100;100
2901;161,2;151;135;118;100;100;100
2902;161,2;151;135;118;100;100;100
2903;161,2;151;135;118;100;100;100
2904;161,2;151;135;118;100;100;100
2905;161,2;151;135;118;100;100;100
2906;161,2;151;135;118;100;100;100
2907;161,2;151;135;118;100;100;100
2908;161,2;151;135;118;100;100;100
2909;161,2;151;135;118;100;100;100
2910;161,2;151;135;118;100;100;100
2911;161,2;151;135;118;100;100;100
2912;161,2;151;135;118;100;100;100
2913;161,2;151;135;118;100;100;100
2914;161,2;151;135;118;100;100;100
2915;161,2;151;135;118;100;100;100
2916;161,2;151;135;118;100;100;100
2917;161,2;151;135;118;100;100;100
2918;161,2;151;135;118;100;100;100
2919;161,2;151;135;118;100;100;100
2920;161,2;151;135;118;100;100;100
2921;161,2;151;135;118;100;100;100
2922;161,2;151;135;118;100;100;100
2923;161,2;151;135;118;100;100;100
2924;161,2;151;135;118;100;100;100
2925;161,2;151;135;118;100;100;100
2926;161,2;151;135;118;100;100;100
2927;161,2;151;135;118;100;100;100
2928;161,2;151;135;118;100;100;100
2929;161,2;151;135;118;100;100;100
2930;161,2;151;135;118;100;100;100
2931;161,2;151;135;118;100;100;100
