id;oil_2020;oil_2025;oil_2030;oil_2035;oil_2040;oil_2045;oil_2050
58;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
59;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
60;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
61;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
62;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
63;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
64;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
65;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
66;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
67;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
68;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
69;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
70;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
71;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
72;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
73;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
74;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
75;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
76;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
77;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
78;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
79;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
80;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
81;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
82;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
83;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
84;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
85;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
86;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
87;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
88;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
89;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
90;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
91;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
92;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
93;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
94;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
95;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
96;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
97;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
98;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
99;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
100;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
101;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
102;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
103;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
104;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
105;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
106;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
107;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
108;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
109;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
110;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
111;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
112;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
113;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
114;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
115;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
116;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
117;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
118;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
119;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
120;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
121;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
122;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
123;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
124;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
125;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
126;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
127;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
128;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
129;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
130;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
131;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
132;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
133;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
134;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
135;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
136;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
137;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
138;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
139;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
140;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
141;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
142;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
143;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
144;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
145;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
146;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
147;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
148;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
149;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
150;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
151;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
152;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
153;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
154;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
155;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
156;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
157;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
158;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
159;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
160;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
161;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
162;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
163;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
164;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
165;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
166;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
167;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
168;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
169;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
170;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
171;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
172;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
173;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
174;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
175;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
176;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
177;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
178;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
179;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
180;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
181;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
182;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
183;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
184;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
185;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
186;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
187;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
188;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
189;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
190;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
191;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
192;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
193;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
194;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
195;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
196;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
197;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
198;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
199;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
200;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
201;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
202;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
203;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
204;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
205;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
206;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
207;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
208;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
209;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
210;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
211;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
212;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
213;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
214;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
215;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
216;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
217;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
218;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
219;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
220;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
221;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
222;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
223;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
224;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
225;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
226;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
227;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
228;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
229;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
230;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
231;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
232;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
233;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
234;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
235;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
236;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
237;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
238;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
239;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
240;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
241;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
242;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
243;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
244;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
245;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
246;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
247;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
248;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
249;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
250;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
251;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
252;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
253;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
254;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
255;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
256;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
257;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
258;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
259;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
260;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
261;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
262;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
263;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
264;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
265;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
266;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
267;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
268;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
269;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
270;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
271;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
272;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
273;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
274;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
275;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
276;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
277;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
278;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
279;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
280;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
281;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
282;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
283;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
284;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
285;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
286;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
287;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
288;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
289;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
290;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
291;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
292;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
293;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
294;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
295;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
296;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
297;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
298;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
299;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
300;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
301;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
302;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
303;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
304;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
305;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
306;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
307;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
308;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
309;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
310;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
311;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
312;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
313;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
314;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
315;34,95285046;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168
