;Biomass_2020;Biomass_2025;Biomass_2030;Biomass_2035;Biomass_2040;Biomass_2045;Biomass_2050
1562;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1563;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1564;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1565;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1566;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1567;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1568;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1569;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1570;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1571;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1572;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1573;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1574;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1575;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1576;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1577;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1578;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1579;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1580;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1581;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1582;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1583;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1584;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1585;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1586;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1587;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1588;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1589;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1590;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1591;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1592;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1593;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1594;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1595;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1596;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1597;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1598;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1599;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1600;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1601;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1602;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1603;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1604;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1605;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1606;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1607;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1608;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1609;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1610;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1611;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1612;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1613;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1614;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1615;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1616;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1617;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1618;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1619;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1620;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1621;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1622;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1623;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1624;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1625;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1626;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1627;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1628;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1629;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1630;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1631;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1632;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1633;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1634;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1635;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1636;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1637;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1638;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1639;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1640;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1641;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1642;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1643;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1644;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1645;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1646;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1647;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1648;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1649;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1650;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1651;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1652;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1653;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1654;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1655;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1656;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1657;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1658;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1659;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1660;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1661;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1662;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1663;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1664;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1665;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1666;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1667;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1668;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1669;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1670;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1671;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1672;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1673;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1674;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1675;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1676;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1677;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1678;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1679;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1680;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1681;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1682;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1683;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1684;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1685;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1686;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1687;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1688;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1689;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1690;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1691;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1692;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1693;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1694;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1695;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1696;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1697;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1698;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1699;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1700;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1701;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1702;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1703;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1704;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1705;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1706;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1707;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1708;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1709;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1710;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1711;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1712;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1713;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1714;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1715;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1716;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1717;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1718;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1719;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1720;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1721;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1722;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1723;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1724;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1725;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1726;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1727;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1728;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1729;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1730;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1731;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1732;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1733;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1734;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1735;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1736;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1737;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1738;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1739;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1740;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1741;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1742;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1743;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1744;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1745;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1746;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1747;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1748;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1749;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1750;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1751;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1752;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1753;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1754;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1755;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1756;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1757;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1758;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1759;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1760;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1761;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1762;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1763;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1764;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1765;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1766;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1767;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1768;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1769;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1770;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1771;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1772;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1773;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1774;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1775;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1776;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1777;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1778;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1779;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1780;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1781;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1782;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1783;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1784;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1785;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1786;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1787;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1788;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1789;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1790;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1791;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1792;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1793;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1794;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1795;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1796;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1797;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1798;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1799;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1800;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1801;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1802;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1803;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1804;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1805;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1806;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1807;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1808;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1809;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1810;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1811;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1812;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1813;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1814;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1815;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1816;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1817;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1818;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1819;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1820;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1821;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1822;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1823;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1824;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1825;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1826;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1827;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1828;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1829;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1830;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1831;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1832;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1833;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1834;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1835;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1836;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1837;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1838;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1839;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1840;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1841;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1842;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1843;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1844;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1845;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1846;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1847;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1848;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1849;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1850;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1851;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1852;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1853;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1854;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1855;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1856;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1857;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1858;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1859;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1860;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1861;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1862;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1863;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1864;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1865;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1866;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1867;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1868;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1869;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1870;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1871;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1872;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1873;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1874;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1875;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1876;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1877;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1878;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1879;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1880;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1881;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1882;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1883;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1884;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1885;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1886;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1887;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1888;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1889;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1890;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1891;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1892;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1893;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1894;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1895;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1896;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1897;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1898;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1899;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1900;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1901;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1902;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1903;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1904;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1905;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1906;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1907;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1908;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1909;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1910;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1911;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1912;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1913;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1914;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1915;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1916;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1917;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1918;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1919;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1920;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1921;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1922;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1923;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1924;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1925;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1926;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1927;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1928;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1929;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1930;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1931;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1932;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1933;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1934;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1935;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1936;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1937;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1938;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1939;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1940;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1941;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1942;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1943;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1944;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1945;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1946;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1947;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1948;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1949;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1950;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1951;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1952;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1953;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1954;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1955;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1956;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1957;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1958;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1959;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1960;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1961;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1962;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1963;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1964;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1965;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1966;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1967;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1968;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1969;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1970;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1971;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1972;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1973;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1974;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1975;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1976;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1977;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1978;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1979;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1980;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1981;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1982;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1983;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1984;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1985;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1986;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1987;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1988;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1989;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1990;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1991;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1992;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1993;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1994;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1995;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1996;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1997;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1998;35,6;35,6;35,6;35,6;35,6;35,6;35,6
1999;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2000;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2001;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2002;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2003;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2004;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2005;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2006;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2007;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2008;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2009;35,6;35,6;35,6;35,6;35,6;35,6;35,6
2010;35,6;35,6;35,6;35,6;35,6;35,6;35,6
