id;model_id;co2_grenze_2050;co2_grenze_2045;co2_grenze_2040;co2_grenze_2035;co2_grenze_2030;co2_grenze_2025;co2_grenze_2020
0;BS0006;0;0;3500000000;7000000000;9000000000;11000000000;11000000000
