id;model_id;emission_erdgas;emission_oel;emission_steinkohle;emission_braunkohle;emission_strom_2020;emission_strom_2025;emission_strom_2030;emission_strom_2035;emission_strom_2040;emission_strom_2045;emission_strom_2050
0;BS0006;202;266;338;407;369;269;145;90;35;0;0
