model_id;Biomasse_sub_nord;Biomasse_sub_mittel;Biomasse_sub_ost;Biomasse_sub_swest;Biomasse_sub_tot;Holzpotential_nord;Holzpotential_mittel;Holzpotential_ost;Holzpotential_swest;Holzpotential_tot
BS0006;947403,8509;1060107,63;1251435,296;623300,7317;3882247,509;1500798,428;1487899,64;1907883,324;1661140,629;6557722,021
